col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 9th District,,,City Commissioners,,,All
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,All
Cherelle Parker,191,0,0,"2,917","2,683",73,All
Kevin Strickland,,26,0,82,85,168,All
Bobbie T Curry,,,5,15,14,5,All
Anthony Clark,,,,98,"2,548",49,All
Lisa M Deeley,,,,,35,79,All
Al Schmidt,,,,,,11,All
Total,"3,350",267,27,"3,161","2,871",266,All
,City Commissioners,,,District Council 9th District,,,1
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cherelle Parker,Kevin Strickland,Bobbie T Curry,1
Anthony Clark,1,77,1,92,4,0,1
Lisa M Deeley,,0,0,76,2,0,1
Al Schmidt,,,0,2,3,0,1
Cherelle Parker,,,,2,0,0,1
Kevin Strickland,,,,,0,0,1
Bobbie T Curry,,,,,,0,1
Total,98,79,5,97,7,0,1
,District Council 9th District,,,City Commissioners,,,2
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Cherelle Parker,8,0,0,93,87,2,2
Kevin Strickland,,0,0,1,2,7,2
Bobbie T Curry,,,0,0,0,0,2
Anthony Clark,,,,3,81,0,2
Lisa M Deeley,,,,,1,3,2
Al Schmidt,,,,,,0,2
Total,111,8,0,99,93,10,2
,District Council 9th District,,,City Commissioners,,,3
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,3
Cherelle Parker,2,0,0,93,93,2,3
Kevin Strickland,,2,0,2,1,5,3
Bobbie T Curry,,,0,0,0,0,3
Anthony Clark,,,,5,85,1,3
Lisa M Deeley,,,,,1,1,3
Al Schmidt,,,,,,0,3
Total,106,10,0,103,98,7,3
,District Council 9th District,,,City Commissioners,,,4
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,4
Cherelle Parker,3,0,0,63,65,2,4
Kevin Strickland,,0,0,3,2,8,4
Bobbie T Curry,,,0,1,2,1,4
Anthony Clark,,,,3,59,1,4
Lisa M Deeley,,,,,1,4,4
Al Schmidt,,,,,,1,4
Total,75,10,2,71,71,12,4
,District Council 9th District,,,City Commissioners,,,5
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,5
Cherelle Parker,7,0,0,69,61,2,5
Kevin Strickland,,0,0,3,1,4,5
Bobbie T Curry,,,0,0,0,0,5
Anthony Clark,,,,4,61,3,5
Lisa M Deeley,,,,,2,1,5
Al Schmidt,,,,,,0,5
Total,77,5,0,76,64,6,5
,District Council 9th District,,,City Commissioners,,,6
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,6
Cherelle Parker,17,0,0,213,187,9,6
Kevin Strickland,,2,0,6,5,17,6
Bobbie T Curry,,,0,1,2,1,6
Anthony Clark,,,,4,178,7,6
Lisa M Deeley,,,,,3,8,6
Al Schmidt,,,,,,0,6
Total,246,23,2,226,201,29,6
,District Council 9th District,,,City Commissioners,,,7
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Lisa M Deeley,Anthony Clark,Al Schmidt,7
Cherelle Parker,6,0,0,116,119,2,7
Kevin Strickland,,0,0,7,1,9,7
Bobbie T Curry,,,1,0,0,0,7
Lisa M Deeley,,,,1,109,6,7
Anthony Clark,,,,,0,1,7
Al Schmidt,,,,,,0,7
Total,134,11,1,125,121,11,7
,District Council 9th District,,,City Commissioners,,,8
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Cherelle Parker,4,0,0,81,78,2,8
Kevin Strickland,,0,0,0,1,3,8
Bobbie T Curry,,,0,0,0,0,8
Anthony Clark,,,,5,74,0,8
Lisa M Deeley,,,,,3,3,8
Al Schmidt,,,,,,0,8
Total,90,3,0,87,83,5,8
,District Council 9th District,,,City Commissioners,,,9
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,9
Cherelle Parker,5,0,0,84,73,1,9
Kevin Strickland,,0,0,3,1,1,9
Bobbie T Curry,,,0,0,0,0,9
Anthony Clark,,,,4,66,0,9
Lisa M Deeley,,,,,0,1,9
Al Schmidt,,,,,,0,9
Total,98,4,0,92,75,2,9
,District Council 9th District,,,City Commissioners,,,10
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Cherelle Parker,4,0,0,71,67,1,10
Kevin Strickland,,0,0,1,3,6,10
Bobbie T Curry,,,1,2,1,0,10
Anthony Clark,,,,1,64,2,10
Lisa M Deeley,,,,,1,1,10
Al Schmidt,,,,,,1,10
Total,82,8,3,78,74,9,10
,District Council 9th District,,,City Commissioners,,,11
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Cherelle Parker,7,0,0,95,85,2,11
Kevin Strickland,,2,0,2,1,6,11
Bobbie T Curry,,,0,0,0,0,11
Anthony Clark,,,,1,81,2,11
Lisa M Deeley,,,,,2,2,11
Al Schmidt,,,,,,1,11
Total,108,8,0,99,89,9,11
,City Commissioners,,,District Council 9th District,,,12
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cherelle Parker,Kevin Strickland,Bobbie T Curry,12
Anthony Clark,5,74,0,84,0,0,12
Lisa M Deeley,,1,2,77,0,0,12
Al Schmidt,,,1,2,0,0,12
Cherelle Parker,,,,2,0,0,12
Kevin Strickland,,,,,1,0,12
Bobbie T Curry,,,,,,0,12
Total,90,79,3,90,1,0,12
,City Commissioners,,,District Council 9th District,,,13
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cherelle Parker,Kevin Strickland,Bobbie T Curry,13
Anthony Clark,5,78,0,89,1,0,13
Lisa M Deeley,,2,1,81,2,0,13
Al Schmidt,,,0,0,1,0,13
Cherelle Parker,,,,2,0,0,13
Kevin Strickland,,,,,2,0,13
Bobbie T Curry,,,,,,0,13
Total,97,87,1,97,4,0,13
,District Council 9th District,,,City Commissioners,,,14
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,14
Cherelle Parker,3,0,0,90,84,2,14
Kevin Strickland,,2,0,2,1,8,14
Bobbie T Curry,,,0,0,0,0,14
Anthony Clark,,,,6,76,3,14
Lisa M Deeley,,,,,0,3,14
Al Schmidt,,,,,,1,14
Total,102,10,0,99,87,12,14
,District Council 9th District,,,City Commissioners,,,15
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,15
Cherelle Parker,1,0,0,71,70,0,15
Kevin Strickland,,0,0,3,2,9,15
Bobbie T Curry,,,0,0,0,0,15
Anthony Clark,,,,3,64,2,15
Lisa M Deeley,,,,,0,0,15
Al Schmidt,,,,,,0,15
Total,81,11,0,79,74,9,15
,District Council 9th District,,,City Commissioners,,,16
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,16
Cherelle Parker,8,0,0,88,85,2,16
Kevin Strickland,,1,0,0,0,4,16
Bobbie T Curry,,,0,0,0,0,16
Anthony Clark,,,,6,73,1,16
Lisa M Deeley,,,,,1,2,16
Al Schmidt,,,,,,0,16
Total,109,5,0,95,88,7,16
,District Council 9th District,,,City Commissioners,,,17
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Cherelle Parker,14,0,0,91,86,5,17
Kevin Strickland,,2,0,13,15,14,17
Bobbie T Curry,,,1,2,2,0,17
Anthony Clark,,,,3,89,4,17
Lisa M Deeley,,,,,0,7,17
Al Schmidt,,,,,,1,17
Total,115,29,4,112,106,20,17
,District Council 9th District,,,City Commissioners,,,18
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,18
Cherelle Parker,7,0,0,99,83,0,18
Kevin Strickland,,1,0,2,2,2,18
Bobbie T Curry,,,0,0,0,0,18
Anthony Clark,,,,2,86,0,18
Lisa M Deeley,,,,,1,0,18
Al Schmidt,,,,,,0,18
Total,108,5,0,106,89,2,18
,City Commissioners,,,District Council 9th District,,,19
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cherelle Parker,Kevin Strickland,Bobbie T Curry,19
Anthony Clark,5,90,3,109,4,0,19
Lisa M Deeley,,0,0,91,2,0,19
Al Schmidt,,,1,2,7,0,19
Cherelle Parker,,,,4,0,0,19
Kevin Strickland,,,,,0,0,19
Bobbie T Curry,,,,,,1,19
Total,120,95,10,118,10,1,19
,District Council 9th District,,,City Commissioners,,,20
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,20
Cherelle Parker,5,0,0,122,118,1,20
Kevin Strickland,,0,0,2,4,4,20
Bobbie T Curry,,,0,1,0,0,20
Anthony Clark,,,,2,112,2,20
Lisa M Deeley,,,,,0,1,20
Al Schmidt,,,,,,1,20
Total,136,7,1,129,124,6,20
,District Council 9th District,,,City Commissioners,,,21
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Anthony Clark,Lisa M Deeley,Al Schmidt,21
Cherelle Parker,8,0,0,177,162,6,21
