col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,All
,Mia Roberts Perez,Tracy B Roman,Ken Powell,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,All
Mia Roberts Perez,72,737,722,720,717,715,625,625,623,621,624,617,27,761,12,All
Tracy B Roman,,20,734,736,725,726,638,633,631,629,633,620,27,731,14,All
Ken Powell,,,9,722,720,722,627,630,627,627,628,618,25,726,11,All
Kai Scott,,,,8,724,728,629,630,629,628,630,621,26,714,11,All
Lyris Younge,,,,,2,718,627,634,629,629,631,622,25,709,11,All
Abbe Fletman,,,,,,4,622,626,624,625,626,615,24,702,11,All
Stephanie M Sawyer,,,,,,,2,627,625,624,625,619,21,619,16,All
Daine Grey Jr,,,,,,,,1,630,627,628,620,23,618,14,All
Michael Fanning,,,,,,,,,2,626,628,620,26,613,16,All
Chris Mallios,,,,,,,,,,1,627,621,23,618,12,All
Rainy Papademetriou,,,,,,,,,,,1,617,24,617,11,All
Scott Diclaudio,,,,,,,,,,,,0,22,610,12,All
Vincent Furlong,,,,,,,,,,,,,4,25,51,All
Ronald R Donatucci,,,,,,,,,,,,,,15,0,All
Ross Feinberg,,,,,,,,,,,,,,,3,All
Total,876,808,783,765,750,744,650,648,645,642,641,634,81,851,68,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,1
,Mia Roberts Perez,Tracy B Roman,Ken Powell,Lyris Younge,Abbe Fletman,Kai Scott,Michael Fanning,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,1
Mia Roberts Perez,8,35,34,34,35,34,31,31,31,31,31,30,1,42,1,1
Tracy B Roman,,1,35,34,35,35,31,31,31,31,31,30,1,34,1,1
Ken Powell,,,0,35,34,35,31,31,31,31,31,30,1,33,1,1
Lyris Younge,,,,1,34,34,31,32,32,31,31,30,1,33,1,1
Abbe Fletman,,,,,0,34,31,31,31,31,31,30,1,33,1,1
Kai Scott,,,,,,0,31,31,31,31,31,30,1,32,1,1
Michael Fanning,,,,,,,0,31,31,31,31,30,1,31,1,1
Rainy Papademetriou,,,,,,,,0,32,31,31,30,1,31,1,1
Stephanie M Sawyer,,,,,,,,,0,31,31,30,1,31,1,1
Chris Mallios,,,,,,,,,,0,31,30,1,30,1,1
Scott Diclaudio,,,,,,,,,,,0,30,1,30,1,1
Daine Grey Jr,,,,,,,,,,,,0,0,30,0,1
Vincent Furlong,,,,,,,,,,,,,0,1,1,1
Ronald R Donatucci,,,,,,,,,,,,,,0,0,1
Ross Feinberg,,,,,,,,,,,,,,,0,1
Total,52,38,37,37,35,35,32,32,32,31,31,30,2,47,1,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,2
,Mia Roberts Perez,Abbe Fletman,Kai Scott,Tracy B Roman,Ken Powell,Lyris Younge,Chris Mallios,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Stephanie M Sawyer,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,2
Mia Roberts Perez,1,17,17,17,16,16,15,15,15,15,15,15,0,19,0,2
Abbe Fletman,,0,16,16,16,16,15,15,15,15,15,15,0,16,0,2
Kai Scott,,,0,16,16,16,15,15,15,15,15,15,0,17,0,2
Tracy B Roman,,,,0,16,16,15,15,15,15,15,15,0,16,0,2
Ken Powell,,,,,0,16,15,15,15,15,15,15,0,16,0,2
Lyris Younge,,,,,,0,15,15,15,15,15,15,0,16,0,2
Chris Mallios,,,,,,,0,15,15,15,15,15,0,15,0,2
Daine Grey Jr,,,,,,,,0,15,15,15,15,0,15,0,2
Michael Fanning,,,,,,,,,0,15,15,15,0,15,0,2
Rainy Papademetriou,,,,,,,,,,0,15,15,0,15,0,2
Scott Diclaudio,,,,,,,,,,,0,15,0,15,0,2
Stephanie M Sawyer,,,,,,,,,,,,0,0,15,0,2
Vincent Furlong,,,,,,,,,,,,,0,1,0,2
Ronald R Donatucci,,,,,,,,,,,,,,0,0,2
Ross Feinberg,,,,,,,,,,,,,,,0,2
Total,22,17,17,17,16,16,15,15,15,15,15,15,1,20,0,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,3
,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Chris Mallios,Daine Grey Jr,Kai Scott,Ken Powell,Lyris Younge,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Stephanie M Sawyer,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,3
Mia Roberts Perez,2,17,17,17,17,17,17,17,17,17,17,17,0,17,0,3
Tracy B Roman,,2,17,17,17,17,17,17,17,17,17,17,0,17,0,3
Abbe Fletman,,,0,17,17,17,17,17,17,17,17,17,0,17,0,3
Chris Mallios,,,,0,17,17,17,17,17,17,17,17,0,17,0,3
Daine Grey Jr,,,,,0,17,17,17,17,17,17,17,0,17,0,3
Kai Scott,,,,,,0,17,17,17,17,17,17,0,17,0,3
Ken Powell,,,,,,,0,17,17,17,17,17,0,17,0,3
Lyris Younge,,,,,,,,0,17,17,17,17,0,17,0,3
Michael Fanning,,,,,,,,,0,17,17,17,0,17,0,3
Rainy Papademetriou,,,,,,,,,,0,17,17,0,17,0,3
Scott Diclaudio,,,,,,,,,,,0,17,0,17,0,3
Stephanie M Sawyer,,,,,,,,,,,,0,0,17,0,3
Vincent Furlong,,,,,,,,,,,,,0,0,1,3
Ronald R Donatucci,,,,,,,,,,,,,,0,0,3
Ross Feinberg,,,,,,,,,,,,,,,0,3
Total,19,19,17,17,17,17,17,17,17,17,17,17,1,17,1,3
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,4
,Mia Roberts Perez,Tracy B Roman,Kai Scott,Ken Powell,Abbe Fletman,Lyris Younge,Daine Grey Jr,Michael Fanning,Stephanie M Sawyer,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,4
Mia Roberts Perez,7,57,57,57,57,57,54,54,54,54,53,54,0,60,1,4
Tracy B Roman,,1,57,57,58,58,55,55,56,55,54,54,0,56,2,4
Kai Scott,,,1,56,57,57,55,55,55,55,54,54,0,55,2,4
Ken Powell,,,,0,57,57,54,54,54,54,53,53,0,57,2,4
Abbe Fletman,,,,,0,58,55,55,55,55,54,54,0,56,2,4
Lyris Younge,,,,,,0,55,55,55,55,54,54,0,56,2,4
Daine Grey Jr,,,,,,,0,56,55,55,55,54,0,53,3,4
Michael Fanning,,,,,,,,0,55,55,55,54,0,53,3,4
Stephanie M Sawyer,,,,,,,,,0,55,54,54,0,53,2,4
Chris Mallios,,,,,,,,,,0,54,54,0,53,2,4
Scott Diclaudio,,,,,,,,,,,0,53,0,52,3,4
Rainy Papademetriou,,,,,,,,,,,,0,0,53,1,4
Vincent Furlong,,,,,,,,,,,,,1,0,1,4
Ronald R Donatucci,,,,,,,,,,,,,,0,0,4
Ross Feinberg,,,,,,,,,,,,,,,0,4
Total,69,60,59,59,58,58,56,56,56,55,55,54,2,61,4,4
