col_1,col_2,col_3,col_4,division
,District Council 2nd District,Judge Of The Commonwealth Court,,1
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,1
Kenyatta Johnson,8,52,0,1
Michael Wojcik,,4,0,1
Paul Lalley,,,5,1
Total,60,56,5,1
,District Council 2nd District,Judge Of The Commonwealth Court,,2
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,2
Kenyatta Johnson,14,87,0,2
Michael Wojcik,,8,0,2
Paul Lalley,,,0,2
Total,101,95,0,2
,District Council 2nd District,Judge Of The Commonwealth Court,,3
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,3
Kenyatta Johnson,22,132,1,3
Michael Wojcik,,17,0,3
Paul Lalley,,,2,3
Total,155,149,3,3
,Judge Of The Commonwealth Court,,District Council 2nd District,4
,Michael Wojcik,Paul Lalley,Kenyatta Johnson,4
Michael Wojcik,122,0,0,4
Paul Lalley,,2,0,4
Kenyatta Johnson,,,0,4
Total,122,2,0,4
,District Council 2nd District,Judge Of The Commonwealth Court,,5
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,5
Kenyatta Johnson,21,135,1,5
Michael Wojcik,,5,0,5
Paul Lalley,,,2,5
Total,157,140,3,5
,District Council 2nd District,Judge Of The Commonwealth Court,,6
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,6
Kenyatta Johnson,5,58,0,6
Michael Wojcik,,3,0,6
Paul Lalley,,,3,6
Total,63,61,3,6
,District Council 2nd District,Judge Of The Commonwealth Court,,7
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,7
Kenyatta Johnson,21,89,3,7
Michael Wojcik,,13,0,7
Paul Lalley,,,0,7
Total,113,102,3,7
,District Council 2nd District,Judge Of The Commonwealth Court,,8
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,8
Kenyatta Johnson,10,73,0,8
Michael Wojcik,,1,0,8
Paul Lalley,,,0,8
Total,83,74,0,8
,Judge Of The Commonwealth Court,,District Council 2nd District,9
,Michael Wojcik,Paul Lalley,Kenyatta Johnson,9
Michael Wojcik,10,0,88,9
Paul Lalley,,2,0,9
Kenyatta Johnson,,,7,9
Total,98,2,95,9
,District Council 2nd District,Judge Of The Commonwealth Court,,10
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,10
Kenyatta Johnson,5,44,0,10
Michael Wojcik,,4,0,10
Paul Lalley,,,1,10
Total,49,48,1,10
,District Council 2nd District,Judge Of The Commonwealth Court,,11
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,11
Kenyatta Johnson,7,69,1,11
Michael Wojcik,,7,0,11
Paul Lalley,,,3,11
Total,77,76,4,11
,District Council 2nd District,Judge Of The Commonwealth Court,,12
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,12
Kenyatta Johnson,8,46,4,12
Michael Wojcik,,4,0,12
Paul Lalley,,,1,12
Total,58,50,5,12
,District Council 2nd District,Judge Of The Commonwealth Court,,13
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,13
Kenyatta Johnson,8,78,0,13
Michael Wojcik,,5,0,13
Paul Lalley,,,0,13
Total,86,83,0,13
,Judge Of The Commonwealth Court,,District Council 2nd District,14
,Michael Wojcik,Paul Lalley,Kenyatta Johnson,14
Michael Wojcik,82,0,0,14
Paul Lalley,,3,0,14
Kenyatta Johnson,,,0,14
Total,82,3,0,14
,District Council 2nd District,Judge Of The Commonwealth Court,,15
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,15
Kenyatta Johnson,6,44,0,15
Michael Wojcik,,2,0,15
Paul Lalley,,,2,15
Total,50,46,2,15
,District Council 2nd District,Judge Of The Commonwealth Court,,16
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,16
Kenyatta Johnson,9,48,0,16
Michael Wojcik,,7,0,16
Paul Lalley,,,1,16
Total,57,55,1,16
,District Council 2nd District,Judge Of The Commonwealth Court,,17
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,17
Kenyatta Johnson,3,64,0,17
Michael Wojcik,,3,0,17
Paul Lalley,,,3,17
Total,67,67,3,17
,District Council 2nd District,Judge Of The Commonwealth Court,,18
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,18
Kenyatta Johnson,2,40,1,18
Michael Wojcik,,0,0,18
Paul Lalley,,,2,18
Total,43,40,3,18
,District Council 2nd District,Judge Of The Commonwealth Court,,19
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,19
Kenyatta Johnson,1,45,0,19
Michael Wojcik,,1,0,19
Paul Lalley,,,3,19
Total,46,46,3,19
,District Council 2nd District,Judge Of The Commonwealth Court,,20
,Kenyatta Johnson,Michael Wojcik,Paul Lalley,20
Kenyatta Johnson,3,37,0,20
Michael Wojcik,,3,0,20
