col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Council At Large,,,,,,,,,,,,,,Mayor,,,,,1
,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Terry Tracy,David Oh,Allan Domb,William K Greenlee,Helen Gym,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,1
Al Taubenberger,3,78,71,69,60,37,22,20,15,10,4,1,1,0,56,73,2,0,0,1
Dennis M O Brien,,0,59,59,57,19,15,14,10,6,2,1,1,0,37,57,1,0,0,1
Daniel Tinney,,,0,57,50,16,12,9,7,5,2,0,0,0,27,59,0,0,0,1
Terry Tracy,,,,1,52,9,6,8,5,5,0,0,0,0,19,58,0,0,0,1
David Oh,,,,,0,12,9,7,3,5,1,1,1,1,20,51,0,0,0,1
Allan Domb,,,,,,0,42,41,38,31,2,0,0,0,58,11,0,0,0,1
William K Greenlee,,,,,,,1,33,36,34,2,0,0,0,50,10,0,0,0,1
Helen Gym,,,,,,,,0,35,31,2,0,0,0,48,9,0,1,0,1
Derek S Green,,,,,,,,,0,31,0,0,0,0,47,2,0,0,0,1
Blondell Reynolds Brown,,,,,,,,,,1,0,0,0,0,39,2,0,0,0,1
Andrew C Stober,,,,,,,,,,,0,2,2,1,4,2,0,0,0,1
John Staggs,,,,,,,,,,,,0,2,1,2,0,0,0,0,1
Kristin Combs,,,,,,,,,,,,,0,1,2,0,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,1,0,0,0,0,1
Jim Kenney,,,,,,,,,,,,,,,14,0,0,0,0,1
Melissa Murray Bailey,,,,,,,,,,,,,,,,2,0,0,0,1
James Foster,,,,,,,,,,,,,,,,,0,0,0,1
Osborne Hart,,,,,,,,,,,,,,,,,,0,0,1
Boris Kindij,,,,,,,,,,,,,,,,,,,0,1
Total,136,95,87,79,74,69,61,58,49,42,6,2,2,1,125,87,2,1,0,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
