col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Ken Powell,Kai Scott,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,All
Alice Beck Dubow,65,0,"1,240","1,209","1,196","1,173","1,183","1,126",999,"1,009",999,973,973,936,64,All
Emil Giordano,,4,9,9,11,10,11,7,14,6,6,10,11,9,44,All
Ken Powell,,,20,"1,181","1,151","1,141","1,167","1,113","1,002","1,000",994,976,973,946,54,All
Kai Scott,,,,9,"1,175","1,150","1,183","1,127","1,007","1,018","1,005",984,979,948,61,All
Mia Roberts Perez,,,,,14,"1,144","1,161","1,119","1,001","1,001",989,978,976,944,60,All
Tracy B Roman,,,,,,17,"1,130","1,127",985,969,959,965,965,949,57,All
Abbe Fletman,,,,,,,3,"1,116",995,"1,010","1,003",980,971,945,59,All
Lyris Younge,,,,,,,,7,973,968,955,954,954,941,53,All
Stephanie M Sawyer,,,,,,,,,7,996,981,982,985,951,58,All
Rainy Papademetriou,,,,,,,,,,0,996,973,975,946,52,All
Chris Mallios,,,,,,,,,,,2,963,967,944,51,All
Daine Grey Jr,,,,,,,,,,,,1,964,938,54,All
Michael Fanning,,,,,,,,,,,,,2,942,52,All
Scott Diclaudio,,,,,,,,,,,,,,1,47,All
Vincent Furlong,,,,,,,,,,,,,,,4,All
Total,"1,497",58,"1,311","1,276","1,270","1,244","1,239","1,181","1,049","1,038","1,030","1,010","1,005",966,115,All
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Abbe Fletman,Kai Scott,Ken Powell,Mia Roberts Perez,Chris Mallios,Rainy Papademetriou,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,1
Alice Beck Dubow,3,0,65,61,60,54,51,53,47,44,44,43,39,38,6,1
Emil Giordano,,1,1,0,1,1,0,0,1,1,0,1,1,0,7,1
Abbe Fletman,,,0,63,59,53,53,54,47,46,46,44,41,39,4,1
