col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 1st District,Justice Of The Supreme Court,,,,,,,1
,Mark F Squilla,Christine Donohue,Kevin M Dougherty,David Wecht,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,1
Mark F Squilla,1,80,76,68,10,5,7,2,1
Christine Donohue,,1,67,69,8,3,6,0,1
Kevin M Dougherty,,,1,60,1,1,3,0,1
David Wecht,,,,0,5,1,3,1,1
Judy Olson,,,,,0,6,1,5,1
Anne Covey,,,,,,0,0,5,1
Paul P Panepinto,,,,,,,0,1,1
Mike George,,,,,,,,0,1
Total,95,83,79,71,13,8,8,6,1
,Justice Of The Supreme Court,,,,,,,District Council 1st District,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,2
Kevin M Dougherty,4,24,23,1,0,0,0,0,2
Christine Donohue,,1,24,1,0,0,0,0,2
David Wecht,,,2,0,0,0,0,0,2
Judy Olson,,,,0,3,3,0,0,2
Anne Covey,,,,,0,3,0,0,2
Mike George,,,,,,0,0,0,2
Paul P Panepinto,,,,,,,0,0,2
Mark F Squilla,,,,,,,,0,2
Total,28,26,26,4,3,3,0,0,2
,Justice Of The Supreme Court,,,,,,,District Council 1st District,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,3
Kevin M Dougherty,9,54,53,4,3,1,2,62,3
Christine Donohue,,3,56,3,0,0,5,54,3
David Wecht,,,2,1,1,0,2,52,3
Judy Olson,,,,0,7,6,1,6,3
Anne Covey,,,,,0,5,0,4,3
Mike George,,,,,,0,0,2,3
Paul P Panepinto,,,,,,,0,5,3
Mark F Squilla,,,,,,,,1,3
Total,79,65,62,12,8,7,5,75,3
,Justice Of The Supreme Court,,,,,,,District Council 1st District,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,4
Kevin M Dougherty,9,128,123,11,5,5,6,141,4
Christine Donohue,,0,124,8,2,1,4,131,4
David Wecht,,,0,8,0,1,1,125,4
Judy Olson,,,,1,22,22,3,22,4
Anne Covey,,,,,0,20,0,10,4
Mike George,,,,,,0,1,11,4
Paul P Panepinto,,,,,,,0,5,4
Mark F Squilla,,,,,,,,1,4
Total,161,138,130,42,25,25,8,161,4
,Justice Of The Supreme Court,,,,,,,District Council 1st District,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,5
Kevin M Dougherty,10,109,107,0,2,2,0,116,5
Christine Donohue,,2,117,9,2,0,3,112,5
David Wecht,,,4,7,0,0,3,109,5
Judy Olson,,,,1,6,5,0,5,5
Anne Covey,,,,,0,5,0,3,5
Mike George,,,,,,1,0,2,5
Paul P Panepinto,,,,,,,0,2,5
Mark F Squilla,,,,,,,,2,5
Total,136,129,125,15,8,8,3,133,5
,Justice Of The Supreme Court,,,,,,,District Council 1st District,6
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Mark F Squilla,6
Kevin M Dougherty,11,65,67,6,4,3,1,82,6
Christine Donohue,,0,70,7,2,1,2,71,6
David Wecht,,,2,8,3,0,3,68,6
Judy Olson,,,,1,6,9,0,8,6
Mike George,,,,,1,5,0,4,6
Anne Covey,,,,,,0,0,3,6
Paul P Panepinto,,,,,,,0,3,6
Mark F Squilla,,,,,,,,1,6
Total,102,79,79,20,11,9,3,96,6
,District Council 1st District,Justice Of The Supreme Court,,,,,,,7
,Mark F Squilla,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,7
Mark F Squilla,3,142,115,106,20,14,11,8,7
Kevin M Dougherty,,9,111,104,10,6,6,3,7
Christine Donohue,,,0,115,8,4,2,5,7
David Wecht,,,,0,4,0,2,4,7
Judy Olson,,,,,1,22,17,3,7
