col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kenyatta Johnson,Ken Powell,Tracy B Roman,Mia Roberts Perez,Scott Diclaudio,Abbe Fletman,Kai Scott,Vincent Furlong,Michael Fanning,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,All
Kenyatta Johnson,53,124,112,109,94,103,103,40,88,94,87,81,78,77,All
Ken Powell,,3,109,106,84,104,104,26,88,98,82,81,74,77,All
Tracy B Roman,,,5,106,84,99,103,22,80,97,82,77,70,75,All
Mia Roberts Perez,,,,3,76,107,107,20,82,97,86,80,75,80,All
Scott Diclaudio,,,,,8,73,73,26,81,68,81,77,70,73,All
Abbe Fletman,,,,,,2,107,19,80,97,84,81,74,77,All
Kai Scott,,,,,,,1,20,83,99,83,83,75,80,All
Vincent Furlong,,,,,,,,59,27,18,21,22,18,17,All
Michael Fanning,,,,,,,,,1,74,85,84,76,82,All
Lyris Younge,,,,,,,,,,1,74,73,65,70,All
Stephanie M Sawyer,,,,,,,,,,,0,84,77,80,All
Chris Mallios,,,,,,,,,,,,0,76,79,All
Rainy Papademetriou,,,,,,,,,,,,,0,71,All
Daine Grey Jr,,,,,,,,,,,,,,0,All
Total,236,147,138,124,123,118,117,112,106,105,99,93,89,88,All
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,14
,Kenyatta Johnson,Vincent Furlong,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Michael Fanning,Scott Diclaudio,Kai Scott,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,14
Kenyatta Johnson,9,10,27,24,23,23,21,19,22,20,16,16,16,14,14
Vincent Furlong,,27,4,4,4,4,7,4,4,4,4,4,4,2,14
Ken Powell,,,0,22,18,20,16,16,18,18,14,13,13,13,14
Mia Roberts Perez,,,,1,21,21,16,13,21,20,15,15,15,13,14
Tracy B Roman,,,,,0,18,15,13,20,19,13,13,14,10,14
Abbe Fletman,,,,,,1,15,11,21,20,16,15,14,13,14
Michael Fanning,,,,,,,1,14,15,14,15,14,15,13,14
Scott Diclaudio,,,,,,,,3,11,11,12,11,12,10,14
Kai Scott,,,,,,,,,0,20,15,15,15,12,14
Lyris Younge,,,,,,,,,,0,15,14,14,11,14
Stephanie M Sawyer,,,,,,,,,,,0,14,14,12,14
Chris Mallios,,,,,,,,,,,,0,14,12,14
Daine Grey Jr,,,,,,,,,,,,,0,11,14
Rainy Papademetriou,,,,,,,,,,,,,,0,14
Total,55,39,33,26,26,25,25,25,23,21,17,16,16,14,14
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,36
,Kenyatta Johnson,Tracy B Roman,Ken Powell,Scott Diclaudio,Mia Roberts Perez,Michael Fanning,Abbe Fletman,Kai Scott,Lyris Younge,Stephanie M Sawyer,Vincent Furlong,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,36
Kenyatta Johnson,16,38,39,30,35,29,30,30,30,28,13,25,24,25,36
Tracy B Roman,,3,36,30,36,28,32,33,32,28,8,26,25,25,36
Ken Powell,,,1,27,35,33,33,34,32,27,9,29,25,27,36
Scott Diclaudio,,,,5,27,29,25,24,24,28,10,25,24,25,36
Mia Roberts Perez,,,,,0,29,35,35,32,30,7,27,26,27,36
Michael Fanning,,,,,,0,28,28,26,28,11,29,26,28,36
Abbe Fletman,,,,,,,1,33,30,27,6,27,24,25,36
Kai Scott,,,,,,,,0,32,26,7,27,25,26,36
Lyris Younge,,,,,,,,,1,23,8,25,23,23,36
Stephanie M Sawyer,,,,,,,,,,0,4,26,24,26,36
Vincent Furlong,,,,,,,,,,,12,7,7,5,36
Chris Mallios,,,,,,,,,,,,0,25,26,36
Rainy Papademetriou,,,,,,,,,,,,,0,24,36
Daine Grey Jr,,,,,,,,,,,,,,0,36
Total,71,48,46,45,40,38,37,35,35,33,33,31,31,30,36
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,41
,Kenyatta Johnson,Ken Powell,Tracy B Roman,Kai Scott,Mia Roberts Perez,Abbe Fletman,Scott Diclaudio,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Michael Fanning,Daine Grey Jr,Vincent Furlong,41
Kenyatta Johnson,28,58,51,51,50,50,45,44,43,40,40,38,36,17,41
Ken Powell,,2,55,52,49,51,41,48,41,39,36,39,37,13,41
Tracy B Roman,,,2,50,49,49,41,46,41,38,35,37,36,10,41
Kai Scott,,,,1,51,53,38,47,42,41,38,40,39,9,41
Mia Roberts Perez,,,,,2,51,36,45,41,38,36,37,38,9,41
Abbe Fletman,,,,,,0,37,47,41,39,37,37,38,9,41
Scott Diclaudio,,,,,,,0,33,41,41,36,38,36,12,41
Lyris Younge,,,,,,,,0,36,34,31,34,33,6,41
Stephanie M Sawyer,,,,,,,,,0,44,41,42,40,13,41
Chris Mallios,,,,,,,,,,0,39,41,39,11,41
Rainy Papademetriou,,,,,,,,,,,0,37,36,9,41
Michael Fanning,,,,,,,,,,,,0,39,9,41
Daine Grey Jr,,,,,,,,,,,,,0,8,41
Vincent Furlong,,,,,,,,,,,,,,20,41
Total,110,68,64,59,58,56,53,49,49,46,44,43,42,40,41
