col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,All
Kevin M Dougherty,"20,005","144,382","142,635","4,997","2,921","2,447","2,492","143,564","133,178","132,772",All
Christine Donohue,,"1,911","145,813","7,104","1,632","1,437","2,546","129,838","124,627","127,119",All
David Wecht,,,"2,266","5,754","1,076","1,477","2,067","126,333","123,603","125,879",All
Judy Olson,,,,328,"16,489","15,581",912,"22,201","6,661","7,089",All
Anne Covey,,,,,140,"14,288",547,"17,181","3,759","3,650",All
Mike George,,,,,,260,622,"17,017","3,359","3,432",All
Paul P Panepinto,,,,,,,255,"3,594","2,561","2,809",All
Christine Hope,,,,,,,,551,"130,729","129,817",All
Sharon Williams Losier,,,,,,,,,267,"130,591",All
Joffie C Pittman,,,,,,,,,,229,All
Total,"200,177","162,612","159,722","27,590","19,518","19,441","5,559","173,196","145,709","144,222",All
