col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Blondell Reynolds Brown,42,"1,044","1,058","1,020","1,022",34,11,10,7,3,10,7,3,2,"1,072","1,054","1,044","1,033","1,017","1,007",875,868,850,845,849,848,34,All
Derek S Green,,12,"1,037","1,018","1,017",19,10,2,7,5,7,4,5,3,"1,084","1,042","1,029","1,027","1,016","1,003",862,857,843,844,843,837,24,All
William K Greenlee,,,6,"1,017","1,016",26,10,9,5,3,6,1,1,1,"1,038","1,026","1,022","1,020","1,005","1,000",857,850,839,839,842,836,26,All
Allan Domb,,,,9,"1,013",14,7,7,5,4,6,2,0,0,"1,015","1,008","1,008","1,007",990,984,848,841,829,831,832,827,22,All
Helen Gym,,,,,4,21,5,7,2,4,8,5,5,3,"1,024","1,011","1,019","1,008",994,985,855,845,833,832,832,824,23,All
David Oh,,,,,,0,21,23,17,15,0,1,0,0,30,35,29,28,27,25,32,26,25,23,21,19,28,All
Dennis M O Brien,,,,,,,0,17,16,16,0,0,1,0,12,10,12,9,9,9,11,9,7,9,8,9,13,All
Al Taubenberger,,,,,,,,0,15,14,0,1,0,0,11,11,12,10,7,8,11,6,9,8,8,8,18,All
Terry Tracy,,,,,,,,,0,13,0,1,0,0,8,9,8,9,8,5,8,11,7,8,8,7,16,All
Daniel Tinney,,,,,,,,,,0,1,0,1,1,6,4,6,7,5,6,8,5,7,6,5,5,11,All
Andrew C Stober,,,,,,,,,,,2,1,2,4,7,6,11,9,8,8,8,5,7,8,6,6,2,All
Sheila E Armstrong,,,,,,,,,,,,0,3,1,7,3,5,5,3,4,5,3,5,4,4,5,3,All
Kristin Combs,,,,,,,,,,,,,0,1,6,3,5,4,3,5,4,4,4,5,4,3,0,All
John Staggs,,,,,,,,,,,,,,0,3,3,4,5,4,4,4,2,4,4,3,3,1,All
Ken Powell,,,,,,,,,,,,,,,22,"1,058","1,057","1,046","1,038","1,031",875,870,860,859,856,852,31,All
Tracy B Roman,,,,,,,,,,,,,,,,5,"1,049","1,038","1,035","1,020",879,869,861,860,858,853,34,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,5,"1,044","1,029","1,020",883,870,858,862,860,852,32,All
Kai Scott,,,,,,,,,,,,,,,,,,6,"1,032","1,024",877,871,854,858,861,847,31,All
Lyris Younge,,,,,,,,,,,,,,,,,,,2,"1,021",865,864,851,855,856,847,30,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,,1,854,850,843,849,849,840,24,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,0,872,863,861,861,854,31,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,1,854,855,859,845,31,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,0,856,852,847,29,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,1,857,851,30,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,0,849,29,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,223","1,189","1,121","1,091","1,088",63,32,29,27,25,18,9,7,5,"1,216","1,141","1,126","1,118","1,080","1,059",913,901,873,872,872,868,55,All
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Blondell Reynolds Brown,Helen Gym,William K Greenlee,Derek S Green,Allan Domb,Dennis M O Brien,David Oh,Andrew C Stober,John Staggs,Al Taubenberger,Kristin Combs,Terry Tracy,Daniel Tinney,Sheila E Armstrong,Ken Powell,Lyris Younge,Kai Scott,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Scott Diclaudio,Michael Fanning,Rainy Papademetriou,Vincent Furlong,1
Blondell Reynolds Brown,1,58,60,57,56,5,3,2,2,1,0,1,0,1,62,60,59,60,58,59,42,41,41,42,41,41,5,1
Helen Gym,,0,58,59,56,2,0,3,2,0,2,0,0,0,60,59,59,56,58,59,40,40,39,39,39,39,2,1
William K Greenlee,,,0,56,57,4,1,1,1,0,0,1,0,1,60,58,59,57,57,58,39,39,39,39,39,39,3,1
Derek S Green,,,,0,55,1,0,2,2,0,1,0,0,0,58,57,58,56,56,57,39,39,39,39,39,39,2,1
Allan Domb,,,,,0,2,1,0,0,0,0,0,0,0,57,56,56,54,56,56,38,38,38,38,38,38,2,1
Dennis M O Brien,,,,,,0,3,0,0,2,0,1,1,0,3,3,3,3,3,3,2,2,2,2,1,2,1,1
David Oh,,,,,,,0,0,0,2,0,1,1,0,2,2,2,3,2,2,2,2,2,2,1,2,2,1
Andrew C Stober,,,,,,,,0,3,0,2,0,0,1,3,3,3,3,4,4,3,4,2,3,3,3,1,1
