col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Alice Beck Dubow,"4,869",0,"131,762","131,259","126,559","127,236","125,345","13,194","10,431","11,043","8,586","8,215","13,008","9,395","3,936","2,366",All
Emil Giordano,,708,"2,825","2,290","4,329","1,515","2,450","16,837","18,993","17,900","17,995","16,769","1,158",786,860,270,All
Helen Gym,,,"1,368","120,148","118,758","116,341","117,206","7,808","5,318","5,537","4,414","6,406","11,240","7,853","2,655","1,649",All
Derek S Green,,,,"2,097","117,686","118,414","118,258","6,297","4,590","4,947","3,720","4,959","7,145","4,748","1,428",756,All
Allan Domb,,,,,"2,614","113,304","115,578","8,499","8,512","7,123","6,221","6,014","6,870","2,861","1,364",560,All
Blondell Reynolds Brown,,,,,,"3,714","117,779","6,786","3,659","3,315","2,525","2,473","4,889","4,372","1,455",753,All
William K Greenlee,,,,,,,"1,223","7,362","5,742","5,931","3,849","2,815","4,858","4,089","1,283",653,All
David Oh,,,,,,,,970,"18,865","20,213","17,688","16,604","1,513","1,299","1,081",378,All
Al Taubenberger,,,,,,,,,"1,055","21,248","20,723","18,322","1,638",937,784,212,All
Dennis M O Brien,,,,,,,,,,"1,212","20,577","17,309","1,247",832,640,176,All
Daniel Tinney,,,,,,,,,,,"1,531","18,173","1,036",661,563,180,All
Terry Tracy,,,,,,,,,,,,258,"3,703","1,028",731,182,All
Andrew C Stober,,,,,,,,,,,,,221,"5,366","2,357","1,658",All
Kristin Combs,,,,,,,,,,,,,,115,"3,132","2,055",All
Sheila E Armstrong,,,,,,,,,,,,,,,104,"1,399",All
John Staggs,,,,,,,,,,,,,,,,39,All
Total,"174,743","27,026","143,321","142,578","141,541","139,644","135,535","34,334","34,181","33,751","31,440","27,691","16,054","11,170","5,340","2,943",All
