col_1,col_2,col_3,division
,District Council 7th District,District Council 6th District,1
,Maria Quinones Sanchez,Bobby Henon,1
Maria Quinones Sanchez,83,0,1
Bobby Henon,,0,1
Total,83,0,1
,District Council 7th District,District Council 6th District,2
,Maria Quinones Sanchez,Bobby Henon,2
Maria Quinones Sanchez,54,0,2
Bobby Henon,,0,2
Total,54,0,2
,District Council 7th District,District Council 6th District,3
,Maria Quinones Sanchez,Bobby Henon,3
Maria Quinones Sanchez,55,0,3
Bobby Henon,,0,3
Total,55,0,3
,District Council 7th District,District Council 6th District,4
,Maria Quinones Sanchez,Bobby Henon,4
Maria Quinones Sanchez,96,0,4
Bobby Henon,,0,4
Total,96,0,4
,District Council 7th District,District Council 6th District,5
,Maria Quinones Sanchez,Bobby Henon,5
Maria Quinones Sanchez,53,0,5
Bobby Henon,,0,5
Total,53,0,5
,District Council 7th District,District Council 6th District,6
,Maria Quinones Sanchez,Bobby Henon,6
Maria Quinones Sanchez,86,0,6
Bobby Henon,,0,6
Total,86,0,6
,District Council 7th District,District Council 6th District,7
,Maria Quinones Sanchez,Bobby Henon,7
Maria Quinones Sanchez,75,0,7
Bobby Henon,,0,7
Total,75,0,7
,District Council 7th District,District Council 6th District,8
,Maria Quinones Sanchez,Bobby Henon,8
Maria Quinones Sanchez,103,0,8
Bobby Henon,,0,8
Total,103,0,8
,District Council 7th District,District Council 6th District,9
,Maria Quinones Sanchez,Bobby Henon,9
Maria Quinones Sanchez,45,0,9
Bobby Henon,,0,9
Total,45,0,9
,District Council 7th District,District Council 6th District,10
,Maria Quinones Sanchez,Bobby Henon,10
Maria Quinones Sanchez,79,0,10
Bobby Henon,,0,10
Total,79,0,10
,District Council 7th District,District Council 6th District,11
,Maria Quinones Sanchez,Bobby Henon,11
Maria Quinones Sanchez,110,0,11
Bobby Henon,,0,11
Total,110,0,11
,District Council 7th District,District Council 6th District,12
,Maria Quinones Sanchez,Bobby Henon,12
Maria Quinones Sanchez,71,0,12
Bobby Henon,,0,12
Total,71,0,12
,District Council 7th District,District Council 6th District,13
,Maria Quinones Sanchez,Bobby Henon,13
Maria Quinones Sanchez,91,0,13
Bobby Henon,,0,13
Total,91,0,13
,District Council 7th District,District Council 6th District,14
,Maria Quinones Sanchez,Bobby Henon,14
Maria Quinones Sanchez,149,0,14
Bobby Henon,,0,14
Total,149,0,14
,District Council 7th District,District Council 6th District,15
,Maria Quinones Sanchez,Bobby Henon,15
Maria Quinones Sanchez,89,0,15
Bobby Henon,,0,15
Total,89,0,15
,District Council 7th District,District Council 6th District,16
,Maria Quinones Sanchez,Bobby Henon,16
Maria Quinones Sanchez,89,0,16
Bobby Henon,,0,16
Total,89,0,16
,District Council 6th District,District Council 7th District,17
,Bobby Henon,Maria Quinones Sanchez,17
Bobby Henon,102,0,17
Maria Quinones Sanchez,,0,17
Total,102,0,17
,District Council 7th District,District Council 6th District,18
,Maria Quinones Sanchez,Bobby Henon,18
Maria Quinones Sanchez,51,0,18
Bobby Henon,,0,18
Total,51,0,18
,District Council 7th District,District Council 6th District,19
,Maria Quinones Sanchez,Bobby Henon,19
Maria Quinones Sanchez,49,0,19
Bobby Henon,,0,19
Total,49,0,19
,District Council 7th District,District Council 6th District,20
,Maria Quinones Sanchez,Bobby Henon,20
Maria Quinones Sanchez,74,0,20
Bobby Henon,,0,20
Total,74,0,20
,District Council 6th District,District Council 7th District,21
,Bobby Henon,Maria Quinones Sanchez,21
Bobby Henon,58,0,21
Maria Quinones Sanchez,,0,21
Total,58,0,21
,District Council 6th District,District Council 7th District,22
,Bobby Henon,Maria Quinones Sanchez,22
Bobby Henon,73,0,22
Maria Quinones Sanchez,,0,22
Total,73,0,22
,District Council 7th District,District Council 6th District,23
,Maria Quinones Sanchez,Bobby Henon,23
Maria Quinones Sanchez,55,0,23
Bobby Henon,,0,23
Total,55,0,23
,District Council 6th District,District Council 7th District,24
,Bobby Henon,Maria Quinones Sanchez,24
Bobby Henon,66,0,24
Maria Quinones Sanchez,,0,24
Total,66,0,24
,District Council 6th District,District Council 7th District,25
,Bobby Henon,Maria Quinones Sanchez,25
Bobby Henon,64,0,25
Maria Quinones Sanchez,,0,25
Total,64,0,25
,District Council 6th District,District Council 7th District,26
,Bobby Henon,Maria Quinones Sanchez,26
Bobby Henon,78,0,26
Maria Quinones Sanchez,,0,26
Total,78,0,26
,District Council 7th District,District Council 6th District,All
,Maria Quinones Sanchez,Bobby Henon,All
Maria Quinones Sanchez,"1,557",0,All
Bobby Henon,,441,All
Total,"1,557",441,All
