col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 3rd District,1
,Abbe Fletman,Kai Scott,Ken Powell,Mia Roberts Perez,Chris Mallios,Rainy Papademetriou,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,Jannie L Blackwell,1
Abbe Fletman,2,63,59,53,53,54,47,46,46,44,41,39,4,44,1
Kai Scott,,0,57,52,52,53,46,45,45,43,40,38,4,42,1
Ken Powell,,,1,52,51,50,45,45,44,43,40,39,4,43,1
Mia Roberts Perez,,,,1,45,46,47,44,42,43,40,37,3,39,1
Chris Mallios,,,,,1,49,37,43,38,42,38,38,3,35,1
Rainy Papademetriou,,,,,,0,39,44,38,42,39,37,4,37,1
Tracy B Roman,,,,,,,0,39,44,39,37,38,4,37,1
Stephanie M Sawyer,,,,,,,,1,39,43,40,38,4,36,1
Lyris Younge,,,,,,,,,0,37,35,39,4,37,1
Daine Grey Jr,,,,,,,,,,1,39,37,3,33,1
Michael Fanning,,,,,,,,,,,0,35,2,30,1
Scott Diclaudio,,,,,,,,,,,,0,4,31,1
Vincent Furlong,,,,,,,,,,,,,7,5,1
Jannie L Blackwell,,,,,,,,,,,,,,5,1
Total,69,64,63,58,55,54,49,48,47,45,41,39,13,58,1
,District Council 3rd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Jannie L Blackwell,Ken Powell,Kai Scott,Abbe Fletman,Mia Roberts Perez,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,2
Jannie L Blackwell,6,63,58,54,54,55,54,43,41,37,39,39,38,5,2
Ken Powell,,0,61,56,55,59,56,45,43,41,43,42,42,4,2
Kai Scott,,,0,55,55,58,54,45,45,42,43,43,42,4,2
Abbe Fletman,,,,0,57,57,54,43,42,42,42,41,41,5,2
Mia Roberts Perez,,,,,0,57,57,45,42,42,43,42,42,4,2
Tracy B Roman,,,,,,0,56,46,43,40,44,44,43,5,2
Lyris Younge,,,,,,,0,45,42,40,43,42,42,4,2
Stephanie M Sawyer,,,,,,,,0,44,41,45,45,44,5,2
Rainy Papademetriou,,,,,,,,,0,42,43,43,42,4,2
Chris Mallios,,,,,,,,,,0,41,40,40,2,2
