col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,1
Kevin M Dougherty,17,67,68,4,2,2,2,64,67,62,1
Christine Donohue,,1,67,6,2,1,1,51,57,57,1
David Wecht,,,0,3,1,0,1,50,53,54,1
Judy Olson,,,,0,23,21,1,21,8,9,1
Mike George,,,,,0,19,2,19,5,5,1
Anne Covey,,,,,,0,0,18,5,5,1
Paul P Panepinto,,,,,,,0,2,2,1,1
Christine Hope,,,,,,,,0,58,57,1
Sharon Williams Losier,,,,,,,,,0,66,1
Joffie C Pittman,,,,,,,,,,0,1
Total,112,76,72,30,26,23,4,85,75,69,1
,Judge Of The Municipal Court,,,Justice Of The Supreme Court,,,,,,,2
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,2
Christine Hope,1,69,68,84,66,65,33,30,30,9,2
Sharon Williams Losier,,0,69,65,56,52,13,8,9,6,2
Joffie C Pittman,,,0,64,55,53,12,8,9,6,2
Kevin M Dougherty,,,,5,73,69,11,10,8,5,2
Christine Donohue,,,,,2,71,3,2,3,2,2
David Wecht,,,,,,2,3,2,4,2,2
Judy Olson,,,,,,,0,27,25,2,2
Anne Covey,,,,,,,,0,21,3,2
Mike George,,,,,,,,,0,3,2
Paul P Panepinto,,,,,,,,,,0,2
Total,123,79,77,114,85,84,38,35,35,10,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,3
Kevin M Dougherty,17,59,51,5,2,0,1,57,47,46,3
Christine Donohue,,0,55,6,1,1,2,48,45,43,3
David Wecht,,,1,5,2,0,1,45,42,40,3
Judy Olson,,,,2,11,11,0,19,7,6,3
Mike George,,,,,1,9,0,13,3,2,3
Anne Covey,,,,,,0,0,12,2,2,3
Paul P Panepinto,,,,,,,0,1,1,1,3
Christine Hope,,,,,,,,0,47,47,3
Sharon Williams Losier,,,,,,,,,0,47,3
Joffie C Pittman,,,,,,,,,,0,3
Total,94,68,62,22,15,12,2,79,53,51,3
,Judge Of The Municipal Court,,,Justice Of The Supreme Court,,,,,,,4
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,4
Christine Hope,0,47,47,47,46,40,27,26,20,1,4
Sharon Williams Losier,,0,45,42,37,36,8,5,4,1,4
Joffie C Pittman,,,0,40,35,34,8,7,5,1,4
Kevin M Dougherty,,,,6,47,42,4,3,1,0,4
Christine Donohue,,,,,2,43,3,2,0,0,4
David Wecht,,,,,,0,3,0,1,0,4
Judy Olson,,,,,,,0,21,20,1,4
Mike George,,,,,,,,0,18,1,4
Anne Covey,,,,,,,,,0,0,4
Paul P Panepinto,,,,,,,,,,1,4
Total,82,50,49,67,57,48,28,26,20,2,4
,Judge Of The Municipal Court,,,Justice Of The Supreme Court,,,,,,,5
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,5
Christine Hope,2,101,102,117,103,94,63,58,52,4,5
Sharon Williams Losier,,0,97,96,89,84,12,6,7,3,5
Joffie C Pittman,,,0,93,88,85,14,6,7,3,5
Kevin M Dougherty,,,,19,106,105,7,3,5,3,5
Christine Donohue,,,,,2,110,15,4,4,1,5
David Wecht,,,,,,1,9,2,0,0,5
Judy Olson,,,,,,,1,49,49,1,5
Mike George,,,,,,,,1,45,2,5
Anne Covey,,,,,,,,,0,1,5
Paul P Panepinto,,,,,,,,,,0,5
Total,190,108,106,163,129,121,70,60,53,4,5
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,6
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,6
Kevin M Dougherty,10,75,69,3,1,0,1,82,76,72,6
Christine Donohue,,0,72,2,1,1,0,74,64,66,6
David Wecht,,,2,1,2,1,0,70,64,64,6
Judy Olson,,,,0,17,15,0,19,2,2,6
Anne Covey,,,,,0,14,0,17,1,1,6
Mike George,,,,,,0,0,18,0,0,6
Paul P Panepinto,,,,,,,0,0,0,0,6
Christine Hope,,,,,,,,0,69,69,6
Sharon Williams Losier,,,,,,,,,0,71,6
Joffie C Pittman,,,,,,,,,,0,6
Total,110,83,81,20,18,18,1,108,80,78,6
,Judge Of The Municipal Court,,,Justice Of The Supreme Court,,,,,,,7
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,7
Christine Hope,0,95,97,109,93,90,35,31,29,0,7
Sharon Williams Losier,,0,96,96,90,88,9,4,7,0,7
Joffie C Pittman,,,0,94,88,83,10,4,7,0,7
Kevin M Dougherty,,,,14,101,98,9,2,4,0,7
Christine Donohue,,,,,1,95,5,0,2,0,7
David Wecht,,,,,,0,2,2,1,0,7
Judy Olson,,,,,,,2,30,30,1,7
Mike George,,,,,,,,1,27,1,7
Anne Covey,,,,,,,,,0,0,7
Paul P Panepinto,,,,,,,,,,0,7
Total,148,106,102,145,110,105,43,36,32,1,7
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,8
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,8
Kevin M Dougherty,7,88,82,2,1,2,0,90,82,84,8
Christine Donohue,,0,83,2,2,0,2,81,79,78,8
David Wecht,,,1,0,1,0,1,74,75,74,8
Judy Olson,,,,0,11,12,1,14,3,2,8
Mike George,,,,,1,11,0,13,3,2,8
Anne Covey,,,,,,0,0,11,1,0,8
Paul P Panepinto,,,,,,,0,2,1,1,8
Christine Hope,,,,,,,,0,82,80,8
Sharon Williams Losier,,,,,,,,,0,82,8
Joffie C Pittman,,,,,,,,,,0,8
Total,117,95,88,15,15,13,2,108,88,87,8
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,9
Kevin M Dougherty,13,107,102,5,2,1,1,108,111,101,9
Christine Donohue,,1,108,3,1,0,3,103,105,100,9
David Wecht,,,2,1,0,1,2,96,102,96,9
Judy Olson,,,,0,10,9,0,11,3,3,9
Anne Covey,,,,,0,9,0,9,0,0,9
Mike George,,,,,,0,0,8,1,1,9
Paul P Panepinto,,,,,,,0,2,2,2,9
Christine Hope,,,,,,,,0,104,103,9
Sharon Williams Losier,,,,,,,,,0,104,9
Joffie C Pittman,,,,,,,,,,0,9
Total,142,118,114,16,12,11,3,123,119,108,9
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,10
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Christine Hope,Sharon Williams Losier,Joffie C Pittman,10
Kevin M Dougherty,14,79,77,6,1,0,2,89,83,75,10
Christine Donohue,,0,73,3,1,1,2,76,74,71,10
David Wecht,,,1,5,1,1,0,73,71,70,10
Judy Olson,,,,0,8,8,0,10,4,4,10
Anne Covey,,,,,0,9,0,10,2,2,10
Mike George,,,,,,0,0,8,1,1,10
Paul P Panepinto,,,,,,,0,2,2,2,10
Christine Hope,,,,,,,,0,77,73,10
Sharon Williams Losier,,,,,,,,,0,74,10
Joffie C Pittman,,,,,,,,,,0,10
Total,119,86,82,16,11,10,2,101,87,77,10
,Justice Of The Supreme Court,,,,,,,Judge Of The Municipal Court,,,11
