col_1,col_2,col_3,col_4,division
,District Council 3rd District,Judge Of The Commonwealth Court,,1
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,1
Jannie L Blackwell,16,92,0,1
Michael Wojcik,,7,0,1
Paul Lalley,,,1,1
Total,108,99,1,1
,District Council 3rd District,Judge Of The Commonwealth Court,,2
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,2
Jannie L Blackwell,12,80,1,2
Michael Wojcik,,8,0,2
Paul Lalley,,,2,2
Total,93,88,3,2
,District Council 3rd District,Judge Of The Commonwealth Court,,3
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,3
Jannie L Blackwell,12,85,2,3
Michael Wojcik,,5,0,3
Paul Lalley,,,0,3
Total,99,90,2,3
,District Council 3rd District,Judge Of The Commonwealth Court,,4
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,4
Jannie L Blackwell,10,97,2,4
Michael Wojcik,,3,0,4
Paul Lalley,,,1,4
Total,109,100,3,4
,District Council 3rd District,Judge Of The Commonwealth Court,,5
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,5
Jannie L Blackwell,12,105,2,5
Michael Wojcik,,8,0,5
Paul Lalley,,,1,5
Total,119,113,3,5
,Judge Of The Commonwealth Court,,District Council 3rd District,6
,Michael Wojcik,Paul Lalley,Jannie L Blackwell,6
Michael Wojcik,26,0,131,6
Paul Lalley,,1,2,6
Jannie L Blackwell,,,10,6
Total,157,3,143,6
,District Council 3rd District,Judge Of The Commonwealth Court,,7
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,7
Jannie L Blackwell,17,71,0,7
Michael Wojcik,,4,0,7
Paul Lalley,,,1,7
Total,88,75,1,7
,District Council 3rd District,Judge Of The Commonwealth Court,,8
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,8
Jannie L Blackwell,15,84,0,8
Michael Wojcik,,2,0,8
Paul Lalley,,,0,8
Total,99,86,0,8
,District Council 3rd District,Judge Of The Commonwealth Court,,9
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,9
Jannie L Blackwell,11,80,0,9
Michael Wojcik,,4,0,9
Paul Lalley,,,1,9
Total,91,84,1,9
,District Council 3rd District,Judge Of The Commonwealth Court,,10
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,10
Jannie L Blackwell,8,61,3,10
Michael Wojcik,,7,0,10
Paul Lalley,,,7,10
Total,72,68,10,10
,District Council 3rd District,Judge Of The Commonwealth Court,,11
,Jannie L Blackwell,Michael Wojcik,Paul Lalley,11
