col_1,col_2,col_3,col_4,division
,District Council 2nd District,Judge Of The Superior Court,,1
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,1
Kenyatta Johnson,9,51,0,1
Alice Beck Dubow,,5,0,1
Emil Giordano,,,6,1
Total,60,56,6,1
,District Council 2nd District,Judge Of The Superior Court,,2
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,2
Kenyatta Johnson,14,87,0,2
Alice Beck Dubow,,7,0,2
Emil Giordano,,,0,2
Total,101,94,0,2
,District Council 2nd District,Judge Of The Superior Court,,3
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,3
Kenyatta Johnson,16,138,1,3
Alice Beck Dubow,,14,0,3
Emil Giordano,,,1,3
Total,155,152,2,3
,Judge Of The Superior Court,,District Council 2nd District,4
,Alice Beck Dubow,Emil Giordano,Kenyatta Johnson,4
Alice Beck Dubow,117,0,0,4
Emil Giordano,,2,0,4
Kenyatta Johnson,,,0,4
Total,117,2,0,4
,District Council 2nd District,Judge Of The Superior Court,,5
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,5
Kenyatta Johnson,20,136,1,5
Alice Beck Dubow,,6,0,5
Emil Giordano,,,2,5
Total,157,142,3,5
,District Council 2nd District,Judge Of The Superior Court,,6
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,6
Kenyatta Johnson,5,57,1,6
Alice Beck Dubow,,1,0,6
Emil Giordano,,,3,6
Total,63,58,4,6
,District Council 2nd District,Judge Of The Superior Court,,7
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,7
Kenyatta Johnson,15,96,2,7
Alice Beck Dubow,,11,0,7
Emil Giordano,,,0,7
Total,113,107,2,7
,District Council 2nd District,Judge Of The Superior Court,,8
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,8
Kenyatta Johnson,9,74,0,8
Alice Beck Dubow,,0,0,8
Emil Giordano,,,1,8
Total,83,74,1,8
,Judge Of The Superior Court,,District Council 2nd District,9
,Alice Beck Dubow,Emil Giordano,Kenyatta Johnson,9
Alice Beck Dubow,12,0,83,9
Emil Giordano,,0,2,9
Kenyatta Johnson,,,10,9
Total,95,2,95,9
,District Council 2nd District,Judge Of The Superior Court,,10
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,10
Kenyatta Johnson,4,44,1,10
Alice Beck Dubow,,2,0,10
Emil Giordano,,,1,10
Total,49,46,2,10
,Judge Of The Superior Court,,District Council 2nd District,11
,Alice Beck Dubow,Emil Giordano,Kenyatta Johnson,11
Alice Beck Dubow,7,0,71,11
Emil Giordano,,3,1,11
Kenyatta Johnson,,,5,11
Total,78,4,77,11
,District Council 2nd District,Judge Of The Superior Court,,12
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,12
Kenyatta Johnson,7,47,4,12
Alice Beck Dubow,,6,0,12
Emil Giordano,,,2,12
Total,58,53,6,12
,District Council 2nd District,Judge Of The Superior Court,,13
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,13
Kenyatta Johnson,8,77,1,13
Alice Beck Dubow,,5,0,13
Emil Giordano,,,0,13
Total,86,82,1,13
,Judge Of The Superior Court,,District Council 2nd District,14
,Alice Beck Dubow,Emil Giordano,Kenyatta Johnson,14
Alice Beck Dubow,83,0,0,14
Emil Giordano,,4,0,14
Kenyatta Johnson,,,0,14
Total,83,4,0,14
,District Council 2nd District,Judge Of The Superior Court,,15
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,15
Kenyatta Johnson,11,39,0,15
Alice Beck Dubow,,2,0,15
Emil Giordano,,,1,15
Total,50,41,1,15
,District Council 2nd District,Judge Of The Superior Court,,16
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,16
Kenyatta Johnson,7,49,1,16
Alice Beck Dubow,,6,0,16
Emil Giordano,,,0,16
Total,57,55,1,16
,District Council 2nd District,Judge Of The Superior Court,,17
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,17
Kenyatta Johnson,4,61,2,17
Alice Beck Dubow,,3,0,17
Emil Giordano,,,2,17
Total,67,64,4,17
,District Council 2nd District,Judge Of The Superior Court,,18
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,18
Kenyatta Johnson,3,39,1,18
Alice Beck Dubow,,0,0,18
Emil Giordano,,,2,18
Total,43,39,3,18
,District Council 2nd District,Judge Of The Superior Court,,19
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,19
Kenyatta Johnson,3,43,0,19
Alice Beck Dubow,,1,0,19
Emil Giordano,,,4,19
Total,46,44,4,19
,District Council 2nd District,Judge Of The Superior Court,,20
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,20
Kenyatta Johnson,3,37,0,20
Alice Beck Dubow,,1,0,20
Emil Giordano,,,4,20
Total,40,38,4,20
,District Council 2nd District,Judge Of The Superior Court,,21
,Kenyatta Johnson,Alice Beck Dubow,Emil Giordano,21
Kenyatta Johnson,6,35,2,21
Alice Beck Dubow,,1,0,21
Emil Giordano,,,0,21
Total,43,36,2,21
,Judge Of The Superior Court,,District Council 2nd District,22
,Alice Beck Dubow,Emil Giordano,Kenyatta Johnson,22
Alice Beck Dubow,5,0,65,22
Emil Giordano,,1,3,22
Kenyatta Johnson,,,1,22
