col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Council At Large,,,,,,,,,,,,,,City Commissioners,,,1
,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Kristin Combs,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Sheila E Armstrong,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Blondell Reynolds Brown,5,80,79,79,81,3,1,2,2,0,0,1,0,0,87,83,3,1
Derek S Green,,0,77,79,77,3,3,2,1,0,1,0,0,0,82,80,2,1
Allan Domb,,,1,75,75,2,1,0,0,1,1,0,0,0,80,79,1,1
Helen Gym,,,,0,78,1,3,1,1,0,1,0,0,0,75,79,2,1
William K Greenlee,,,,,0,2,1,2,1,0,0,1,0,0,77,79,2,1
David Oh,,,,,,0,1,2,2,2,1,1,0,0,2,3,3,1
Kristin Combs,,,,,,,0,0,0,1,2,0,0,0,0,0,1,1
Dennis M O Brien,,,,,,,,0,1,1,0,1,0,0,1,2,2,1
Terry Tracy,,,,,,,,,0,1,0,2,0,0,1,1,3,1
Al Taubenberger,,,,,,,,,,0,1,1,0,0,0,0,2,1
Andrew C Stober,,,,,,,,,,,0,0,0,0,0,0,1,1
Daniel Tinney,,,,,,,,,,,,0,0,0,1,0,2,1
John Staggs,,,,,,,,,,,,,0,0,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,0,0,0,1
Anthony Clark,,,,,,,,,,,,,,,1,79,1,1
Lisa M Deeley,,,,,,,,,,,,,,,,1,2,1
Al Schmidt,,,,,,,,,,,,,,,,,0,1
Total,99,89,85,82,81,5,4,3,3,2,2,2,0,0,96,87,5,1
,City Commissioners,,,Council At Large,,,,,,,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,Helen Gym,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Kristin Combs,Terry Tracy,Andrew C Stober,John Staggs,Sheila E Armstrong,2
Anthony Clark,2,67,2,68,70,68,63,60,3,1,2,0,3,2,2,0,0,2
Lisa M Deeley,,0,5,68,69,65,66,62,4,1,2,2,4,3,3,0,0,2
Al Schmidt,,,0,6,1,3,6,2,8,4,6,4,1,3,2,0,0,2
Helen Gym,,,,2,66,65,63,59,6,1,2,0,4,2,4,0,0,2
Derek S Green,,,,,2,65,63,62,1,0,0,0,2,2,2,0,0,2
Blondell Reynolds Brown,,,,,,2,62,59,3,0,1,0,1,2,2,0,0,2
Allan Domb,,,,,,,0,60,5,3,4,2,1,2,1,0,0,2
William K Greenlee,,,,,,,,0,2,0,1,1,1,0,0,0,0,2
David Oh,,,,,,,,,0,3,5,3,1,2,2,0,0,2
Daniel Tinney,,,,,,,,,,1,4,3,0,3,0,0,0,2
Dennis M O Brien,,,,,,,,,,,0,4,0,3,0,0,0,2
Al Taubenberger,,,,,,,,,,,,1,0,3,0,0,0,2
Kristin Combs,,,,,,,,,,,,,0,0,2,0,0,2
Terry Tracy,,,,,,,,,,,,,,0,1,0,0,2
Andrew C Stober,,,,,,,,,,,,,,,0,0,0,2
John Staggs,,,,,,,,,,,,,,,,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,0,2
Total,82,76,10,77,76,74,71,63,10,6,6,5,5,5,4,0,0,2
,City Commissioners,,,Council At Large,,,,,,,,,,,,,,3
,Anthony Clark,Lisa M Deeley,Al Schmidt,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Helen Gym,Allan Domb,David Oh,Terry Tracy,Daniel Tinney,Al Taubenberger,Andrew C Stober,Dennis M O Brien,John Staggs,Kristin Combs,Sheila E Armstrong,3
Anthony Clark,2,73,1,82,79,78,76,71,6,2,1,0,0,0,0,0,0,3
Lisa M Deeley,,1,1,72,70,74,73,69,6,1,1,0,0,0,0,0,0,3
Al Schmidt,,,0,0,1,0,1,2,2,2,2,0,0,0,0,0,0,3
Derek S Green,,,,2,74,73,75,69,5,1,0,0,0,0,0,0,0,3
William K Greenlee,,,,,0,73,75,70,5,1,1,0,0,0,0,0,0,3
Blondell Reynolds Brown,,,,,,1,74,68,5,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,,1,71,6,1,1,0,0,0,0,0,0,3
Allan Domb,,,,,,,,5,3,2,2,0,0,0,0,0,0,3
David Oh,,,,,,,,,1,2,2,0,0,0,0,0,0,3
Terry Tracy,,,,,,,,,,0,2,0,0,0,0,0,0,3
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,0,0,0,0,0,0,3
Andrew C Stober,,,,,,,,,,,,,0,0,0,0,0,3
Dennis M O Brien,,,,,,,,,,,,,,0,0,0,0,3
John Staggs,,,,,,,,,,,,,,,0,0,0,3
Kristin Combs,,,,,,,,,,,,,,,,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,,0,3
Total,92,77,2,85,81,80,80,78,8,3,2,0,0,0,0,0,0,3
,City Commissioners,,,Council At Large,,,,,,,,,,,,,,4
,Anthony Clark,Lisa M Deeley,Al Schmidt,Blondell Reynolds Brown,Allan Domb,Derek S Green,William K Greenlee,Helen Gym,David Oh,Daniel Tinney,Sheila E Armstrong,Al Taubenberger,Dennis M O Brien,Andrew C Stober,John Staggs,Kristin Combs,Terry Tracy,4
Anthony Clark,1,88,0,89,89,89,88,84,3,1,2,1,0,0,0,0,0,4
Lisa M Deeley,,0,3,91,93,90,89,87,6,3,1,2,2,0,0,0,0,4
Al Schmidt,,,0,1,3,2,1,1,2,3,0,1,2,0,0,0,0,4
Blondell Reynolds Brown,,,,3,91,88,90,87,4,1,2,1,0,0,0,0,0,4
Allan Domb,,,,,0,89,88,88,5,2,1,2,2,0,0,0,0,4
Derek S Green,,,,,,0,86,86,3,3,1,1,2,0,0,0,0,4
William K Greenlee,,,,,,,1,86,4,1,1,1,0,0,0,0,0,4
Helen Gym,,,,,,,,0,1,0,1,0,0,0,0,0,0,4
David Oh,,,,,,,,,1,2,0,1,1,0,0,0,0,4
Daniel Tinney,,,,,,,,,,0,0,1,2,0,0,0,0,4
Sheila E Armstrong,,,,,,,,,,,0,0,0,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,0,1,0,0,0,0,4
Dennis M O Brien,,,,,,,,,,,,,0,0,0,0,0,4
Andrew C Stober,,,,,,,,,,,,,,0,0,0,0,4
John Staggs,,,,,,,,,,,,,,,0,0,0,4
Kristin Combs,,,,,,,,,,,,,,,,0,0,4
Terry Tracy,,,,,,,,,,,,,,,,,0,4
Total,98,96,4,98,97,95,95,89,7,4,3,2,2,0,0,0,0,4
,City Commissioners,,,Council At Large,,,,,,,,,,,,,,5
,Anthony Clark,Lisa M Deeley,Al Schmidt,Blondell Reynolds Brown,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,Sheila E Armstrong,Daniel Tinney,John Staggs,David Oh,Al Taubenberger,Dennis M O Brien,Terry Tracy,5
Anthony Clark,1,84,1,89,84,86,80,78,11,4,7,3,5,2,2,2,2,5
