col_1,col_2,col_3,col_4,division
,Register Of Wills,,District Council 2nd District,All
,Ronald R Donatucci,Ross Feinberg,Kenyatta Johnson,All
Ronald R Donatucci,105,0,188,All
Ross Feinberg,,60,17,All
Kenyatta Johnson,,,31,All
Total,293,77,236,All
,Register Of Wills,,District Council 2nd District,14
,Ronald R Donatucci,Ross Feinberg,Kenyatta Johnson,14
Ronald R Donatucci,19,0,48,14
Ross Feinberg,,31,5,14
Kenyatta Johnson,,,2,14
Total,67,36,55,14
,Register Of Wills,,District Council 2nd District,36
,Ronald R Donatucci,Ross Feinberg,Kenyatta Johnson,36
Ronald R Donatucci,51,0,63,36
Ross Feinberg,,14,6,36
Kenyatta Johnson,,,2,36
Total,114,20,71,36
,Register Of Wills,,District Council 2nd District,41
,Ronald R Donatucci,Ross Feinberg,Kenyatta Johnson,41
Ronald R Donatucci,35,0,77,41
Ross Feinberg,,15,6,41
Kenyatta Johnson,,,27,41
Total,112,21,110,41
