col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Ronald R Donatucci,Ross Feinberg,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Tracy B Roman,Chris Mallios,Stephanie M Sawyer,Rainy Papademetriou,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,1
Ronald R Donatucci,3,0,105,103,99,98,94,93,82,82,79,78,75,74,5,1
Ross Feinberg,,1,4,5,5,5,3,3,5,4,4,4,3,3,2,1
Ken Powell,,,1,109,103,104,98,96,86,85,85,81,78,77,8,1
Mia Roberts Perez,,,,0,103,104,98,97,86,85,86,82,79,76,8,1
Kai Scott,,,,,1,103,95,91,88,83,82,79,76,74,7,1
Abbe Fletman,,,,,,0,95,90,86,82,83,79,76,73,6,1
Lyris Younge,,,,,,,1,94,79,79,77,77,73,75,8,1
Tracy B Roman,,,,,,,,1,76,76,75,75,70,76,8,1
Chris Mallios,,,,,,,,,0,83,83,81,78,76,8,1
Stephanie M Sawyer,,,,,,,,,,0,82,80,77,76,6,1
Rainy Papademetriou,,,,,,,,,,,0,80,76,74,7,1
Daine Grey Jr,,,,,,,,,,,,0,76,74,7,1
Michael Fanning,,,,,,,,,,,,,0,71,4,1
Scott Diclaudio,,,,,,,,,,,,,,0,7,1
Vincent Furlong,,,,,,,,,,,,,,,0,1
Total,119,7,115,114,110,107,101,101,90,87,86,83,79,77,8,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Register Of Wills,,2
,Ken Powell,Kai Scott,Tracy B Roman,Lyris Younge,Mia Roberts Perez,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Michael Fanning,Scott Diclaudio,Vincent Furlong,Ronald R Donatucci,Ross Feinberg,2
Ken Powell,3,90,88,89,86,87,81,82,80,81,79,79,1,89,1,2
Kai Scott,,1,87,88,87,87,82,81,81,81,79,79,2,91,2,2
Tracy B Roman,,,4,86,86,84,82,81,81,80,78,79,2,87,2,2
Lyris Younge,,,,1,86,85,82,82,80,81,79,79,1,88,1,2
Mia Roberts Perez,,,,,1,84,80,80,80,80,78,79,1,88,1,2
Abbe Fletman,,,,,,0,79,80,79,80,78,78,1,85,1,2
Stephanie M Sawyer,,,,,,,0,81,81,80,78,79,2,81,2,2
Daine Grey Jr,,,,,,,,0,80,80,79,79,1,80,1,2
Chris Mallios,,,,,,,,,0,80,78,79,2,79,2,2
Rainy Papademetriou,,,,,,,,,,0,78,79,1,80,1,2
Michael Fanning,,,,,,,,,,,0,77,0,78,0,2
Scott Diclaudio,,,,,,,,,,,,0,1,78,1,2
Vincent Furlong,,,,,,,,,,,,,0,0,2,2
Ronald R Donatucci,,,,,,,,,,,,,,1,0,2
Ross Feinberg,,,,,,,,,,,,,,,0,2
