col_1,col_2,col_3,col_4,col_5,division
,District Council 1st District,City Commissioners,,,1
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,1
Mark F Squilla,9,77,69,11,1
Lisa M Deeley,,0,64,5,1
Anthony Clark,,,1,2,1
Al Schmidt,,,,5,1
Total,95,77,70,16,1
,City Commissioners,,,District Council 1st District,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,Mark F Squilla,2
Anthony Clark,2,20,2,0,2
Lisa M Deeley,,4,0,0,2
Al Schmidt,,,5,0,2
Mark F Squilla,,,,0,2
Total,24,24,7,0,2
,District Council 1st District,City Commissioners,,,3
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,3
Mark F Squilla,8,55,51,13,3
Lisa M Deeley,,2,43,11,3
Anthony Clark,,,1,2,3
Al Schmidt,,,,6,3
Total,75,61,53,22,3
,District Council 1st District,City Commissioners,,,4
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,4
Mark F Squilla,13,128,119,28,4
Lisa M Deeley,,0,107,16,4
Anthony Clark,,,1,6,4
Al Schmidt,,,,16,4
Total,161,130,121,45,4
,District Council 1st District,City Commissioners,,,5
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,5
Mark F Squilla,15,104,104,9,5
Lisa M Deeley,,6,94,5,5
Anthony Clark,,,1,5,5
Al Schmidt,,,,9,5
Total,133,114,108,21,5
,District Council 1st District,City Commissioners,,,6
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,6
Mark F Squilla,16,66,62,8,6
Lisa M Deeley,,4,51,3,6
Anthony Clark,,,1,5,6
Al Schmidt,,,,12,6
Total,96,72,65,22,6
,District Council 1st District,City Commissioners,,,7
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,7
Mark F Squilla,13,147,109,32,7
Lisa M Deeley,,2,104,28,7
Anthony Clark,,,0,2,7
Al Schmidt,,,,13,7
Total,174,156,112,49,7
,District Council 1st District,City Commissioners,,,8
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Mark F Squilla,10,66,65,10,8
Anthony Clark,,1,56,1,8
Lisa M Deeley,,,2,4,8
Al Schmidt,,,,9,8
Total,91,68,68,19,8
,City Commissioners,,,District Council 1st District,9
,Lisa M Deeley,Anthony Clark,Al Schmidt,Mark F Squilla,9
Lisa M Deeley,9,46,3,0,9
Anthony Clark,,7,0,0,9
Al Schmidt,,,6,0,9
Mark F Squilla,,,,0,9
Total,58,53,9,0,9
,District Council 1st District,City Commissioners,,,10
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,10
Mark F Squilla,2,37,34,10,10
Lisa M Deeley,,3,29,7,10
Anthony Clark,,,0,2,10
Al Schmidt,,,,5,10
Total,50,45,37,17,10
,District Council 1st District,City Commissioners,,,11
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Mark F Squilla,7,85,87,16,11
Anthony Clark,,5,72,3,11
Lisa M Deeley,,,1,8,11
Al Schmidt,,,,3,11
Total,117,93,93,21,11
,District Council 1st District,City Commissioners,,,12
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Al Schmidt,12
Mark F Squilla,8,45,44,9,12
Lisa M Deeley,,1,43,4,12
Anthony Clark,,,2,3,12
