col_1,col_2,col_3,col_4,division
,District Council 4th District,Register Of Wills,,All
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,All
Curtis J Jones Jr,382,"2,482",43,All
Ronald R Donatucci,,145,0,All
Ross Feinberg,,,26,All
Total,"2,907","2,627",69,All
,District Council 4th District,Register Of Wills,,1
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,1
Curtis J Jones Jr,12,114,1,1
Ronald R Donatucci,,6,0,1
Ross Feinberg,,,2,1
Total,127,120,3,1
,District Council 4th District,Register Of Wills,,2
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,2
Curtis J Jones Jr,19,133,3,2
Ronald R Donatucci,,9,0,2
Ross Feinberg,,,0,2
Total,155,142,3,2
,District Council 4th District,Register Of Wills,,3
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,3
Curtis J Jones Jr,24,125,2,3
Ronald R Donatucci,,5,0,3
Ross Feinberg,,,3,3
Total,151,130,5,3
,District Council 4th District,Register Of Wills,,4
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,4
Curtis J Jones Jr,19,82,1,4
Ronald R Donatucci,,5,0,4
Ross Feinberg,,,0,4
Total,102,87,1,4
,District Council 4th District,Register Of Wills,,5
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,5
Curtis J Jones Jr,21,111,0,5
Ronald R Donatucci,,6,0,5
Ross Feinberg,,,2,5
Total,132,117,2,5
,District Council 4th District,Register Of Wills,,6
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,6
Curtis J Jones Jr,17,102,3,6
Ronald R Donatucci,,8,0,6
Ross Feinberg,,,1,6
Total,122,110,4,6
,District Council 4th District,Register Of Wills,,7
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,7
Curtis J Jones Jr,17,154,2,7
Ronald R Donatucci,,9,0,7
Ross Feinberg,,,2,7
Total,173,163,4,7
,District Council 4th District,Register Of Wills,,8
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,8
Curtis J Jones Jr,26,140,4,8
Ronald R Donatucci,,6,0,8
Ross Feinberg,,,0,8
Total,170,146,4,8
,District Council 4th District,Register Of Wills,,9
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,9
Curtis J Jones Jr,18,138,0,9
Ronald R Donatucci,,9,0,9
Ross Feinberg,,,1,9
Total,156,147,1,9
,District Council 4th District,Register Of Wills,,10
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,10
Curtis J Jones Jr,17,117,3,10
Ronald R Donatucci,,7,0,10
Ross Feinberg,,,0,10
Total,137,124,3,10
,District Council 4th District,Register Of Wills,,11
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,11
Curtis J Jones Jr,14,99,2,11
Ronald R Donatucci,,5,0,11
Ross Feinberg,,,1,11
Total,115,104,3,11
,District Council 4th District,Register Of Wills,,12
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,12
Curtis J Jones Jr,14,93,1,12
Ronald R Donatucci,,5,0,12
Ross Feinberg,,,0,12
Total,108,98,1,12
,District Council 4th District,Register Of Wills,,13
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,13
Curtis J Jones Jr,20,132,2,13
Ronald R Donatucci,,11,0,13
Ross Feinberg,,,3,13
Total,154,143,5,13
,District Council 4th District,Register Of Wills,,14
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,14
Curtis J Jones Jr,16,97,6,14
Ronald R Donatucci,,9,0,14
Ross Feinberg,,,0,14
Total,119,106,6,14
,District Council 4th District,Register Of Wills,,15
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,15
Curtis J Jones Jr,21,114,2,15
Ronald R Donatucci,,10,0,15
Ross Feinberg,,,3,15
Total,137,124,5,15
,District Council 4th District,Register Of Wills,,16
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,16
Curtis J Jones Jr,26,112,2,16
Ronald R Donatucci,,4,0,16
Ross Feinberg,,,1,16
Total,140,116,3,16
,District Council 4th District,Register Of Wills,,17
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,17
Curtis J Jones Jr,15,131,0,17
Ronald R Donatucci,,7,0,17
Ross Feinberg,,,0,17
Total,146,138,0,17
,District Council 4th District,Register Of Wills,,18
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,18
Curtis J Jones Jr,23,114,2,18
Ronald R Donatucci,,9,0,18
Ross Feinberg,,,2,18
Total,139,123,4,18
,Register Of Wills,,District Council 4th District,19
,Ronald R Donatucci,Ross Feinberg,Curtis J Jones Jr,19
Ronald R Donatucci,5,0,84,19
Ross Feinberg,,1,0,19
Curtis J Jones Jr,,,4,19
Total,89,1,88,19
,District Council 4th District,Register Of Wills,,20
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,20
Curtis J Jones Jr,14,118,1,20
Ronald R Donatucci,,3,0,20
Ross Feinberg,,,3,20
Total,133,121,4,20
,District Council 4th District,Register Of Wills,,21
,Curtis J Jones Jr,Ronald R Donatucci,Ross Feinberg,21
Curtis J Jones Jr,25,172,6,21
Ronald R Donatucci,,7,0,21
Ross Feinberg,,,1,21
Total,203,179,7,21
