col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor,,,,,1
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,1
Jim Kenney,83,0,0,0,0,1
Melissa Murray Bailey,,39,0,0,0,1
Boris Kindij,,,0,0,0,1
James Foster,,,,0,0,1
Osborne Hart,,,,,0,1
Total,83,39,0,0,0,1
,Mayor,,,,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,2
Jim Kenney,69,0,0,0,0,2
Melissa Murray Bailey,,41,0,0,0,2
James Foster,,,1,0,0,2
Boris Kindij,,,,0,0,2
Osborne Hart,,,,,0,2
Total,69,41,1,0,0,2
,Mayor,,,,,3
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,3
Jim Kenney,90,0,0,0,0,3
Melissa Murray Bailey,,39,0,0,0,3
James Foster,,,1,0,0,3
Boris Kindij,,,,0,0,3
Osborne Hart,,,,,0,3
Total,90,39,1,0,0,3
,Mayor,,,,,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,4
Jim Kenney,73,0,0,0,0,4
Melissa Murray Bailey,,54,0,0,0,4
James Foster,,,1,0,0,4
Boris Kindij,,,,0,0,4
Osborne Hart,,,,,0,4
Total,73,54,1,0,0,4
,Mayor,,,,,5
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,5
Jim Kenney,98,0,0,0,0,5
Melissa Murray Bailey,,24,0,0,0,5
Boris Kindij,,,0,0,0,5
James Foster,,,,0,0,5
Osborne Hart,,,,,0,5
Total,98,24,0,0,0,5
,Mayor,,,,,6
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,6
Jim Kenney,132,0,0,0,0,6
Melissa Murray Bailey,,56,0,0,0,6
James Foster,,,1,0,0,6
Boris Kindij,,,,0,0,6
Osborne Hart,,,,,0,6
Total,132,56,1,0,0,6
,Mayor,,,,,7
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,7
Jim Kenney,95,0,0,0,0,7
Melissa Murray Bailey,,52,0,0,0,7
Osborne Hart,,,1,0,0,7
Boris Kindij,,,,0,0,7
James Foster,,,,,0,7
Total,95,52,1,0,0,7
,Mayor,,,,,8
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,8
Jim Kenney,151,0,0,0,0,8
Melissa Murray Bailey,,64,0,0,0,8
Boris Kindij,,,1,0,0,8
James Foster,,,,1,0,8
Osborne Hart,,,,,0,8
Total,151,64,1,1,0,8
,Mayor,,,,,9
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,9
Jim Kenney,121,0,0,0,0,9
Melissa Murray Bailey,,72,0,0,0,9
James Foster,,,1,0,0,9
Osborne Hart,,,,1,0,9
Boris Kindij,,,,,0,9
Total,121,72,1,1,0,9
,Mayor,,,,,10
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,10
Jim Kenney,112,0,0,0,0,10
Melissa Murray Bailey,,65,0,0,0,10
James Foster,,,1,0,0,10
Boris Kindij,,,,0,0,10
Osborne Hart,,,,,0,10
Total,112,65,1,0,0,10
,Mayor,,,,,11
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,11
Jim Kenney,113,0,0,0,0,11
Melissa Murray Bailey,,66,0,0,0,11
James Foster,,,1,0,0,11
Boris Kindij,,,,0,0,11
Osborne Hart,,,,,0,11
Total,113,66,1,0,0,11
,Mayor,,,,,12
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,12
Jim Kenney,103,0,0,0,0,12
Melissa Murray Bailey,,36,0,0,0,12
Boris Kindij,,,0,0,0,12
James Foster,,,,0,0,12
Osborne Hart,,,,,0,12
Total,103,36,0,0,0,12
,Mayor,,,,,13
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,13
Jim Kenney,74,0,0,0,0,13
Melissa Murray Bailey,,39,0,0,0,13
Boris Kindij,,,0,0,0,13
James Foster,,,,0,0,13
Osborne Hart,,,,,0,13
Total,74,39,0,0,0,13
,Mayor,,,,,14
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,14
Jim Kenney,115,0,0,0,0,14
Melissa Murray Bailey,,55,0,0,0,14
Boris Kindij,,,0,0,0,14
James Foster,,,,0,0,14
Osborne Hart,,,,,0,14
Total,115,55,0,0,0,14
,Mayor,,,,,15
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,15
Jim Kenney,108,0,0,0,0,15
Melissa Murray Bailey,,55,0,0,0,15
James Foster,,,2,0,0,15
Boris Kindij,,,,1,0,15
Osborne Hart,,,,,0,15
Total,108,55,2,1,0,15
,Mayor,,,,,16
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,16
Jim Kenney,74,0,0,0,0,16
Melissa Murray Bailey,,43,0,0,0,16
James Foster,,,3,0,0,16
Boris Kindij,,,,0,0,16
Osborne Hart,,,,,0,16
Total,74,43,3,0,0,16
,Mayor,,,,,17
,Melissa Murray Bailey,Jim Kenney,Boris Kindij,James Foster,Osborne Hart,17
Melissa Murray Bailey,97,0,0,0,0,17
Jim Kenney,,69,0,0,0,17
Boris Kindij,,,0,0,0,17
James Foster,,,,0,0,17
Osborne Hart,,,,,0,17
Total,97,69,0,0,0,17
