col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District,Council At Large,,,,,,,,,,,,,,All
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Kristin Combs,John Staggs,Sheila E Armstrong,All
Mark F Squilla,6,80,78,72,69,68,26,16,19,16,15,23,16,5,4,All
Helen Gym,,0,67,59,60,56,10,3,2,7,3,18,11,3,2,All
Derek S Green,,,1,55,60,56,10,4,7,6,7,18,8,1,4,All
Allan Domb,,,,1,52,53,8,9,12,8,4,12,6,2,0,All
Blondell Reynolds Brown,,,,,0,48,5,6,4,5,4,11,10,2,2,All
William K Greenlee,,,,,,0,11,4,8,2,2,5,3,2,2,All
David Oh,,,,,,,0,27,30,23,26,1,2,0,1,All
Daniel Tinney,,,,,,,,1,30,29,29,1,2,2,1,All
Dennis M O Brien,,,,,,,,,1,25,29,1,0,0,0,All
Terry Tracy,,,,,,,,,,1,26,5,3,2,0,All
Al Taubenberger,,,,,,,,,,,0,1,1,0,0,All
Andrew C Stober,,,,,,,,,,,,0,11,3,2,All
Kristin Combs,,,,,,,,,,,,,0,5,4,All
John Staggs,,,,,,,,,,,,,,0,2,All
Sheila E Armstrong,,,,,,,,,,,,,,,0,All
Total,132,88,85,79,74,70,45,42,42,37,36,27,18,6,5,All
,District Council 1st District,Council At Large,,,,,,,,,,,,,,5
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Kristin Combs,John Staggs,Sheila E Armstrong,5
Mark F Squilla,6,80,78,72,69,68,26,16,19,16,15,23,16,5,4,5
Helen Gym,,0,67,59,60,56,10,3,2,7,3,18,11,3,2,5
Derek S Green,,,1,55,60,56,10,4,7,6,7,18,8,1,4,5
Allan Domb,,,,1,52,53,8,9,12,8,4,12,6,2,0,5
Blondell Reynolds Brown,,,,,0,48,5,6,4,5,4,11,10,2,2,5
William K Greenlee,,,,,,0,11,4,8,2,2,5,3,2,2,5
David Oh,,,,,,,0,27,30,23,26,1,2,0,1,5
Daniel Tinney,,,,,,,,1,30,29,29,1,2,2,1,5
Dennis M O Brien,,,,,,,,,1,25,29,1,0,0,0,5
Terry Tracy,,,,,,,,,,1,26,5,3,2,0,5
Al Taubenberger,,,,,,,,,,,0,1,1,0,0,5
Andrew C Stober,,,,,,,,,,,,0,11,3,2,5
Kristin Combs,,,,,,,,,,,,,0,5,4,5
John Staggs,,,,,,,,,,,,,,0,2,5
Sheila E Armstrong,,,,,,,,,,,,,,,0,5
Total,132,88,85,79,74,70,45,42,42,37,36,27,18,6,5,5
