col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 8th District,,City Commissioners,,,1
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,1
Cindy Bass,45,0,261,175,21,1
Michael Galganski,,2,5,6,7,1
Lisa M Deeley,,,17,169,17,1
Anthony Clark,,,,0,8,1
Al Schmidt,,,,,4,1
Total,331,14,300,194,36,1
,District Council 8th District,,City Commissioners,,,2
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,2
Cindy Bass,31,0,229,142,21,2
Michael Galganski,,8,8,1,10,2
Lisa M Deeley,,,7,134,15,2
Anthony Clark,,,,1,4,2
Al Schmidt,,,,,9,2
Total,284,23,254,153,41,2
,District Council 8th District,,City Commissioners,,,3
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,3
Cindy Bass,19,0,146,139,11,3
Michael Galganski,,2,2,4,8,3
Lisa M Deeley,,,6,126,12,3
Anthony Clark,,,,3,2,3
Al Schmidt,,,,,3,3
Total,186,13,162,152,24,3
,District Council 8th District,,City Commissioners,,,4
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,4
Cindy Bass,12,0,173,166,17,4
Michael Galganski,,0,8,6,6,4
Lisa M Deeley,,,1,156,17,4
Anthony Clark,,,,2,6,4
Al Schmidt,,,,,3,4
Total,203,11,187,178,27,4
,District Council 8th District,,City Commissioners,,,5
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,5
Cindy Bass,18,0,198,191,18,5
Michael Galganski,,0,7,4,7,5
Lisa M Deeley,,,0,177,16,5
Anthony Clark,,,,0,6,5
Al Schmidt,,,,,9,5
Total,241,12,213,202,37,5
,District Council 8th District,,City Commissioners,,,6
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,6
Cindy Bass,35,0,215,213,15,6
Michael Galganski,,1,10,5,10,6
Lisa M Deeley,,,5,198,19,6
Anthony Clark,,,,6,4,6
Al Schmidt,,,,,6,6
Total,284,16,247,237,35,6
,District Council 8th District,,City Commissioners,,,7
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,7
Cindy Bass,18,0,164,151,32,7
Michael Galganski,,2,10,8,13,7
Lisa M Deeley,,,3,141,23,7
Anthony Clark,,,,8,10,7
Al Schmidt,,,,,13,7
Total,212,20,185,173,60,7
,District Council 8th District,,City Commissioners,,,8
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Cindy Bass,13,0,133,117,12,8
Michael Galganski,,0,0,1,0,8
Anthony Clark,,,4,94,6,8
Lisa M Deeley,,,,0,5,8
Al Schmidt,,,,,1,8
Total,171,1,138,119,13,8
,District Council 8th District,,City Commissioners,,,9
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,9
Cindy Bass,12,0,112,111,5,9
Michael Galganski,,0,4,4,3,9
Lisa M Deeley,,,1,103,7,9
Anthony Clark,,,,1,1,9
Al Schmidt,,,,,1,9
Total,136,6,119,117,10,9
,District Council 8th District,,City Commissioners,,,10
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Cindy Bass,20,0,150,137,7,10
Michael Galganski,,0,4,5,2,10
Anthony Clark,,,7,128,2,10
Lisa M Deeley,,,,0,8,10
Al Schmidt,,,,,2,10
Total,184,7,162,146,14,10
,District Council 8th District,,City Commissioners,,,11
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Cindy Bass,11,0,92,86,8,11
Michael Galganski,,0,1,5,8,11
Anthony Clark,,,4,71,1,11
Lisa M Deeley,,,,1,12,11
Al Schmidt,,,,,3,11
Total,119,10,98,94,20,11
,District Council 8th District,,City Commissioners,,,12
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,12
Cindy Bass,14,0,110,98,5,12
Michael Galganski,,1,2,2,0,12
Anthony Clark,,,8,90,2,12
Lisa M Deeley,,,,2,4,12
Al Schmidt,,,,,2,12
Total,139,3,125,108,8,12
,District Council 8th District,,City Commissioners,,,13
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,13
Cindy Bass,16,0,141,128,5,13
Michael Galganski,,0,1,1,1,13
Anthony Clark,,,4,121,0,13
Lisa M Deeley,,,,2,5,13
Al Schmidt,,,,,1,13
Total,167,2,148,133,7,13
,District Council 8th District,,City Commissioners,,,14
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,14
Cindy Bass,17,0,159,144,4,14
Michael Galganski,,4,2,2,1,14
Anthony Clark,,,6,135,1,14
Lisa M Deeley,,,,0,3,14
Al Schmidt,,,,,4,14
Total,192,7,172,151,9,14
,District Council 8th District,,City Commissioners,,,15
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,15
Cindy Bass,11,0,155,123,1,15
Michael Galganski,,0,0,0,0,15
Anthony Clark,,,5,119,0,15
Lisa M Deeley,,,,0,1,15
Al Schmidt,,,,,1,15
Total,171,0,161,124,2,15
,District Council 8th District,,City Commissioners,,,16
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,16
Cindy Bass,9,0,137,132,13,16
Michael Galganski,,1,2,6,6,16
Anthony Clark,,,2,119,4,16
Lisa M Deeley,,,,3,10,16
Al Schmidt,,,,,1,16
Total,166,10,144,144,20,16
,District Council 8th District,,City Commissioners,,,17
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,17
Cindy Bass,17,0,181,174,14,17
Michael Galganski,,0,5,2,4,17
Lisa M Deeley,,,1,160,16,17
Anthony Clark,,,,3,2,17
Al Schmidt,,,,,3,17
Total,216,6,190,181,22,17
,District Council 8th District,,City Commissioners,,,18
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,18
Cindy Bass,23,0,146,134,7,18
Michael Galganski,,0,2,2,1,18
Anthony Clark,,,6,126,1,18
Lisa M Deeley,,,,0,4,18
Al Schmidt,,,,,2,18
Total,184,3,157,139,10,18
,District Council 8th District,,City Commissioners,,,19
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,19
Cindy Bass,16,0,145,138,6,19
Michael Galganski,,0,2,0,5,19
Anthony Clark,,,3,123,5,19
Lisa M Deeley,,,,0,5,19
Al Schmidt,,,,,0,19
Total,181,5,156,144,13,19
,District Council 8th District,,City Commissioners,,,20
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,20
Cindy Bass,12,0,113,107,4,20
Michael Galganski,,0,0,1,2,20
Anthony Clark,,,3,96,0,20
Lisa M Deeley,,,,2,6,20
Al Schmidt,,,,,1,20
Total,138,2,118,113,8,20
,District Council 8th District,,City Commissioners,,,21
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,21
Cindy Bass,18,0,115,101,3,21
Michael Galganski,,0,0,2,1,21
Anthony Clark,,,4,90,0,21
Lisa M Deeley,,,,2,3,21
Al Schmidt,,,,,0,21
Total,145,3,120,106,4,21
,District Council 8th District,,City Commissioners,,,22
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,22
Cindy Bass,15,0,126,115,3,22
Michael Galganski,,0,1,0,1,22
Anthony Clark,,,2,106,1,22
Lisa M Deeley,,,,3,2,22
Al Schmidt,,,,,1,22
Total,151,1,129,118,5,22
,District Council 8th District,,City Commissioners,,,23
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,23
Cindy Bass,14,0,146,139,15,23
Michael Galganski,,2,9,1,7,23
Lisa M Deeley,,,3,130,18,23
Anthony Clark,,,,5,4,23
Al Schmidt,,,,,7,23
Total,179,13,169,153,32,23
,District Council 8th District,,City Commissioners,,,24
,Cindy Bass,Michael Galganski,Lisa M Deeley,Anthony Clark,Al Schmidt,24
Cindy Bass,31,0,184,185,17,24
Michael Galganski,,1,5,4,3,24
Lisa M Deeley,,,3,161,13,24
Anthony Clark,,,,4,1,24
Al Schmidt,,,,,0,24
Total,252,10,199,198,22,24
,District Council 8th District,,City Commissioners,,,25
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,25
Cindy Bass,16,0,126,121,4,25
Michael Galganski,,1,2,5,2,25
Anthony Clark,,,5,112,1,25
Lisa M Deeley,,,,4,5,25
Al Schmidt,,,,,0,25
Total,155,7,135,133,7,25
,District Council 8th District,,City Commissioners,,,26
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,26
Cindy Bass,23,0,148,135,10,26
Michael Galganski,,0,2,2,0,26
Anthony Clark,,,4,125,1,26
Lisa M Deeley,,,,1,7,26
Al Schmidt,,,,,3,26
Total,190,2,158,143,14,26
,District Council 8th District,,City Commissioners,,,27
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,27
Cindy Bass,18,0,203,181,6,27
Michael Galganski,,1,2,3,1,27
Anthony Clark,,,4,176,4,27
Lisa M Deeley,,,,2,4,27
Al Schmidt,,,,,4,27
Total,231,4,213,189,12,27
,District Council 8th District,,City Commissioners,,,28
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,28
Cindy Bass,17,0,151,133,6,28
Michael Galganski,,1,0,0,0,28
Anthony Clark,,,2,122,3,28
Lisa M Deeley,,,,0,3,28
Al Schmidt,,,,,4,28
Total,182,1,156,136,10,28
,District Council 8th District,,City Commissioners,,,29
