col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,All
,Jewell Williams,Christopher Sawyer,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Jewell Williams,89,0,"2,063","1,926","1,908","1,838","1,825",82,21,18,17,12,14,15,17,4,All
Christopher Sawyer,,0,37,39,26,26,35,39,31,32,25,27,13,7,5,3,All
Blondell Reynolds Brown,,,47,"1,868","1,895","1,828","1,831",74,15,18,11,13,12,14,10,5,All
Derek S Green,,,,34,"1,842","1,802","1,797",58,19,17,8,6,15,12,6,2,All
William K Greenlee,,,,,17,"1,812","1,807",63,11,17,6,11,10,9,4,0,All
Allan Domb,,,,,,28,"1,792",42,9,9,3,6,8,9,6,1,All
Helen Gym,,,,,,,7,52,16,14,9,6,16,16,13,2,All
David Oh,,,,,,,,6,38,40,36,34,5,5,10,0,All
Terry Tracy,,,,,,,,,0,33,34,30,3,3,2,1,All
Dennis M O Brien,,,,,,,,,,1,29,28,1,0,3,1,All
Daniel Tinney,,,,,,,,,,,1,27,1,1,1,0,All
Al Taubenberger,,,,,,,,,,,,2,1,1,0,1,All
Andrew C Stober,,,,,,,,,,,,,0,11,9,4,All
Kristin Combs,,,,,,,,,,,,,,1,9,6,All
Sheila E Armstrong,,,,,,,,,,,,,,,1,4,All
John Staggs,,,,,,,,,,,,,,,,0,All
Total,"2,410",84,"2,217","2,072","2,016","1,948","1,919",141,59,57,49,46,29,29,26,8,All
,Council At Large,,,,,,,,,,,,,,Sheriff,,1
,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Kristin Combs,Sheila E Armstrong,Jewell Williams,Christopher Sawyer,1
Blondell Reynolds Brown,2,36,34,36,33,4,1,1,0,0,0,0,0,0,38,0,1
William K Greenlee,,0,34,34,31,2,1,1,0,0,0,0,0,0,36,0,1
Derek S Green,,,0,34,32,2,0,0,0,0,0,0,0,0,34,0,1
Helen Gym,,,,0,33,3,1,1,0,0,0,0,0,0,34,0,1
Allan Domb,,,,,1,1,0,0,0,0,0,0,0,0,31,0,1
David Oh,,,,,,1,0,0,0,0,0,0,0,0,3,0,1
Dennis M O Brien,,,,,,,0,1,0,0,0,0,0,0,1,0,1
Terry Tracy,,,,,,,,0,0,0,0,0,0,0,1,0,1
Al Taubenberger,,,,,,,,,0,0,0,0,0,0,0,0,1
Andrew C Stober,,,,,,,,,,0,0,0,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,0,1
John Staggs,,,,,,,,,,,,0,0,0,0,0,1
Kristin Combs,,,,,,,,,,,,,0,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,2,0,1
Christopher Sawyer,,,,,,,,,,,,,,,,0,1
Total,44,39,36,36,34,5,1,1,0,0,0,0,0,0,44,0,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,2
,Jewell Williams,Christopher Sawyer,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Helen Gym,Derek S Green,David Oh,Al Taubenberger,Andrew C Stober,Daniel Tinney,Dennis M O Brien,Terry Tracy,John Staggs,Kristin Combs,Sheila E Armstrong,2
Jewell Williams,2,0,59,58,54,55,52,2,0,1,0,0,0,0,0,0,2
Christopher Sawyer,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2
Blondell Reynolds Brown,,,0,56,54,53,52,2,0,0,0,0,0,0,0,0,2
William K Greenlee,,,,0,55,53,52,2,0,1,0,0,0,0,0,0,2
Allan Domb,,,,,0,52,51,2,0,1,0,0,0,0,0,0,2
Helen Gym,,,,,,0,49,0,0,1,0,0,0,0,0,0,2
Derek S Green,,,,,,,1,1,0,0,0,0,0,0,0,0,2
David Oh,,,,,,,,0,1,0,1,1,1,0,0,0,2
