col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Sheriff,,All
,Vincent Furlong,Ken Powell,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Kai Scott,Michael Fanning,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,Christopher Sawyer,Jewell Williams,All
Vincent Furlong,298,769,715,638,625,595,802,717,588,723,736,606,510,"2,198",367,All
Ken Powell,,60,"2,358","2,281","2,269","2,266","2,111","2,042","2,203","2,006","1,972","1,950","1,823",721,"1,948",All
Tracy B Roman,,,42,"2,262","2,273","2,243","1,988","2,030","2,225","1,931","1,936","1,907","1,797",664,"1,866",All
Abbe Fletman,,,,38,"2,239","2,247","1,943","1,969","2,189","1,915","1,864","1,893","1,820",597,"1,820",All
Mia Roberts Perez,,,,,35,"2,229","1,914","1,950","2,176","1,918","1,863","1,883","1,801",573,"1,830",All
Kai Scott,,,,,,14,"1,936","1,932","2,194","1,905","1,840","1,880","1,782",547,"1,793",All
Michael Fanning,,,,,,,20,"2,042","1,899","2,008","1,992","1,966","1,843",711,"1,542",All
Stephanie M Sawyer,,,,,,,,9,"1,875","1,982","1,950","1,970","1,839",682,"1,570",All
Lyris Younge,,,,,,,,,9,"1,848","1,844","1,851","1,754",514,"1,740",All
Chris Mallios,,,,,,,,,,9,"1,960","1,903","1,831",665,"1,505",All
Scott Diclaudio,,,,,,,,,,,9,"1,854","1,773",652,"1,480",All
Daine Grey Jr,,,,,,,,,,,,7,"1,802",547,"1,495",All
Rainy Papademetriou,,,,,,,,,,,,,12,484,"1,446",All
Christopher Sawyer,,,,,,,,,,,,,,220,0,All
Jewell Williams,,,,,,,,,,,,,,,148,All
Total,"2,964","2,921","2,725","2,598","2,577","2,487","2,416","2,368","2,367","2,290","2,259","2,132","2,019","2,803","2,542",All
,Sheriff,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Jewell Williams,Christopher Sawyer,Kai Scott,Ken Powell,Mia Roberts Perez,Abbe Fletman,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,1
Jewell Williams,1,0,30,29,29,29,25,24,27,23,24,24,23,21,2,1
Christopher Sawyer,,0,5,4,4,3,5,7,2,6,5,4,3,4,13,1
Kai Scott,,,0,33,34,33,31,30,31,28,29,29,27,25,4,1
Ken Powell,,,,1,32,32,31,27,30,26,28,27,27,25,3,1
Mia Roberts Perez,,,,,1,32,31,28,30,27,27,28,27,25,3,1
Abbe Fletman,,,,,,0,29,28,30,27,28,28,27,24,3,1
Tracy B Roman,,,,,,,1,26,28,25,26,26,26,26,3,1
Stephanie M Sawyer,,,,,,,,0,25,29,29,28,26,24,6,1
Lyris Younge,,,,,,,,,0,25,26,26,26,23,2,1
Chris Mallios,,,,,,,,,,0,28,28,26,23,5,1
Daine Grey Jr,,,,,,,,,,,0,28,27,24,5,1
Michael Fanning,,,,,,,,,,,,0,27,24,4,1
Rainy Papademetriou,,,,,,,,,,,,,1,24,3,1
Scott Diclaudio,,,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,,,2,1
Total,38,16,38,37,37,34,34,32,31,30,30,29,28,26,17,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Sheriff,,2
,Tracy B Roman,Kai Scott,Ken Powell,Abbe Fletman,Mia Roberts Perez,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,Jewell Williams,Christopher Sawyer,2
Tracy B Roman,1,25,23,24,23,24,21,20,20,20,19,17,7,21,7,2
Kai Scott,,1,24,24,24,24,20,19,20,20,19,18,6,21,5,2
Ken Powell,,,0,23,23,22,20,20,20,20,19,17,5,21,5,2
Abbe Fletman,,,,1,22,23,20,19,20,20,19,17,6,19,5,2
Mia Roberts Perez,,,,,1,23,19,19,19,19,18,18,5,19,5,2
Lyris Younge,,,,,,0,21,20,20,20,19,18,6,19,5,2
Stephanie M Sawyer,,,,,,,0,21,22,22,21,18,6,18,5,2
Daine Grey Jr,,,,,,,,0,20,20,19,17,5,17,3,2
Michael Fanning,,,,,,,,,0,22,21,18,6,16,5,2
Scott Diclaudio,,,,,,,,,,0,21,18,6,16,5,2
Chris Mallios,,,,,,,,,,,0,17,5,15,5,2
Rainy Papademetriou,,,,,,,,,,,,0,4,15,3,2
Vincent Furlong,,,,,,,,,,,,,0,1,9,2
Jewell Williams,,,,,,,,,,,,,,2,0,2
Christopher Sawyer,,,,,,,,,,,,,,,1,2
Total,30,28,28,26,26,25,24,22,22,22,21,18,11,27,13,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Sheriff,,3
,Ken Powell,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Vincent Furlong,Chris Mallios,Scott Diclaudio,Kai Scott,Michael Fanning,Lyris Younge,Daine Grey Jr,Rainy Papademetriou,Christopher Sawyer,Jewell Williams,3
Ken Powell,5,72,63,65,58,22,60,57,58,57,59,55,52,29,57,3
Tracy B Roman,,0,58,62,55,19,58,55,57,52,59,55,48,24,51,3
Abbe Fletman,,,2,58,51,14,51,49,54,49,52,48,45,19,44,3
Mia Roberts Perez,,,,2,52,16,53,52,58,49,57,49,48,16,49,3
Stephanie M Sawyer,,,,,1,19,54,52,45,53,49,54,44,22,39,3
Vincent Furlong,,,,,,5,21,20,11,19,12,15,11,54,4,3
