col_1,col_2,col_3,col_4,col_5,division
,District Council 5th District,City Commissioners,,,All
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,All
Darrell L Clarke,236,"1,995","1,771",317,All
Lisa M Deeley,,178,"1,633",223,All
Anthony Clark,,,41,82,All
Al Schmidt,,,,329,All
Total,"2,588","2,365","1,939",741,All
,City Commissioners,,,District Council 5th District,8
,Lisa M Deeley,Anthony Clark,Al Schmidt,Darrell L Clarke,8
Lisa M Deeley,36,74,14,119,8
Anthony Clark,,2,3,79,8
Al Schmidt,,,22,20,8
Darrell L Clarke,,,,13,8
Total,163,86,45,148,8
,District Council 5th District,City Commissioners,,,10
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,10
Darrell L Clarke,25,164,121,29,10
Lisa M Deeley,,22,112,22,10
Anthony Clark,,,3,8,10
Al Schmidt,,,,28,10
Total,217,205,135,67,10
,District Council 5th District,City Commissioners,,,11
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,11
Darrell L Clarke,6,84,80,12,11
Lisa M Deeley,,5,64,5,11
Anthony Clark,,,1,5,11
Al Schmidt,,,,13,11
Total,109,90,81,26,11
,District Council 5th District,City Commissioners,,,15
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,15
Darrell L Clarke,13,112,111,21,15
Lisa M Deeley,,3,100,13,15
Anthony Clark,,,1,5,15
Al Schmidt,,,,22,15
Total,148,124,117,47,15
,City Commissioners,,,District Council 5th District,16
,Lisa M Deeley,Anthony Clark,Al Schmidt,Darrell L Clarke,16
Lisa M Deeley,32,125,10,156,16
Anthony Clark,,7,3,130,16
Al Schmidt,,,26,15,16
Darrell L Clarke,,,,22,16
Total,204,148,46,201,16
,District Council 5th District,City Commissioners,,,17
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Darrell L Clarke,8,69,67,17,17
Anthony Clark,,1,63,5,17
Lisa M Deeley,,,2,9,17
Al Schmidt,,,,16,17
Total,93,77,77,36,17
,District Council 5th District,City Commissioners,,,18
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,18
Darrell L Clarke,25,146,129,22,18
Lisa M Deeley,,13,119,17,18
Anthony Clark,,,4,5,18
Al Schmidt,,,,26,18
Total,202,178,148,56,18
,District Council 5th District,City Commissioners,,,19
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,19
Darrell L Clarke,24,130,87,17,19
Lisa M Deeley,,17,81,18,19
Anthony Clark,,,1,4,19
Al Schmidt,,,,26,19
Total,177,168,99,55,19
,District Council 5th District,City Commissioners,,,22
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Al Schmidt,22
Darrell L Clarke,4,35,37,8,22
Anthony Clark,,2,30,4,22
Lisa M Deeley,,,1,1,22
Al Schmidt,,,,9,22
Total,51,39,39,18,22
,District Council 5th District,City Commissioners,,,23
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,23
Darrell L Clarke,17,170,162,24,23
Lisa M Deeley,,7,149,20,23
Anthony Clark,,,3,12,23
Al Schmidt,,,,25,23
Total,212,191,176,64,23
,District Council 5th District,City Commissioners,,,24
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,24
Darrell L Clarke,19,189,173,41,24
Lisa M Deeley,,7,160,26,24
Anthony Clark,,,3,10,24
Al Schmidt,,,,29,24
Total,245,213,187,80,24
,District Council 5th District,City Commissioners,,,25
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,25
Darrell L Clarke,14,136,128,12,25
Lisa M Deeley,,3,129,6,25
Anthony Clark,,,2,3,25
Al Schmidt,,,,21,25
Total,161,148,138,34,25
,District Council 5th District,City Commissioners,,,26
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,26
Darrell L Clarke,9,170,169,29,26
Lisa M Deeley,,8,149,21,26
Anthony Clark,,,3,9,26
Al Schmidt,,,,15,26
Total,213,193,178,53,26
,District Council 5th District,City Commissioners,,,29
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,29
Darrell L Clarke,30,209,194,39,29
Lisa M Deeley,,14,183,33,29
Anthony Clark,,,5,4,29
Al Schmidt,,,,41,29
Total,281,252,218,90,29
,District Council 5th District,City Commissioners,,,30
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Al Schmidt,30
Darrell L Clarke,7,106,104,11,30
Lisa M Deeley,,8,95,8,30
Anthony Clark,,,3,2,30
Al Schmidt,,,,10,30
Total,130,120,112,24,30
