col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 1st District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Mark F Squilla,Ken Powell,Mia Roberts Perez,Abbe Fletman,Kai Scott,Tracy B Roman,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Michael Fanning,Lyris Younge,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,All
Mark F Squilla,"3,697","13,691","13,362","13,110","13,014","12,335","11,800","11,644","11,500","11,540","11,413","11,123","10,485","2,616",All
Ken Powell,,147,"12,645","12,731","12,669","11,761","11,341","11,368","11,135","11,356","11,411","11,057","10,118","1,636",All
Mia Roberts Perez,,,92,"12,923","12,964","11,973","11,644","11,349","11,329","11,078","11,520","11,240","10,026","1,560",All
Abbe Fletman,,,,75,"13,105","11,739","11,484","11,673","11,387","11,168","11,455","11,151","9,962","1,532",All
Kai Scott,,,,,51,"11,693","11,441","11,540","11,322","11,116","11,467","11,173","9,941","1,522",All
Tracy B Roman,,,,,,65,"10,646","10,240","10,099","10,283","11,507","10,245","10,142","1,652",All
Stephanie M Sawyer,,,,,,,33,"11,327","11,221","11,249","10,155","11,337","10,135","1,675",All
Chris Mallios,,,,,,,,21,"11,359","11,267","10,023","11,090","10,095","1,568",All
Rainy Papademetriou,,,,,,,,,55,"11,033","9,892","10,941","9,808","1,401",All
Michael Fanning,,,,,,,,,,46,"10,025","11,045","10,125","1,638",All
Lyris Younge,,,,,,,,,,,22,"10,039","9,810","1,368",All
Daine Grey Jr,,,,,,,,,,,,8,"9,947","1,529",All
Scott Diclaudio,,,,,,,,,,,,,37,"1,548",All
Vincent Furlong,,,,,,,,,,,,,,"1,596",All
Total,"21,522","14,790","14,440","14,304","14,080","13,076","12,650","12,596","12,413","12,310","12,012","11,845","10,983","4,550",All
