col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Terry Tracy,Dennis M O Brien,David Oh,Al Taubenberger,Andrew C Stober,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,1
Jim Kenney,14,0,0,0,0,228,204,197,191,175,29,31,22,12,48,12,18,7,6,1
Melissa Murray Bailey,,1,0,0,0,28,27,15,13,12,43,36,39,42,6,41,3,4,2,1
James Foster,,,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
Boris Kindij,,,,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
Osborne Hart,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
Helen Gym,,,,,,0,189,195,189,172,35,30,24,17,45,14,16,6,4,1
Allan Domb,,,,,,,2,167,156,143,35,24,20,20,30,18,9,4,2,1
Derek S Green,,,,,,,,1,167,163,21,21,15,5,33,7,10,6,2,1
William K Greenlee,,,,,,,,,1,161,10,20,13,11,21,5,13,6,2,1
Blondell Reynolds Brown,,,,,,,,,,0,12,13,14,5,20,4,9,2,0,1
Terry Tracy,,,,,,,,,,,0,32,32,35,17,36,2,1,1,1
Dennis M O Brien,,,,,,,,,,,,0,35,32,4,34,4,1,1,1
David Oh,,,,,,,,,,,,,0,33,2,35,2,0,1,1
Al Taubenberger,,,,,,,,,,,,,,1,2,36,0,1,1,1
Andrew C Stober,,,,,,,,,,,,,,,0,1,13,4,5,1
Daniel Tinney,,,,,,,,,,,,,,,,0,1,2,1,1
Kristin Combs,,,,,,,,,,,,,,,,,0,8,8,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,6,1
John Staggs,,,,,,,,,,,,,,,,,,,0,1
Total,305,72,2,1,1,265,241,221,212,193,72,69,62,56,55,53,25,14,9,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Allan Domb,Helen Gym,Derek S Green,William K Greenlee,Terry Tracy,Blondell Reynolds Brown,Andrew C Stober,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,2
Jim Kenney,8,0,0,0,0,118,117,111,80,44,71,50,19,11,8,2,8,4,2,2
Melissa Murray Bailey,,3,0,0,0,25,14,6,4,30,2,10,32,34,23,22,2,3,0,2
James Foster,,,0,0,0,2,0,1,0,4,0,2,1,1,2,1,2,2,0,2
Boris Kindij,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,2,100,91,64,50,58,50,25,22,7,7,6,6,1,2
Helen Gym,,,,,,,0,102,76,39,67,41,20,13,4,3,8,2,1,2
Derek S Green,,,,,,,,0,67,34,68,39,11,4,8,3,8,3,1,2
William K Greenlee,,,,,,,,,0,7,61,6,10,6,5,3,2,2,0,2
Terry Tracy,,,,,,,,,,0,3,42,25,34,21,26,2,2,1,2
Blondell Reynolds Brown,,,,,,,,,,,0,9,7,3,2,1,3,2,0,2
Andrew C Stober,,,,,,,,,,,,0,6,8,3,3,5,2,2,2
David Oh,,,,,,,,,,,,,0,33,26,20,3,3,0,2
Al Taubenberger,,,,,,,,,,,,,,0,22,23,1,3,0,2
Dennis M O Brien,,,,,,,,,,,,,,,0,19,2,1,0,2
Daniel Tinney,,,,,,,,,,,,,,,,0,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,,,0,5,1,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,1,2
John Staggs,,,,,,,,,,,,,,,,,,,0,2
Total,164,60,5,0,0,151,137,122,86,80,77,64,55,49,34,27,13,9,2,2
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,3
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Terry Tracy,Andrew C Stober,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,3
Jim Kenney,5,0,0,0,0,181,162,139,126,112,43,56,29,19,20,14,12,9,1,3
Melissa Murray Bailey,,1,0,0,0,20,28,11,4,5,36,8,25,30,24,21,2,2,0,3
Boris Kindij,,,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,3
James Foster,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,0,157,142,127,117,47,56,19,14,15,4,10,6,1,3
Allan Domb,,,,,,,3,116,101,91,41,43,27,23,19,12,8,9,0,3
Derek S Green,,,,,,,,0,110,99,33,37,7,5,7,4,3,4,1,3
William K Greenlee,,,,,,,,,0,100,13,14,10,5,7,3,3,2,0,3
Blondell Reynolds Brown,,,,,,,,,,0,7,13,7,4,6,0,4,5,1,3
Terry Tracy,,,,,,,,,,,0,37,31,35,28,29,4,2,0,3
Andrew C Stober,,,,,,,,,,,,0,9,8,8,1,9,7,0,3
David Oh,,,,,,,,,,,,,0,30,29,27,3,2,0,3
Al Taubenberger,,,,,,,,,,,,,,0,29,29,1,1,0,3
Dennis M O Brien,,,,,,,,,,,,,,,0,23,1,2,0,3
Daniel Tinney,,,,,,,,,,,,,,,,0,0,0,0,3
Kristin Combs,,,,,,,,,,,,,,,,,0,4,1,3
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,0,3
John Staggs,,,,,,,,,,,,,,,,,,,0,3
Total,228,57,2,1,0,210,201,153,136,121,89,68,57,53,47,37,15,11,1,3
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Helen Gym,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,Terry Tracy,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,4
Jim Kenney,9,0,0,0,0,187,153,138,127,122,59,21,22,18,15,6,28,7,6,4
Melissa Murray Bailey,,1,0,0,0,21,24,16,11,10,14,37,35,33,29,25,2,4,1,4
James Foster,,,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4
Boris Kindij,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Helen Gym,,,,,,1,148,142,123,122,60,27,21,16,13,4,29,7,5,4
Allan Domb,,,,,,,1,120,102,107,39,25,21,23,12,6,14,4,1,4
Derek S Green,,,,,,,,0,109,109,33,17,15,7,10,5,17,1,3,4
Blondell Reynolds Brown,,,,,,,,,0,108,21,5,12,6,9,4,11,2,4,4
William K Greenlee,,,,,,,,,,0,19,7,9,12,7,1,6,0,1,4
Andrew C Stober,,,,,,,,,,,0,22,5,5,6,2,23,8,4,4
Terry Tracy,,,,,,,,,,,,0,29,34,27,27,3,3,0,4
David Oh,,,,,,,,,,,,,0,36,33,25,0,3,0,4
Al Taubenberger,,,,,,,,,,,,,,0,30,25,0,2,0,4
Dennis M O Brien,,,,,,,,,,,,,,,0,27,1,1,0,4
Daniel Tinney,,,,,,,,,,,,,,,,0,1,1,0,4
Kristin Combs,,,,,,,,,,,,,,,,,0,4,6,4
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,3,4
John Staggs,,,,,,,,,,,,,,,,,,,0,4
Total,230,61,2,0,0,211,181,155,138,132,75,62,59,53,47,33,30,11,7,4
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,5
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,David Oh,Kristin Combs,Andrew C Stober,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,John Staggs,Sheila E Armstrong,5
Jim Kenney,7,0,0,0,0,152,128,140,130,116,38,49,37,19,19,16,6,5,6,5
Melissa Murray Bailey,,6,0,0,0,6,16,4,5,3,16,5,6,14,13,15,14,1,1,5
Osborne Hart,,,0,0,0,4,1,1,4,4,1,3,0,1,1,0,0,2,0,5
James Foster,,,,0,0,0,1,0,2,0,1,2,2,2,0,0,1,1,2,5
Boris Kindij,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,,,,0,97,119,111,105,33,45,29,4,4,13,0,7,5,5
Allan Domb,,,,,,,0,93,91,79,29,15,21,16,20,14,9,1,2,5
Derek S Green,,,,,,,,1,118,107,12,40,18,5,6,7,1,1,1,5
William K Greenlee,,,,,,,,,0,108,15,39,11,13,10,5,2,2,2,5
Blondell Reynolds Brown,,,,,,,,,,0,10,35,10,5,3,0,0,4,0,5
David Oh,,,,,,,,,,,1,3,7,24,24,16,17,3,2,5
Kristin Combs,,,,,,,,,,,,0,15,2,0,2,0,8,7,5
Andrew C Stober,,,,,,,,,,,,,0,4,1,10,0,5,7,5
Dennis M O Brien,,,,,,,,,,,,,,0,21,13,18,1,1,5
Al Taubenberger,,,,,,,,,,,,,,,0,12,18,0,0,5
Terry Tracy,,,,,,,,,,,,,,,,0,12,1,1,5
Daniel Tinney,,,,,,,,,,,,,,,,,0,0,0,5
John Staggs,,,,,,,,,,,,,,,,,,0,4,5
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,5
Total,224,36,5,3,0,177,148,148,143,124,72,60,47,37,33,33,21,10,9,5
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,6
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,Terry Tracy,Kristin Combs,Al Taubenberger,David Oh,Dennis M O Brien,Sheila E Armstrong,Daniel Tinney,John Staggs,6
Jim Kenney,5,0,0,0,0,162,146,138,130,131,64,25,27,10,22,15,15,5,8,6
Melissa Murray Bailey,,0,0,0,0,12,18,7,7,2,12,15,3,19,10,9,5,12,0,6
James Foster,,,0,0,0,2,3,2,0,1,3,0,0,2,0,0,0,0,0,6
Boris Kindij,,,,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,1,6
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Helen Gym,,,,,,0,142,134,127,123,58,23,20,8,15,7,9,4,6,6
Allan Domb,,,,,,,0,122,115,112,46,25,7,13,15,5,4,5,1,6
Derek S Green,,,,,,,,0,115,117,40,15,10,6,8,4,3,4,0,6
William K Greenlee,,,,,,,,,0,117,30,6,8,7,9,5,3,3,2,6
Blondell Reynolds Brown,,,,,,,,,,0,28,3,12,2,10,5,3,3,5,6
Andrew C Stober,,,,,,,,,,,0,22,22,7,6,5,17,3,4,6
Terry Tracy,,,,,,,,,,,,0,1,15,13,8,5,11,0,6
Kristin Combs,,,,,,,,,,,,,1,3,2,4,13,1,8,6
Al Taubenberger,,,,,,,,,,,,,,0,11,14,4,12,0,6
David Oh,,,,,,,,,,,,,,,0,10,4,7,0,6
Dennis M O Brien,,,,,,,,,,,,,,,,0,3,9,2,6
Sheila E Armstrong,,,,,,,,,,,,,,,,,0,2,3,6
Daniel Tinney,,,,,,,,,,,,,,,,,,0,0,6
John Staggs,,,,,,,,,,,,,,,,,,,0,6
Total,211,35,5,2,0,184,171,151,143,139,85,41,33,32,32,24,21,17,9,6
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,7
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Helen Gym,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,David Oh,Terry Tracy,Dennis M O Brien,Daniel Tinney,Kristin Combs,Al Taubenberger,Sheila E Armstrong,John Staggs,7
Jim Kenney,6,0,0,0,0,120,115,104,96,94,39,20,11,13,8,18,7,2,3,7
Melissa Murray Bailey,,0,0,0,0,9,6,2,2,3,3,14,16,11,13,2,11,2,0,7
James Foster,,,0,0,0,4,4,5,3,1,2,2,2,1,0,0,0,1,0,7
Osborne Hart,,,,0,0,2,0,1,1,1,0,1,0,0,0,1,0,1,0,7
Boris Kindij,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Helen Gym,,,,,,0,104,101,93,90,34,19,12,6,5,18,1,6,2,7
Allan Domb,,,,,,,0,95,84,86,24,18,13,12,8,6,5,0,1,7
Derek S Green,,,,,,,,1,86,83,26,12,6,5,1,13,2,2,2,7
Blondell Reynolds Brown,,,,,,,,,0,75,22,9,2,4,1,10,2,5,1,7
William K Greenlee,,,,,,,,,,0,14,12,2,3,2,8,1,2,1,7
Andrew C Stober,,,,,,,,,,,1,2,6,4,3,14,2,1,2,7
David Oh,,,,,,,,,,,,0,18,19,16,3,16,3,0,7
Terry Tracy,,,,,,,,,,,,,0,16,16,1,17,2,0,7
Dennis M O Brien,,,,,,,,,,,,,,0,16,0,17,0,0,7
Daniel Tinney,,,,,,,,,,,,,,,0,0,16,0,0,7
Kristin Combs,,,,,,,,,,,,,,,,0,0,3,2,7
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,7
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,0,7
John Staggs,,,,,,,,,,,,,,,,,,,0,7
Total,158,21,5,2,0,138,127,115,105,102,46,39,30,26,22,21,20,6,3,7
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,8
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,8
Jim Kenney,10,0,0,0,0,187,172,155,156,143,43,26,19,14,11,8,14,7,3,8
Melissa Murray Bailey,,2,0,0,0,9,8,6,3,3,5,15,17,12,14,12,5,5,0,8
James Foster,,,0,0,0,2,2,1,0,0,2,2,2,2,1,1,0,1,0,8
Osborne Hart,,,,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,8
Boris Kindij,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Helen Gym,,,,,,1,151,148,146,133,38,20,19,6,8,1,14,10,4,8
Allan Domb,,,,,,,1,139,131,122,24,17,19,11,8,6,5,4,0,8
Derek S Green,,,,,,,,0,138,129,25,13,13,6,2,3,8,4,3,8
William K Greenlee,,,,,,,,,0,130,13,15,7,6,4,2,7,3,2,8
Blondell Reynolds Brown,,,,,,,,,,0,13,6,3,0,1,1,8,4,2,8
Andrew C Stober,,,,,,,,,,,0,9,13,3,3,0,10,6,1,8
David Oh,,,,,,,,,,,,0,17,19,17,15,3,2,0,8
Terry Tracy,,,,,,,,,,,,,0,17,16,17,2,2,0,8
Dennis M O Brien,,,,,,,,,,,,,,0,17,18,0,3,0,8
Al Taubenberger,,,,,,,,,,,,,,,0,16,1,3,0,8
Daniel Tinney,,,,,,,,,,,,,,,,0,1,2,0,8
Kristin Combs,,,,,,,,,,,,,,,,,0,6,3,8
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,1,8
John Staggs,,,,,,,,,,,,,,,,,,,0,8
Total,242,27,4,1,0,201,183,165,160,147,52,43,38,29,26,21,20,13,4,8
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,9
