col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Ken Powell,Mia Roberts Perez,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Michael Fanning,Daine Grey Jr,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Ken Powell,27,"1,483","1,482","1,469","1,454","1,478","1,269","1,258","1,241","1,239","1,210","1,222",102,"1,411","1,411","1,380","1,370","1,373",108,74,64,58,42,78,54,27,28,All
Mia Roberts Perez,,12,"1,476","1,488","1,462","1,473","1,283","1,250","1,249","1,242","1,205","1,230",97,"1,392","1,374","1,400","1,356","1,358",106,68,61,56,42,89,67,31,30,All
Tracy B Roman,,,13,"1,459","1,465","1,451","1,252","1,231","1,221","1,217","1,209","1,210",102,"1,378","1,356","1,361","1,344","1,348",100,73,63,56,42,67,57,29,29,All
Kai Scott,,,,6,"1,449","1,469","1,261","1,238","1,233","1,232","1,190","1,224",86,"1,381","1,365","1,376","1,347","1,344",105,63,59,50,39,82,61,25,28,All
Lyris Younge,,,,,10,"1,450","1,242","1,223","1,217","1,215","1,197","1,201",91,"1,361","1,337","1,343","1,318","1,328",96,66,62,52,36,70,59,29,29,All
Abbe Fletman,,,,,,2,"1,248","1,235","1,224","1,237","1,198","1,225",86,"1,351","1,342","1,360","1,343","1,332",102,64,60,51,38,86,62,26,28,All
Stephanie M Sawyer,,,,,,,0,"1,266","1,262","1,247","1,220","1,236",104,"1,177","1,161","1,195","1,165","1,159",114,72,61,58,43,75,55,29,28,All
Michael Fanning,,,,,,,,0,"1,239","1,241","1,210","1,224",98,"1,155","1,136","1,169","1,137","1,137",96,68,57,58,45,66,48,22,25,All
Daine Grey Jr,,,,,,,,,1,"1,229","1,197","1,214",86,"1,155","1,131","1,160","1,136","1,132",94,60,55,52,35,69,48,23,25,All
Chris Mallios,,,,,,,,,,1,"1,206","1,222",87,"1,142","1,130","1,165","1,132","1,138",95,59,53,54,41,70,52,19,24,All
Scott Diclaudio,,,,,,,,,,,4,"1,194",91,"1,121","1,105","1,130","1,115","1,111",96,66,57,51,42,55,43,19,23,All
Rainy Papademetriou,,,,,,,,,,,,1,81,"1,128","1,120","1,155","1,125","1,117",89,59,49,51,39,73,54,23,26,All
Vincent Furlong,,,,,,,,,,,,,2,49,51,59,67,55,169,147,147,136,129,15,15,8,5,All
Blondell Reynolds Brown,,,,,,,,,,,,,,58,"1,370","1,354","1,342","1,379",70,39,25,26,14,36,26,5,5,All
Derek S Green,,,,,,,,,,,,,,,12,"1,351","1,340","1,362",55,30,26,17,10,42,28,10,14,All
Helen Gym,,,,,,,,,,,,,,,,13,"1,352","1,338",67,29,29,35,28,84,62,22,22,All
Allan Domb,,,,,,,,,,,,,,,,,23,"1,334",64,48,31,22,28,53,18,8,9,All
William K Greenlee,,,,,,,,,,,,,,,,,,7,66,40,30,23,17,29,26,6,7,All
David Oh,,,,,,,,,,,,,,,,,,,14,146,141,131,132,23,13,5,4,All
Daniel Tinney,,,,,,,,,,,,,,,,,,,,18,145,133,125,3,4,0,2,All
Dennis M O Brien,,,,,,,,,,,,,,,,,,,,,3,130,121,10,10,3,2,All
Terry Tracy,,,,,,,,,,,,,,,,,,,,,,2,121,19,10,6,1,All
Al Taubenberger,,,,,,,,,,,,,,,,,,,,,,,3,11,6,2,0,All
Andrew C Stober,,,,,,,,,,,,,,,,,,,,,,,,3,51,26,24,All
Kristin Combs,,,,,,,,,,,,,,,,,,,,,,,,,3,30,27,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,All
John Staggs,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,722","1,637","1,622","1,612","1,554","1,551","1,360","1,304","1,291","1,286","1,273","1,272",244,"1,675","1,593","1,566","1,542","1,523",281,231,195,180,168,130,91,41,39,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Council At Large,,,,,,,,,,,,,,1
