col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 6th District,Council At Large,,,,,,,,,,,,,,All
,Bobby Henon,Allan Domb,Helen Gym,Derek S Green,William K Greenlee,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Blondell Reynolds Brown,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Bobby Henon,831,"7,831","6,952","6,973","6,886","3,843","4,034","3,593","6,120","2,896","2,088",418,341,254,124,All
Allan Domb,,133,"5,983","5,820","5,825","1,590","1,412","1,342","5,301",960,634,249,126,80,38,All
Helen Gym,,,81,"5,622","5,511",916,941,893,"5,148",626,628,279,212,113,58,All
Derek S Green,,,,73,"5,645",731,827,725,"5,388",475,426,170,123,61,25,All
William K Greenlee,,,,,57,996,"1,059",791,"5,379",681,317,142,106,61,29,All
Al Taubenberger,,,,,,268,"4,832","4,712",526,"3,945","3,730",178,141,132,42,All
Dennis M O Brien,,,,,,,295,"4,402",488,"4,203","3,512",103,106,96,35,All
Daniel Tinney,,,,,,,,283,471,"3,695","3,751",151,109,100,32,All
Blondell Reynolds Brown,,,,,,,,,57,427,194,75,73,46,23,All
David Oh,,,,,,,,,,136,"3,235",75,88,69,30,All
Terry Tracy,,,,,,,,,,,63,182,81,74,17,All
Andrew C Stober,,,,,,,,,,,,7,158,129,87,All
Kristin Combs,,,,,,,,,,,,,10,203,105,All
Sheila E Armstrong,,,,,,,,,,,,,,13,83,All
John Staggs,,,,,,,,,,,,,,,3,All
Total,"14,538","8,612","7,578","7,443","7,324","7,141","7,082","6,748","6,464","5,448","4,659",564,465,352,164,All
