col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 4th District,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Curtis J Jones Jr,All
Kevin M Dougherty,"1,467","18,932","18,748",475,223,274,418,"19,781",All
Christine Donohue,,278,"19,023",794,151,168,375,"17,676",All
David Wecht,,,368,632,156,103,307,"17,416",All
Judy Olson,,,,84,"1,531","1,568",135,"1,130",All
Mike George,,,,,68,"1,391",73,583,All
Anne Covey,,,,,,34,61,590,All
Paul P Panepinto,,,,,,,59,563,All
Curtis J Jones Jr,,,,,,,,339,All
Total,"24,478","21,166","20,968","2,759","1,899","1,865",861,"22,773",All
