col_1,col_2,col_3,col_4,division
,City Commissioners,,,1
,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Anthony Clark,11,69,4,1
Lisa M Deeley,,7,2,1
Al Schmidt,,,7,1
Total,84,78,13,1
,City Commissioners,,,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Anthony Clark,9,36,0,2
Lisa M Deeley,,2,3,2
Al Schmidt,,,6,2
Total,45,41,9,2
,City Commissioners,,,3
,Anthony Clark,Lisa M Deeley,Al Schmidt,3
Anthony Clark,11,76,0,3
Lisa M Deeley,,4,1,3
Al Schmidt,,,5,3
Total,87,81,6,3
,City Commissioners,,,4
,Anthony Clark,Lisa M Deeley,Al Schmidt,4
Anthony Clark,10,33,0,4
Lisa M Deeley,,2,0,4
Al Schmidt,,,1,4
Total,43,35,1,4
,City Commissioners,,,5
,Anthony Clark,Lisa M Deeley,Al Schmidt,5
Anthony Clark,20,76,3,5
Lisa M Deeley,,8,0,5
Al Schmidt,,,7,5
Total,99,84,10,5
,City Commissioners,,,6
,Anthony Clark,Lisa M Deeley,Al Schmidt,6
Anthony Clark,15,41,3,6
Lisa M Deeley,,5,0,6
Al Schmidt,,,7,6
Total,59,46,10,6
,City Commissioners,,,7
,Lisa M Deeley,Anthony Clark,Al Schmidt,7
Lisa M Deeley,4,58,2,7
Anthony Clark,,4,1,7
Al Schmidt,,,8,7
Total,64,63,11,7
,City Commissioners,,,8
,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Anthony Clark,8,69,3,8
Lisa M Deeley,,4,1,8
Al Schmidt,,,4,8
Total,80,74,8,8
,City Commissioners,,,9
,Anthony Clark,Lisa M Deeley,Al Schmidt,9
Anthony Clark,8,41,1,9
Lisa M Deeley,,2,1,9
Al Schmidt,,,4,9
Total,50,44,6,9
,City Commissioners,,,10
,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Anthony Clark,6,49,4,10
Lisa M Deeley,,6,2,10
Al Schmidt,,,6,10
Total,59,57,12,10
,City Commissioners,,,11
,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Anthony Clark,11,65,1,11
Lisa M Deeley,,6,1,11
Al Schmidt,,,6,11
Total,77,72,8,11
,City Commissioners,,,12
,Anthony Clark,Lisa M Deeley,Al Schmidt,12
Anthony Clark,5,53,1,12
Lisa M Deeley,,0,2,12
Al Schmidt,,,0,12
Total,59,55,3,12
,City Commissioners,,,13
,Anthony Clark,Lisa M Deeley,Al Schmidt,13
Anthony Clark,14,169,1,13
Lisa M Deeley,,8,1,13
Al Schmidt,,,2,13
Total,184,178,4,13
,City Commissioners,,,14
,Anthony Clark,Lisa M Deeley,Al Schmidt,14
Anthony Clark,13,84,0,14
Lisa M Deeley,,5,1,14
Al Schmidt,,,9,14
Total,97,90,10,14
,City Commissioners,,,15
,Anthony Clark,Lisa M Deeley,Al Schmidt,15
Anthony Clark,15,104,4,15
Lisa M Deeley,,8,1,15
Al Schmidt,,,5,15
Total,123,113,10,15
,City Commissioners,,,16
,Lisa M Deeley,Anthony Clark,Al Schmidt,16
Lisa M Deeley,8,68,4,16
Anthony Clark,,7,1,16
Al Schmidt,,,3,16
Total,80,76,8,16
,City Commissioners,,,17
,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Anthony Clark,14,91,3,17
Lisa M Deeley,,4,1,17
Al Schmidt,,,2,17
Total,108,96,6,17
,City Commissioners,,,18
,Anthony Clark,Lisa M Deeley,Al Schmidt,18
Anthony Clark,13,109,3,18
Lisa M Deeley,,4,5,18
Al Schmidt,,,6,18
Total,125,118,14,18
,City Commissioners,,,19
,Anthony Clark,Lisa M Deeley,Al Schmidt,19
Anthony Clark,27,84,1,19
Lisa M Deeley,,11,1,19
Al Schmidt,,,2,19
Total,112,96,4,19
,City Commissioners,,,20
,Anthony Clark,Lisa M Deeley,Al Schmidt,20
Anthony Clark,14,98,1,20
Lisa M Deeley,,6,0,20
Al Schmidt,,,3,20
Total,113,104,4,20
,City Commissioners,,,21
,Lisa M Deeley,Anthony Clark,Al Schmidt,21
Lisa M Deeley,8,60,0,21
Anthony Clark,,7,0,21
Al Schmidt,,,2,21
Total,68,67,2,21
,City Commissioners,,,22
,Anthony Clark,Lisa M Deeley,Al Schmidt,22
Anthony Clark,8,62,0,22
Lisa M Deeley,,6,1,22
Al Schmidt,,,2,22
Total,70,69,3,22
,City Commissioners,,,23
,Lisa M Deeley,Anthony Clark,Al Schmidt,23
Lisa M Deeley,3,33,1,23
Anthony Clark,,0,1,23
Al Schmidt,,,3,23
Total,37,34,5,23
,City Commissioners,,,24
,Anthony Clark,Lisa M Deeley,Al Schmidt,24
Anthony Clark,13,116,3,24
Lisa M Deeley,,9,1,24
Al Schmidt,,,6,24
Total,132,126,10,24
,City Commissioners,,,25
,Anthony Clark,Lisa M Deeley,Al Schmidt,25
Anthony Clark,17,68,1,25
Lisa M Deeley,,7,1,25
Al Schmidt,,,4,25
Total,86,76,6,25
,City Commissioners,,,All
,Anthony Clark,Lisa M Deeley,Al Schmidt,All
Anthony Clark,280,"1,812",40,All
Lisa M Deeley,,137,33,All
Al Schmidt,,,110,All
Total,"2,132","1,982",183,All
