col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,All
Jim Kenney,120,0,0,0,0,"1,146","1,131","1,066","1,048","1,039",38,14,10,11,11,11,4,4,1,All
Melissa Murray Bailey,,10,0,0,0,24,15,15,15,20,20,15,17,15,13,2,2,1,1,All
James Foster,,,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0,All
Osborne Hart,,,,0,0,3,2,1,0,2,0,0,0,0,0,2,2,1,2,All
Boris Kindij,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,All
Blondell Reynolds Brown,,,,,,22,"1,044","1,058","1,020","1,022",34,11,10,7,3,10,7,3,2,All
Derek S Green,,,,,,,18,"1,037","1,018","1,017",19,10,2,7,5,7,4,5,3,All
William K Greenlee,,,,,,,,13,"1,017","1,016",26,10,9,5,3,6,1,1,1,All
Allan Domb,,,,,,,,,9,"1,013",14,7,7,5,4,6,2,0,0,All
Helen Gym,,,,,,,,,,4,21,5,7,2,4,8,5,5,3,All
David Oh,,,,,,,,,,,3,21,23,17,15,0,1,0,0,All
Dennis M O Brien,,,,,,,,,,,,0,17,16,16,0,0,1,0,All
Al Taubenberger,,,,,,,,,,,,,0,15,14,0,1,0,0,All
Terry Tracy,,,,,,,,,,,,,,0,13,0,1,0,0,All
Daniel Tinney,,,,,,,,,,,,,,,0,1,0,1,1,All
Andrew C Stober,,,,,,,,,,,,,,,,1,1,2,4,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,1,3,1,All
Kristin Combs,,,,,,,,,,,,,,,,,,0,1,All
John Staggs,,,,,,,,,,,,,,,,,,,0,All
