col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Blondell Reynolds Brown,Derek S Green,Helen Gym,William K Greenlee,Allan Domb,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Kristin Combs,Andrew C Stober,Sheila E Armstrong,John Staggs,All
Jim Kenney,219,0,0,0,0,"2,849","2,818","2,635","2,644","2,624",213,86,79,60,47,48,47,27,11,All
Melissa Murray Bailey,,11,0,0,0,55,64,59,56,63,140,125,125,123,117,7,8,11,1,All
James Foster,,,0,0,0,11,12,13,8,7,4,2,4,2,1,2,3,5,2,All
Osborne Hart,,,,0,0,2,3,8,5,6,5,2,3,4,1,2,2,2,5,All
Boris Kindij,,,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,All
Blondell Reynolds Brown,,,,,,20,"2,602","2,518","2,581","2,519",157,45,39,42,24,28,17,13,0,All
Derek S Green,,,,,,,27,"2,537","2,566","2,547",124,62,33,45,30,28,33,13,5,All
Helen Gym,,,,,,,,9,"2,495","2,515",120,61,42,48,21,41,43,19,8,All
William K Greenlee,,,,,,,,,11,"2,508",133,58,42,32,22,26,22,12,7,All
Allan Domb,,,,,,,,,,12,125,55,58,43,33,17,33,7,4,All
David Oh,,,,,,,,,,,20,153,145,132,126,12,7,13,8,All
Dennis M O Brien,,,,,,,,,,,,2,139,120,122,1,5,4,2,All
Al Taubenberger,,,,,,,,,,,,,0,128,130,6,9,8,1,All
Terry Tracy,,,,,,,,,,,,,,0,121,6,14,5,0,All
Daniel Tinney,,,,,,,,,,,,,,,1,2,2,5,1,All
Kristin Combs,,,,,,,,,,,,,,,,1,21,17,10,All
Andrew C Stober,,,,,,,,,,,,,,,,,1,14,12,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,13,All
John Staggs,,,,,,,,,,,,,,,,,,,0,All
Total,"3,625",245,21,12,2,"3,002","2,979","2,786","2,778","2,771",392,226,220,195,172,63,62,45,20,All
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Daniel Tinney,Terry Tracy,Al Taubenberger,John Staggs,Kristin Combs,Sheila E Armstrong,Andrew C Stober,1
Jim Kenney,4,0,0,0,0,85,78,80,78,77,12,4,2,2,1,0,0,0,0,1
Melissa Murray Bailey,,0,0,0,0,2,3,1,1,1,3,2,2,2,2,0,0,0,0,1
Osborne Hart,,,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1
James Foster,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Boris Kindij,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,1,76,79,75,76,9,2,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,0,74,71,71,8,2,1,1,0,0,1,1,0,1
William K Greenlee,,,,,,,,0,73,77,9,2,1,2,1,0,0,0,0,1
Helen Gym,,,,,,,,,0,75,6,2,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,,0,6,1,1,1,0,0,0,0,0,1
David Oh,,,,,,,,,,,1,6,4,4,4,1,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,0,3,4,4,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,0,4,3,1,0,0,0,1
Terry Tracy,,,,,,,,,,,,,,0,4,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,0,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,,,0,0,0,0,1
Kristin Combs,,,,,,,,,,,,,,,,,0,1,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,0,1
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,1
Total,101,6,2,1,0,90,84,84,81,80,18,7,5,5,4,1,1,1,0,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Terry Tracy,Kristin Combs,Sheila E Armstrong,Andrew C Stober,John Staggs,2
Jim Kenney,7,0,0,0,0,94,88,84,80,75,6,3,1,1,0,0,1,0,0,2
Melissa Murray Bailey,,0,0,0,0,1,2,1,1,2,4,5,5,4,5,0,0,0,0,2
Boris Kindij,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
James Foster,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,0,80,80,78,79,5,3,1,0,1,1,0,0,0,2
Derek S Green,,,,,,,0,78,75,75,2,4,2,0,1,0,0,0,0,2
Allan Domb,,,,,,,,0,74,74,3,2,0,0,0,0,0,0,0,2
Helen Gym,,,,,,,,,0,74,5,1,1,0,1,1,0,0,0,2
William K Greenlee,,,,,,,,,,0,3,3,1,0,2,1,0,0,0,2
David Oh,,,,,,,,,,,0,4,4,4,4,0,0,0,0,2
Dennis M O Brien,,,,,,,,,,,,0,6,4,5,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,0,4,5,0,0,0,0,2
Daniel Tinney,,,,,,,,,,,,,,1,4,0,1,0,0,2
Terry Tracy,,,,,,,,,,,,,,,0,1,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,,0,0,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,0,0,0,2
Andrew C Stober,,,,,,,,,,,,,,,,,,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,0,2
