col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 1st District,Justice Of The Supreme Court,,,,,,,1
,Mark F Squilla,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,1
Mark F Squilla,5,243,241,235,32,10,11,8,1
David Wecht,,3,267,231,28,9,3,7,1
Christine Donohue,,,1,231,33,8,5,5,1
Kevin M Dougherty,,,,14,11,2,5,4,1
Judy Olson,,,,,2,23,27,0,1
Mike George,,,,,,1,18,0,1
Anne Covey,,,,,,,0,0,1
Paul P Panepinto,,,,,,,,0,1
Total,295,291,289,282,67,33,32,10,1
,Justice Of The Supreme Court,,,,,,,District Council 1st District,2
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Mark F Squilla,2
David Wecht,1,152,124,34,4,3,8,115,2
Christine Donohue,,0,121,27,3,1,7,111,2
Kevin M Dougherty,,,4,6,2,0,3,91,2
Judy Olson,,,,0,28,25,3,34,2
Mike George,,,,,2,24,1,12,2
Anne Covey,,,,,,0,1,11,2
Paul P Panepinto,,,,,,,0,9,2
Mark F Squilla,,,,,,,,4,2
Total,176,167,142,65,35,28,12,147,2
,Justice Of The Supreme Court,,,,,,,District Council 1st District,3
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Mark F Squilla,3
David Wecht,2,217,172,29,4,12,2,162,3
Christine Donohue,,3,174,31,4,10,3,160,3
Kevin M Dougherty,,,9,3,1,6,0,150,3
Judy Olson,,,,2,23,4,21,23,3
Mike George,,,,,2,7,21,8,3
Paul P Panepinto,,,,,,4,1,9,3
Anne Covey,,,,,,,0,4,3
Mark F Squilla,,,,,,,,2,3
Total,231,229,197,59,32,25,24,186,3
,Justice Of The Supreme Court,,,,,,,District Council 1st District,4
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mark F Squilla,4
Christine Donohue,2,215,183,23,4,0,12,171,4
David Wecht,,1,184,25,2,1,9,169,4
Kevin M Dougherty,,,4,2,0,2,7,161,4
Judy Olson,,,,1,30,27,0,24,4
Anne Covey,,,,,1,28,1,12,4
Mike George,,,,,,1,0,10,4
Paul P Panepinto,,,,,,,1,15,4
Mark F Squilla,,,,,,,,0,4
Total,231,228,207,56,35,33,18,202,4
,District Council 1st District,Justice Of The Supreme Court,,,,,,,5
,Mark F Squilla,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,5
Mark F Squilla,2,165,165,165,18,10,5,12,5
Kevin M Dougherty,,14,160,160,5,1,0,6,5
David Wecht,,,4,180,16,3,0,8,5
Christine Donohue,,,,0,18,3,2,7,5
Judy Olson,,,,,3,16,13,1,5
Anne Covey,,,,,,1,14,3,5
Mike George,,,,,,,3,1,5
Paul P Panepinto,,,,,,,,2,5
Total,203,200,197,194,38,21,18,17,5
,Justice Of The Supreme Court,,,,,,,District Council 1st District,6
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,Mark F Squilla,6
Christine Donohue,0,211,192,17,2,6,3,181,6
David Wecht,,0,191,15,1,5,2,174,6
Kevin M Dougherty,,,3,4,3,5,1,170,6
Judy Olson,,,,1,11,1,7,12,6
Anne Covey,,,,,0,2,7,5,6
Paul P Panepinto,,,,,,1,2,7,6
Mike George,,,,,,,0,6,6
Mark F Squilla,,,,,,,,2,6
Total,224,219,210,29,13,13,12,200,6
,Justice Of The Supreme Court,,,,,,,District Council 1st District,7
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Mark F Squilla,7
Christine Donohue,0,143,131,7,1,4,2,129,7
David Wecht,,3,129,7,2,2,2,121,7
Kevin M Dougherty,,,0,2,3,0,2,123,7
Judy Olson,,,,0,12,11,1,8,7
Mike George,,,,,0,10,2,7,7
Anne Covey,,,,,,0,0,6,7
Paul P Panepinto,,,,,,,1,4,7
