col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Scott Diclaudio,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Vincent Furlong,All
Kevin M Dougherty,203,"1,102","1,105",93,63,54,23,"1,091","1,066","1,021",983,962,958,927,905,851,838,830,798,285,All
Christine Donohue,,16,"1,072",73,24,18,12,921,943,913,897,885,875,812,830,770,774,776,749,188,All
David Wecht,,,15,46,24,17,15,930,918,890,888,876,876,819,814,770,766,777,754,177,All
Judy Olson,,,,7,299,319,12,92,92,88,78,81,71,100,103,81,84,84,69,363,All
Mike George,,,,,3,284,13,75,64,62,55,60,54,77,72,71,68,66,50,325,All
Anne Covey,,,,,,7,8,61,65,58,55,55,51,61,68,55,55,55,52,307,All
Paul P Panepinto,,,,,,,6,26,20,21,21,20,18,29,22,21,23,22,21,26,All
Ken Powell,,,,,,,,1,"1,020",983,976,956,962,879,880,843,835,847,804,200,All
Tracy B Roman,,,,,,,,,1,"1,003",990,977,978,873,894,847,841,847,814,201,All
Mia Roberts Perez,,,,,,,,,,0,967,951,947,833,876,825,831,833,804,186,All
Kai Scott,,,,,,,,,,,0,964,955,851,857,810,831,830,802,169,All
Abbe Fletman,,,,,,,,,,,,0,947,844,844,809,823,817,793,172,All
Lyris Younge,,,,,,,,,,,,,0,836,837,812,819,819,794,163,All
Michael Fanning,,,,,,,,,,,,,,1,882,858,855,855,818,211,All
Stephanie M Sawyer,,,,,,,,,,,,,,,0,854,860,867,829,212,All
Scott Diclaudio,,,,,,,,,,,,,,,,0,815,834,793,180,All
Daine Grey Jr,,,,,,,,,,,,,,,,,0,824,803,180,All
Chris Mallios,,,,,,,,,,,,,,,,,,0,801,179,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,142,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,6,All
Total,"1,816","1,255","1,224",453,383,377,54,"1,198","1,166","1,123","1,072","1,050","1,032","1,004",996,919,913,906,862,638,All
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ken Powell,Tracy B Roman,Abbe Fletman,Kai Scott,Mia Roberts Perez,Chris Mallios,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Rainy Papademetriou,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,1
Kevin M Dougherty,6,34,35,0,2,1,0,38,41,36,36,36,33,35,34,32,32,31,32,4,1
Christine Donohue,,0,34,2,1,0,0,32,35,31,34,33,32,31,30,32,30,29,30,2,1
David Wecht,,,0,2,0,0,0,34,37,34,35,35,34,34,32,33,31,31,32,3,1
Judy Olson,,,,0,9,8,0,5,4,3,2,3,4,2,3,3,2,3,1,4,1
Mike George,,,,,0,9,0,4,3,4,2,3,5,3,4,3,3,4,2,5,1
Anne Covey,,,,,,0,0,4,3,3,2,3,3,3,3,3,3,3,2,4,1
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ken Powell,,,,,,,,1,38,36,36,37,35,36,34,35,33,33,33,3,1
Tracy B Roman,,,,,,,,,0,37,38,39,36,37,35,35,34,33,33,2,1
Abbe Fletman,,,,,,,,,,0,37,37,36,38,36,34,34,34,34,4,1
Kai Scott,,,,,,,,,,,0,39,36,37,34,35,34,33,34,3,1
Mia Roberts Perez,,,,,,,,,,,,0,37,37,34,36,34,34,34,3,1
Chris Mallios,,,,,,,,,,,,,0,35,35,36,33,35,34,4,1
Lyris Younge,,,,,,,,,,,,,,0,35,34,34,33,34,3,1
Michael Fanning,,,,,,,,,,,,,,,0,34,34,34,34,4,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,33,34,34,3,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,32,33,2,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,33,3,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,0,3,1
