col_1,col_2,division
,District Council 1st District,All
,Mark F Squilla,All
Mark F Squilla,"3,789",All
Total,"3,789",All
,District Council 1st District,1
,Mark F Squilla,1
Mark F Squilla,237,1
Total,237,1
,District Council 1st District,2
,Mark F Squilla,2
Mark F Squilla,131,2
Total,131,2
,District Council 1st District,3
,Mark F Squilla,3
Mark F Squilla,110,3
Total,110,3
,District Council 1st District,4
,Mark F Squilla,4
Mark F Squilla,134,4
Total,134,4
,District Council 1st District,5
,Mark F Squilla,5
Mark F Squilla,169,5
Total,169,5
,District Council 1st District,6
,Mark F Squilla,6
Mark F Squilla,177,6
Total,177,6
,District Council 1st District,7
,Mark F Squilla,7
Mark F Squilla,176,7
Total,176,7
,District Council 1st District,8
,Mark F Squilla,8
Mark F Squilla,102,8
Total,102,8
,District Council 1st District,10
,Mark F Squilla,10
Mark F Squilla,146,10
Total,146,10
,District Council 1st District,11
,Mark F Squilla,11
Mark F Squilla,148,11
Total,148,11
,District Council 1st District,12
,Mark F Squilla,12
Mark F Squilla,169,12
Total,169,12
,District Council 1st District,13
,Mark F Squilla,13
Mark F Squilla,51,13
Total,51,13
,District Council 1st District,14
,Mark F Squilla,14
Mark F Squilla,183,14
Total,183,14
,District Council 1st District,15
,Mark F Squilla,15
Mark F Squilla,212,15
Total,212,15
,District Council 1st District,16
,Mark F Squilla,16
Mark F Squilla,260,16
Total,260,16
,District Council 1st District,17
,Mark F Squilla,17
Mark F Squilla,171,17
Total,171,17
,District Council 1st District,18
,Mark F Squilla,18
Mark F Squilla,159,18
Total,159,18
,District Council 1st District,23
,Mark F Squilla,23
Mark F Squilla,233,23
Total,233,23
,District Council 1st District,24
,Mark F Squilla,24
Mark F Squilla,176,24
Total,176,24
,District Council 1st District,25
,Mark F Squilla,25
Mark F Squilla,171,25
Total,171,25
,District Council 1st District,26
,Mark F Squilla,26
Mark F Squilla,242,26
Total,242,26
,District Council 1st District,27
,Mark F Squilla,27
Mark F Squilla,232,27
Total,232,27
