col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,1
,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Sheila E Armstrong,Terry Tracy,John Staggs,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Jannie L Blackwell,1
Helen Gym,3,147,144,127,118,73,71,17,13,11,12,9,7,3,157,1
Blondell Reynolds Brown,,2,132,113,102,42,33,10,5,1,6,5,3,0,130,1
William K Greenlee,,,1,112,98,41,33,8,1,2,7,4,2,1,124,1
Derek S Green,,,,0,96,28,25,7,3,4,5,4,3,1,116,1
Allan Domb,,,,,1,17,23,9,4,7,4,3,4,2,99,1
Kristin Combs,,,,,,1,46,4,16,7,16,2,3,1,57,1
Andrew C Stober,,,,,,,1,3,12,9,10,5,2,1,47,1
David Oh,,,,,,,,0,1,5,1,5,6,4,12,1
Sheila E Armstrong,,,,,,,,,0,5,10,0,0,3,11,1
Terry Tracy,,,,,,,,,,0,1,4,5,8,5,1
John Staggs,,,,,,,,,,,0,0,0,0,11,1
Dennis M O Brien,,,,,,,,,,,,0,5,3,7,1
Al Taubenberger,,,,,,,,,,,,,0,4,4,1
Daniel Tinney,,,,,,,,,,,,,,0,2,1
Jannie L Blackwell,,,,,,,,,,,,,,,4,1
Total,224,158,156,140,131,87,85,24,21,20,19,13,11,8,184,1
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,2
,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,John Staggs,Sheila E Armstrong,Dennis M O Brien,Terry Tracy,Al Taubenberger,Daniel Tinney,Jannie L Blackwell,2
Helen Gym,1,133,132,118,107,55,49,11,14,12,3,3,3,0,136,2
Blondell Reynolds Brown,,1,120,115,101,26,26,11,5,2,4,3,2,0,127,2
Derek S Green,,,0,111,104,22,26,9,2,2,4,1,4,0,119,2
William K Greenlee,,,,1,93,20,23,4,4,3,2,1,0,0,112,2
Allan Domb,,,,,0,6,11,7,2,0,1,1,2,0,100,2
Kristin Combs,,,,,,1,32,4,13,12,2,1,0,0,32,2
Andrew C Stober,,,,,,,2,2,10,9,2,4,1,1,30,2
David Oh,,,,,,,,0,0,1,8,5,8,5,11,2
John Staggs,,,,,,,,,0,6,1,0,0,0,9,2
Sheila E Armstrong,,,,,,,,,,0,0,0,0,0,8,2
Dennis M O Brien,,,,,,,,,,,0,5,5,5,5,2
Terry Tracy,,,,,,,,,,,,0,5,5,4,2
Al Taubenberger,,,,,,,,,,,,,0,4,6,2
Daniel Tinney,,,,,,,,,,,,,,0,1,2
Jannie L Blackwell,,,,,,,,,,,,,,,4,2
Total,181,148,139,128,113,60,57,20,16,14,12,10,9,5,159,2
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,3
,Jannie L Blackwell,Blondell Reynolds Brown,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,John Staggs,David Oh,Sheila E Armstrong,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,3
Jannie L Blackwell,9,134,126,116,104,103,23,14,11,10,9,4,4,2,0,3
Blondell Reynolds Brown,,2,126,113,109,103,20,16,9,7,3,4,2,0,0,3
Helen Gym,,,2,116,109,98,34,24,14,8,10,3,5,1,0,3
Derek S Green,,,,1,99,94,17,8,8,3,4,3,3,1,0,3
William K Greenlee,,,,,2,96,11,13,5,2,4,3,0,1,0,3
Allan Domb,,,,,,0,12,3,4,4,1,3,1,1,0,3
Kristin Combs,,,,,,,0,14,15,4,11,0,0,1,0,3
Andrew C Stober,,,,,,,,0,7,0,4,0,3,0,0,3
John Staggs,,,,,,,,,0,1,5,0,2,0,0,3
David Oh,,,,,,,,,,0,4,4,2,2,1,3
Sheila E Armstrong,,,,,,,,,,,0,0,0,1,0,3
Dennis M O Brien,,,,,,,,,,,,0,1,2,1,3
Terry Tracy,,,,,,,,,,,,,0,1,1,3
Daniel Tinney,,,,,,,,,,,,,,1,1,3
Al Taubenberger,,,,,,,,,,,,,,,0,3
Total,173,155,154,132,124,112,38,26,18,13,13,6,6,5,1,3
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,4
,Jannie L Blackwell,Derek S Green,Blondell Reynolds Brown,Helen Gym,William K Greenlee,Allan Domb,David Oh,Andrew C Stober,Kristin Combs,Daniel Tinney,Dennis M O Brien,John Staggs,Terry Tracy,Al Taubenberger,Sheila E Armstrong,4
Jannie L Blackwell,6,92,92,85,84,84,6,1,2,3,1,1,0,0,1,4
Derek S Green,,0,86,85,85,85,5,1,2,2,2,0,2,1,0,4
Blondell Reynolds Brown,,,0,87,84,82,6,3,3,2,1,1,0,0,1,4
Helen Gym,,,,1,86,82,5,5,6,1,1,1,1,0,1,4
William K Greenlee,,,,,0,80,3,2,2,1,1,0,0,0,1,4
Allan Domb,,,,,,0,5,0,1,3,0,0,0,0,0,4
David Oh,,,,,,,1,0,0,1,0,0,0,0,0,4
Andrew C Stober,,,,,,,,0,4,0,0,2,1,0,0,4
Kristin Combs,,,,,,,,,0,0,0,1,1,0,0,4
Daniel Tinney,,,,,,,,,,0,1,0,1,1,0,4
Dennis M O Brien,,,,,,,,,,,0,0,1,1,0,4
John Staggs,,,,,,,,,,,,0,0,0,0,4
Terry Tracy,,,,,,,,,,,,,0,1,0,4
Al Taubenberger,,,,,,,,,,,,,,0,0,4
Sheila E Armstrong,,,,,,,,,,,,,,,0,4
Total,112,100,98,96,92,89,8,6,6,4,2,2,2,1,1,4
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,5
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Andrew C Stober,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,5
Jannie L Blackwell,5,128,124,120,111,114,5,3,2,1,2,1,1,0,0,5
Blondell Reynolds Brown,,3,116,115,110,112,5,2,1,0,1,1,1,0,0,5
Derek S Green,,,0,113,110,113,3,2,1,0,0,0,0,0,0,5
William K Greenlee,,,,1,112,112,5,3,3,1,1,1,2,1,0,5
Allan Domb,,,,,0,109,2,2,1,1,0,0,1,1,0,5
Helen Gym,,,,,,0,2,1,0,0,1,0,0,0,0,5
David Oh,,,,,,,0,2,3,1,1,2,1,0,0,5
Terry Tracy,,,,,,,,0,2,2,1,1,1,1,0,5
Al Taubenberger,,,,,,,,,0,2,1,1,1,0,0,5
Dennis M O Brien,,,,,,,,,,0,1,1,0,0,0,5
Andrew C Stober,,,,,,,,,,,0,0,0,0,0,5
Daniel Tinney,,,,,,,,,,,,0,0,0,0,5
Kristin Combs,,,,,,,,,,,,,0,1,0,5
Sheila E Armstrong,,,,,,,,,,,,,,0,0,5
John Staggs,,,,,,,,,,,,,,,0,5
Total,146,132,125,125,116,115,8,5,4,3,2,2,2,1,0,5
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,6
,Jannie L Blackwell,Blondell Reynolds Brown,Derek S Green,Helen Gym,William K Greenlee,Allan Domb,David Oh,Terry Tracy,Dennis M O Brien,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Kristin Combs,Sheila E Armstrong,6
Jannie L Blackwell,8,135,133,128,129,123,5,4,1,0,0,0,0,0,0,6
Blondell Reynolds Brown,,0,127,126,128,125,5,4,1,0,0,0,0,0,0,6
Derek S Green,,,1,126,126,123,3,3,1,0,0,0,0,0,0,6
Helen Gym,,,,1,124,122,5,4,1,0,0,0,0,0,0,6
William K Greenlee,,,,,1,121,5,3,1,0,0,0,0,0,0,6
Allan Domb,,,,,,1,3,2,0,0,0,0,0,0,0,6
David Oh,,,,,,,0,3,0,0,0,0,0,0,0,6
Terry Tracy,,,,,,,,0,0,0,0,0,0,0,0,6
Dennis M O Brien,,,,,,,,,0,0,0,0,0,0,0,6
Al Taubenberger,,,,,,,,,,0,0,0,0,0,0,6
Andrew C Stober,,,,,,,,,,,0,0,0,0,0,6
Daniel Tinney,,,,,,,,,,,,0,0,0,0,6
John Staggs,,,,,,,,,,,,,0,0,0,6
Kristin Combs,,,,,,,,,,,,,,0,0,6
Sheila E Armstrong,,,,,,,,,,,,,,,0,6
Total,155,138,137,133,132,127,6,5,1,0,0,0,0,0,0,6
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,7
,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,John Staggs,Terry Tracy,Sheila E Armstrong,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Jannie L Blackwell,7
Helen Gym,0,122,119,100,90,48,48,13,13,8,7,2,0,1,126,7
Blondell Reynolds Brown,,1,113,105,87,34,26,12,5,3,1,2,2,1,125,7
William K Greenlee,,,0,95,83,27,25,9,3,4,3,2,1,1,111,7
Derek S Green,,,,0,81,22,15,8,1,5,2,0,2,0,103,7
Allan Domb,,,,,0,17,13,9,1,3,3,1,2,1,92,7
Andrew C Stober,,,,,,0,31,7,9,4,5,0,1,1,33,7
Kristin Combs,,,,,,,1,6,14,2,7,1,0,0,33,7
David Oh,,,,,,,,0,0,4,1,5,5,4,12,7
John Staggs,,,,,,,,,0,1,4,0,0,0,6,7
Terry Tracy,,,,,,,,,,0,1,2,4,3,7,7
Sheila E Armstrong,,,,,,,,,,,0,0,0,0,6,7
Al Taubenberger,,,,,,,,,,,,0,3,4,2,7
Dennis M O Brien,,,,,,,,,,,,,0,4,3,7
Daniel Tinney,,,,,,,,,,,,,,0,2,7
Jannie L Blackwell,,,,,,,,,,,,,,,2,7
Total,157,141,126,115,102,56,55,24,15,12,9,6,6,5,151,7
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,8
,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Sheila E Armstrong,Daniel Tinney,John Staggs,Jannie L Blackwell,8
Helen Gym,8,106,110,98,89,45,38,9,8,7,6,7,2,8,108,8
Blondell Reynolds Brown,,1,97,91,78,25,17,7,4,2,2,1,1,1,104,8
Derek S Green,,,0,86,89,32,20,3,5,5,5,1,1,2,95,8
William K Greenlee,,,,0,73,19,12,4,2,1,1,1,0,2,83,8
Allan Domb,,,,,0,18,8,2,2,4,5,0,1,0,81,8
Andrew C Stober,,,,,,1,28,3,6,5,4,7,0,4,29,8
Kristin Combs,,,,,,,1,1,3,4,0,9,0,7,23,8
David Oh,,,,,,,,0,9,9,8,1,7,1,10,8
Dennis M O Brien,,,,,,,,,0,9,9,2,7,0,9,8
Terry Tracy,,,,,,,,,,0,9,2,9,0,9,8
Al Taubenberger,,,,,,,,,,,0,0,8,0,7,8
Sheila E Armstrong,,,,,,,,,,,,0,0,4,4,8
Daniel Tinney,,,,,,,,,,,,,0,0,4,8
John Staggs,,,,,,,,,,,,,,0,5,8
Jannie L Blackwell,,,,,,,,,,,,,,,2,8
Total,160,123,119,101,96,57,43,20,18,17,16,10,9,9,134,8
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,9
,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Allan Domb,Andrew C Stober,Kristin Combs,John Staggs,David Oh,Sheila E Armstrong,Terry Tracy,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Jannie L Blackwell,9
Helen Gym,2,112,104,95,84,49,46,14,12,12,6,3,1,0,117,9
Blondell Reynolds Brown,,2,95,83,77,28,30,4,11,5,1,0,0,0,104,9
William K Greenlee,,,1,81,77,20,22,4,9,5,2,1,0,1,91,9
Derek S Green,,,,0,76,19,23,6,8,6,5,2,0,0,92,9
Allan Domb,,,,,0,14,10,4,7,1,4,2,0,1,81,9
Andrew C Stober,,,,,,0,32,12,1,9,6,2,2,0,37,9
Kristin Combs,,,,,,,0,20,1,11,1,2,1,0,38,9
John Staggs,,,,,,,,0,0,7,1,1,1,0,12,9
David Oh,,,,,,,,,0,0,1,2,0,1,14,9
Sheila E Armstrong,,,,,,,,,,0,1,0,2,0,10,9
Terry Tracy,,,,,,,,,,,1,1,1,0,4,9
Dennis M O Brien,,,,,,,,,,,,0,0,0,4,9
Daniel Tinney,,,,,,,,,,,,,0,0,1,9
Al Taubenberger,,,,,,,,,,,,,,0,1,9
Jannie L Blackwell,,,,,,,,,,,,,,,4,9
Total,154,128,111,109,94,57,57,21,16,15,9,5,2,1,145,9
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,10
,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,Terry Tracy,David Oh,Sheila E Armstrong,Al Taubenberger,John Staggs,Daniel Tinney,Dennis M O Brien,Jannie L Blackwell,10
Helen Gym,3,101,92,92,84,25,24,8,5,4,1,2,0,0,93,10
Derek S Green,,0,88,88,82,20,17,6,2,3,0,1,0,0,91,10
Blondell Reynolds Brown,,,2,88,84,11,7,1,5,2,1,1,0,0,95,10
William K Greenlee,,,,0,88,9,3,1,5,2,1,1,0,0,87,10
Allan Domb,,,,,0,4,2,2,5,1,2,0,0,0,84,10
Kristin Combs,,,,,,0,18,6,0,7,0,2,0,0,16,10
Andrew C Stober,,,,,,,1,6,1,4,1,1,0,0,11,10
Terry Tracy,,,,,,,,0,2,0,2,0,1,1,2,10
David Oh,,,,,,,,,0,0,2,0,1,1,4,10
Sheila E Armstrong,,,,,,,,,,0,0,2,0,0,6,10
Al Taubenberger,,,,,,,,,,,0,0,1,1,0,10
John Staggs,,,,,,,,,,,,0,0,0,2,10
Daniel Tinney,,,,,,,,,,,,,0,1,0,10
Dennis M O Brien,,,,,,,,,,,,,,0,0,10
Jannie L Blackwell,,,,,,,,,,,,,,,5,10
Total,122,110,108,99,95,28,27,9,8,7,3,3,1,1,119,10
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,11
,Jannie L Blackwell,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Kristin Combs,Terry Tracy,Andrew C Stober,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,John Staggs,Sheila E Armstrong,11
Jannie L Blackwell,2,160,160,162,160,157,6,5,4,2,1,1,1,4,3,11
Helen Gym,,1,161,158,158,157,8,3,7,4,0,0,0,2,2,11
