col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor,,,,,Judge Of The Municipal Court,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Christine Hope,Sharon Williams Losier,Joffie C Pittman,All
Jim Kenney,"38,594",0,0,0,0,"141,791","133,577","132,085",All
Melissa Murray Bailey,,"5,566",0,0,0,"24,227","6,941","6,987",All
James Foster,,,358,0,0,"1,055",815,870,All
Osborne Hart,,,,270,0,728,717,796,All
Boris Kindij,,,,,68,186,168,174,All
Christine Hope,,,,,,"3,034","130,729","129,817",All
Sharon Williams Losier,,,,,,,"1,240","130,591",All
Joffie C Pittman,,,,,,,,"1,051",All
Total,"201,248","31,133","1,678","1,213",320,"173,196","145,709","144,222",All
