col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,All
Kevin M Dougherty,121,"1,614","1,577",66,43,14,15,"1,653","1,620","1,619","1,580","1,574","1,553","1,457","1,447","1,430","1,415","1,407","1,396",167,All
Christine Donohue,,19,"1,583",67,28,19,12,"1,515","1,510","1,507","1,486","1,484","1,475","1,395","1,391","1,367","1,350","1,355","1,347",123,All
David Wecht,,,13,35,9,14,8,"1,499","1,471","1,477","1,462","1,468","1,450","1,350","1,354","1,343","1,318","1,327","1,321",100,All
Judy Olson,,,,3,212,189,8,83,87,81,69,68,76,93,87,69,77,81,72,250,All
Anne Covey,,,,,2,178,5,57,62,54,47,46,50,72,57,51,57,59,52,216,All
Mike George,,,,,,2,7,40,42,33,31,26,30,44,42,36,40,39,33,205,All
Paul P Panepinto,,,,,,,1,16,19,14,17,17,18,19,18,17,16,17,18,17,All
Ken Powell,,,,,,,,2,"1,606","1,582","1,575","1,577","1,567","1,453","1,458","1,444","1,427","1,436","1,413",144,All
Tracy B Roman,,,,,,,,,2,"1,600","1,576","1,585","1,571","1,471","1,450","1,444","1,429","1,437","1,420",149,All
Mia Roberts Perez,,,,,,,,,,2,"1,572","1,580","1,566","1,462","1,442","1,436","1,416","1,429","1,419",137,All
Kai Scott,,,,,,,,,,,2,"1,577","1,559","1,434","1,435","1,426","1,400","1,422","1,411",125,All
Lyris Younge,,,,,,,,,,,,0,"1,562","1,447","1,435","1,434","1,412","1,425","1,417",128,All
Abbe Fletman,,,,,,,,,,,,,0,"1,449","1,440","1,433","1,415","1,422","1,415",129,All
Stephanie M Sawyer,,,,,,,,,,,,,,1,"1,461","1,452","1,442","1,451","1,426",153,All
Michael Fanning,,,,,,,,,,,,,,,0,"1,446","1,435","1,444","1,417",156,All
Daine Grey Jr,,,,,,,,,,,,,,,,0,"1,416","1,427","1,417",134,All
Scott Diclaudio,,,,,,,,,,,,,,,,,0,"1,424","1,405",134,All
Chris Mallios,,,,,,,,,,,,,,,,,,0,"1,419",134,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,124,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,2,All
Total,"2,139","1,778","1,708",315,255,230,31,"1,767","1,728","1,726","1,665","1,643","1,639","1,552","1,532","1,504","1,486","1,485","1,466",415,All
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Tracy B Roman,Mia Roberts Perez,Ken Powell,Abbe Fletman,Lyris Younge,Kai Scott,Daine Grey Jr,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Michael Fanning,Rainy Papademetriou,Vincent Furlong,1
Kevin M Dougherty,4,71,69,1,2,0,0,70,68,67,68,68,67,65,65,65,63,63,63,4,1
Christine Donohue,,0,68,0,1,0,0,69,68,67,67,68,65,64,65,63,62,62,62,2,1
David Wecht,,,0,1,0,0,0,67,68,68,67,67,65,64,64,63,63,64,63,3,1
Judy Olson,,,,0,10,9,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1
Anne Covey,,,,,0,9,0,2,2,1,1,2,2,2,2,1,1,0,1,10,1
Mike George,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,0,70,67,69,69,67,65,66,63,64,63,64,3,1
Mia Roberts Perez,,,,,,,,,0,68,68,69,67,66,65,63,64,64,64,3,1
Ken Powell,,,,,,,,,,0,67,68,65,66,65,64,64,64,63,3,1
Abbe Fletman,,,,,,,,,,,0,68,66,64,65,63,64,63,64,3,1
Lyris Younge,,,,,,,,,,,,0,67,65,65,64,64,63,64,3,1
Kai Scott,,,,,,,,,,,,,0,65,65,63,64,63,64,3,1
Daine Grey Jr,,,,,,,,,,,,,,0,66,63,64,64,63,3,1
Stephanie M Sawyer,,,,,,,,,,,,,,,0,63,64,63,63,3,1
Scott Diclaudio,,,,,,,,,,,,,,,,0,63,62,62,3,1
Chris Mallios,,,,,,,,,,,,,,,,,0,63,63,3,1
Michael Fanning,,,,,,,,,,,,,,,,,,0,62,2,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,1
Total,83,75,73,13,11,9,0,73,72,71,70,70,68,67,67,65,64,64,64,18,1
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Lyris Younge,Rainy Papademetriou,Michael Fanning,Chris Mallios,Daine Grey Jr,Scott Diclaudio,Stephanie M Sawyer,Vincent Furlong,2
David Wecht,2,46,45,3,0,0,0,47,46,47,45,45,45,42,41,40,40,40,40,1,2
Christine Donohue,,0,44,2,0,0,0,45,47,46,44,44,44,42,41,40,40,40,40,1,2
Kevin M Dougherty,,,1,1,1,0,0,47,46,45,45,45,45,40,40,40,40,40,40,1,2
Judy Olson,,,,0,4,3,0,0,1,1,0,0,0,2,1,0,0,0,0,4,2
Mike George,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Anne Covey,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ken Powell,,,,,,,,0,45,45,45,45,45,40,40,40,40,40,40,0,2
Mia Roberts Perez,,,,,,,,,0,46,45,45,45,41,40,40,40,40,40,1,2
Tracy B Roman,,,,,,,,,,0,45,45,45,41,40,40,40,40,40,1,2
Abbe Fletman,,,,,,,,,,,0,45,45,40,40,40,40,40,40,0,2
Kai Scott,,,,,,,,,,,,0,45,40,40,40,40,40,40,0,2
Lyris Younge,,,,,,,,,,,,,0,40,40,40,40,40,40,0,2
Rainy Papademetriou,,,,,,,,,,,,,,0,41,40,40,40,40,1,2
Michael Fanning,,,,,,,,,,,,,,,0,40,40,40,40,0,2
Chris Mallios,,,,,,,,,,,,,,,,0,40,40,40,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,0,40,40,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,40,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,2
Total,53,50,50,7,5,4,0,50,49,48,45,45,45,42,41,40,40,40,40,5,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ken Powell,Mia Roberts Perez,Kai Scott,Lyris Younge,Michael Fanning,Tracy B Roman,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Daine Grey Jr,Stephanie M Sawyer,Abbe Fletman,Vincent Furlong,3
Kevin M Dougherty,7,38,35,3,1,1,0,47,43,42,41,41,42,38,38,38,37,36,33,8,3
David Wecht,,0,38,3,2,0,1,40,37,37,37,35,36,35,35,34,35,35,31,3,3
Christine Donohue,,,0,1,0,0,1,36,35,35,34,33,34,33,34,33,34,33,31,1,3
Judy Olson,,,,0,6,6,0,3,1,1,1,4,1,3,2,1,0,2,1,8,3
Mike George,,,,,0,5,0,2,1,1,1,2,1,2,2,1,1,2,1,7,3
Anne Covey,,,,,,0,0,2,1,1,1,2,1,2,2,1,0,1,1,6,3
Paul P Panepinto,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3
Ken Powell,,,,,,,,0,42,42,42,40,41,40,40,39,38,37,34,6,3
Mia Roberts Perez,,,,,,,,,0,43,43,40,42,38,37,38,36,37,34,5,3
Kai Scott,,,,,,,,,,1,42,39,41,38,38,38,37,37,34,5,3
Lyris Younge,,,,,,,,,,,0,38,42,38,37,38,36,37,34,5,3
Michael Fanning,,,,,,,,,,,,0,38,40,38,38,36,37,33,6,3
Tracy B Roman,,,,,,,,,,,,,0,38,37,38,36,37,34,5,3
Chris Mallios,,,,,,,,,,,,,,0,38,38,36,37,33,5,3
Scott Diclaudio,,,,,,,,,,,,,,,0,38,37,37,32,6,3
Rainy Papademetriou,,,,,,,,,,,,,,,,0,37,37,32,5,3
Daine Grey Jr,,,,,,,,,,,,,,,,,0,35,32,3,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,31,5,3
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,2,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,3
Total,61,43,39,10,7,6,1,51,46,45,43,43,43,40,40,39,38,38,35,14,3
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Michael Fanning,Vincent Furlong,4
Kevin M Dougherty,6,74,69,0,1,0,0,72,71,71,69,68,70,63,62,60,61,61,59,5,4
Christine Donohue,,2,71,0,1,1,0,70,70,68,69,69,68,63,61,59,61,61,60,4,4
David Wecht,,,0,0,0,1,0,66,66,66,66,66,66,60,60,58,59,60,60,3,4
Anne Covey,,,,0,6,6,0,4,1,3,3,2,1,3,2,3,2,2,2,6,4
Judy Olson,,,,,0,6,0,4,2,4,4,3,2,4,3,4,3,3,2,7,4
Mike George,,,,,,0,0,4,2,4,4,3,2,4,3,4,2,3,3,7,4
Paul P Panepinto,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mia Roberts Perez,,,,,,,,0,70,72,71,71,72,66,64,63,64,64,62,8,4
Ken Powell,,,,,,,,,0,69,69,71,68,63,63,60,62,62,60,5,4
Tracy B Roman,,,,,,,,,,0,71,70,70,65,64,63,63,64,62,8,4
Kai Scott,,,,,,,,,,,1,71,69,64,63,63,62,63,62,7,4
Abbe Fletman,,,,,,,,,,,,0,69,64,64,61,63,63,62,6,4
Lyris Younge,,,,,,,,,,,,,0,64,63,61,62,63,61,6,4
Stephanie M Sawyer,,,,,,,,,,,,,,0,65,63,63,64,62,8,4
Scott Diclaudio,,,,,,,,,,,,,,,0,62,63,64,62,7,4
Chris Mallios,,,,,,,,,,,,,,,,0,61,62,60,6,4
Daine Grey Jr,,,,,,,,,,,,,,,,,0,63,61,6,4
Rainy Papademetriou,,,,,,,,,,,,,,,,,,0,62,7,4
Michael Fanning,,,,,,,,,,,,,,,,,,,0,6,4
Vincent Furlong,,,,,,,,,,,,,,,,,,,,1,4
Total,95,85,75,7,7,7,1,80,77,77,76,73,73,68,65,64,64,64,63,13,4
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Mia Roberts Perez,Ken Powell,Tracy B Roman,Abbe Fletman,Kai Scott,Lyris Younge,Daine Grey Jr,Stephanie M Sawyer,Chris Mallios,Michael Fanning,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,5
Kevin M Dougherty,10,28,28,3,3,0,0,46,44,43,41,41,40,38,37,37,36,36,35,7,5
Christine Donohue,,1,31,0,0,0,0,30,28,29,27,28,29,25,25,25,25,25,23,1,5
David Wecht,,,0,0,0,0,0,29,29,29,27,28,29,25,25,25,25,25,23,1,5
