col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large,,,,,,,,,,,,,,Sheriff,,All
,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Blondell Reynolds Brown,Andrew C Stober,David Oh,Kristin Combs,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Sheila E Armstrong,John Staggs,Jewell Williams,Christopher Sawyer,All
Helen Gym,65,"2,732","2,491","2,305","2,376",722,259,607,282,125,106,80,89,63,"2,385",477,All
Derek S Green,,16,"2,393","2,177","2,320",545,203,440,232,104,67,58,48,26,"2,283",335,All
William K Greenlee,,,11,"1,994","2,256",327,215,396,73,118,76,51,45,27,"2,178",268,All
Allan Domb,,,,31,"1,862",432,242,187,279,154,152,97,50,25,"1,941",432,All
Blondell Reynolds Brown,,,,,12,297,178,366,55,61,54,31,42,20,"2,156",174,All
Andrew C Stober,,,,,,30,83,293,224,53,57,40,70,44,371,308,All
David Oh,,,,,,,14,61,320,355,327,300,28,9,227,435,All
Kristin Combs,,,,,,,,13,46,36,37,21,99,69,404,157,All
Terry Tracy,,,,,,,,,2,333,348,342,19,9,118,500,All
Dennis M O Brien,,,,,,,,,,9,348,332,15,1,102,410,All
Al Taubenberger,,,,,,,,,,,2,334,20,3,71,432,All
Daniel Tinney,,,,,,,,,,,,0,12,2,45,385,All
Sheila E Armstrong,,,,,,,,,,,,,1,33,70,54,All
John Staggs,,,,,,,,,,,,,,1,47,28,All
Jewell Williams,,,,,,,,,,,,,,,20,0,All
Christopher Sawyer,,,,,,,,,,,,,,,,4,All
Total,"3,469","3,074","2,822","2,730","2,695",965,767,753,707,588,551,459,153,92,"2,798","1,052",All
,Council At Large,,,,,,,,,,,,,,Sheriff,,1
,Helen Gym,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,Jewell Williams,Christopher Sawyer,1
Helen Gym,3,216,207,198,194,26,24,9,9,3,4,2,9,2,190,22,1
Derek S Green,,1,200,193,187,18,22,9,7,3,3,3,4,1,184,17,1
William K Greenlee,,,0,188,183,14,22,6,0,6,4,3,5,1,174,16,1
Blondell Reynolds Brown,,,,0,174,10,17,9,3,2,1,2,5,1,174,13,1
Allan Domb,,,,,1,16,4,9,7,6,5,2,5,0,172,12,1
Andrew C Stober,,,,,,1,4,1,9,1,3,1,5,1,7,12,1
Kristin Combs,,,,,,,0,1,2,1,1,1,4,1,15,6,1
David Oh,,,,,,,,1,15,14,13,13,1,0,9,15,1
Terry Tracy,,,,,,,,,0,13,15,13,0,0,4,18,1
Al Taubenberger,,,,,,,,,,0,13,13,1,0,5,13,1
Dennis M O Brien,,,,,,,,,,,0,12,0,0,2,15,1
Daniel Tinney,,,,,,,,,,,,0,0,0,3,13,1
Sheila E Armstrong,,,,,,,,,,,,,0,1,5,4,1
John Staggs,,,,,,,,,,,,,,1,1,1,1
Jewell Williams,,,,,,,,,,,,,,,1,0,1
Christopher Sawyer,,,,,,,,,,,,,,,,0,1
Total,248,230,220,213,209,33,28,27,25,20,20,17,10,3,207,38,1
,Council At Large,,,,,,,,,,,,,,Sheriff,,2
,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,Jewell Williams,Christopher Sawyer,2
Helen Gym,1,200,182,180,162,51,43,22,22,6,12,8,5,4,182,25,2
Derek S Green,,0,173,165,160,35,32,17,20,7,9,5,2,1,174,21,2
William K Greenlee,,,1,158,162,23,33,19,7,6,10,5,3,0,173,15,2
Allan Domb,,,,2,142,30,22,15,14,11,9,6,3,2,155,27,2
Blondell Reynolds Brown,,,,,1,15,20,16,3,4,2,6,2,0,164,9,2
Andrew C Stober,,,,,,1,20,5,15,2,2,1,2,1,27,10,2
Kristin Combs,,,,,,,2,2,6,4,3,2,4,3,29,10,2
David Oh,,,,,,,,0,13,13,12,11,2,0,27,12,2
Terry Tracy,,,,,,,,,0,9,9,9,2,2,12,16,2
Al Taubenberger,,,,,,,,,,0,11,11,1,0,6,15,2
Dennis M O Brien,,,,,,,,,,,0,11,0,0,8,11,2
Daniel Tinney,,,,,,,,,,,,0,0,0,5,13,2
Sheila E Armstrong,,,,,,,,,,,,,0,1,4,2,2
John Staggs,,,,,,,,,,,,,,0,2,2,2
Jewell Williams,,,,,,,,,,,,,,,2,0,2
Christopher Sawyer,,,,,,,,,,,,,,,,0,2
Total,251,224,212,207,191,60,56,42,36,26,26,20,8,4,218,45,2
,Council At Large,,,,,,,,,,,,,,Sheriff,,3
,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Al Taubenberger,Daniel Tinney,Terry Tracy,Dennis M O Brien,John Staggs,Sheila E Armstrong,Jewell Williams,Christopher Sawyer,3
Helen Gym,18,234,222,213,130,65,52,18,7,8,6,3,8,5,167,32,3
Derek S Green,,2,215,216,121,39,33,17,3,4,6,2,1,1,161,22,3
