col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Kristin Combs,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Andrew C Stober,Sheila E Armstrong,John Staggs,Ken Powell,Mia Roberts Perez,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Michael Fanning,Chris Mallios,Scott Diclaudio,Vincent Furlong,All
Blondell Reynolds Brown,22,761,755,733,731,27,4,12,5,3,2,6,7,5,757,745,747,741,731,727,647,629,617,621,620,618,15,All
Derek S Green,,9,743,737,729,23,6,13,4,2,2,8,8,4,760,750,749,752,732,728,637,626,614,615,617,609,17,All
William K Greenlee,,,4,724,717,21,4,10,3,3,0,7,6,3,731,729,728,724,714,713,623,614,606,610,610,605,15,All
Allan Domb,,,,10,704,16,6,8,2,1,0,4,4,3,714,718,709,709,696,695,611,607,597,598,598,595,12,All
Helen Gym,,,,,5,19,6,12,2,2,3,12,5,4,715,721,714,711,699,698,622,614,607,606,608,600,13,All
David Oh,,,,,,1,19,2,16,16,14,3,5,1,24,27,23,27,22,20,25,21,15,18,17,16,24,All
Terry Tracy,,,,,,,0,2,16,16,13,3,2,1,9,8,11,9,8,9,9,9,7,8,8,7,21,All
Kristin Combs,,,,,,,,0,0,1,0,9,6,8,19,19,18,19,18,19,16,17,16,15,16,15,2,All
Dennis M O Brien,,,,,,,,,1,15,13,0,0,0,5,3,5,4,5,5,6,6,4,5,5,4,17,All
Daniel Tinney,,,,,,,,,,0,12,1,1,1,6,6,6,6,5,6,5,6,4,6,6,5,18,All
Al Taubenberger,,,,,,,,,,,0,0,0,0,3,2,4,3,3,3,3,2,2,2,2,1,12,All
