col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,Chris Mallios,Michael Fanning,Vincent Furlong,All
Kevin M Dougherty,56,670,663,7,5,6,5,958,926,912,903,898,895,828,826,823,824,822,823,16,All
Christine Donohue,,10,682,7,6,2,1,675,653,654,645,645,636,584,579,580,577,579,577,15,All
David Wecht,,,17,6,3,0,1,649,647,646,629,634,626,568,563,566,565,564,562,11,All
Judy Olson,,,,3,34,36,2,12,11,10,10,10,9,7,9,7,9,10,7,41,All
Mike George,,,,,0,33,2,7,10,7,8,6,7,8,8,7,7,8,7,38,All
Anne Covey,,,,,,0,3,10,9,10,8,8,8,7,9,7,7,8,7,35,All
Paul P Panepinto,,,,,,,0,5,7,6,6,6,5,3,4,4,3,4,4,3,All
Mia Roberts Perez,,,,,,,,12,913,928,914,913,913,847,843,840,839,838,839,18,All
Ken Powell,,,,,,,,,1,920,912,915,909,834,837,832,832,829,834,19,All
Tracy B Roman,,,,,,,,,,5,915,918,917,839,840,834,837,834,836,17,All
Kai Scott,,,,,,,,,,,0,917,911,835,835,835,832,836,836,19,All
Abbe Fletman,,,,,,,,,,,,1,914,835,839,835,837,836,839,16,All
Lyris Younge,,,,,,,,,,,,,0,836,840,835,832,832,838,17,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,840,838,838,837,838,15,All
Scott Diclaudio,,,,,,,,,,,,,,,1,839,838,839,840,14,All
Daine Grey Jr,,,,,,,,,,,,,,,,0,836,838,840,16,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,836,838,14,All
Chris Mallios,,,,,,,,,,,,,,,,,,0,835,16,All
Michael Fanning,,,,,,,,,,,,,,,,,,,0,15,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,125",776,760,55,45,44,10,"1,049",976,970,941,935,933,861,856,851,851,850,849,60,All
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Ken Powell,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Chris Mallios,Daine Grey Jr,Vincent Furlong,1
Kevin M Dougherty,2,43,38,1,1,1,0,67,66,65,64,65,64,64,63,64,63,63,63,2,1
Christine Donohue,,0,40,1,0,0,0,43,43,42,41,41,41,40,40,39,40,39,40,1,1
David Wecht,,,0,0,0,0,0,39,39,38,38,37,38,37,37,37,37,37,37,0,1
Anne Covey,,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Judy Olson,,,,,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mike George,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mia Roberts Perez,,,,,,,,0,69,67,66,66,66,65,65,64,65,64,64,2,1
Kai Scott,,,,,,,,,0,67,66,66,66,65,65,64,65,64,64,2,1
Tracy B Roman,,,,,,,,,,0,66,66,66,65,65,64,65,63,63,2,1
Abbe Fletman,,,,,,,,,,,0,65,66,65,65,64,65,63,63,2,1
Ken Powell,,,,,,,,,,,,0,65,64,64,63,64,62,62,2,1
Lyris Younge,,,,,,,,,,,,,0,65,65,64,65,63,63,2,1
Stephanie M Sawyer,,,,,,,,,,,,,,0,65,65,65,63,63,2,1
Michael Fanning,,,,,,,,,,,,,,,0,64,65,63,63,2,1
Rainy Papademetriou,,,,,,,,,,,,,,,,0,64,63,63,2,1
Scott Diclaudio,,,,,,,,,,,,,,,,,0,63,63,2,1
Chris Mallios,,,,,,,,,,,,,,,,,,0,63,1,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,0,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,1
Total,72,46,41,1,1,1,0,70,69,67,66,66,66,66,65,65,65,64,64,2,1
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Mia Roberts Perez,Tracy B Roman,Ken Powell,Daine Grey Jr,Lyris Younge,Michael Fanning,Rainy Papademetriou,Stephanie M Sawyer,Abbe Fletman,Chris Mallios,Scott Diclaudio,Kai Scott,Vincent Furlong,2
Kevin M Dougherty,7,37,38,0,0,0,0,55,45,45,44,45,44,44,44,45,44,43,44,1,2
David Wecht,,4,37,1,0,0,0,37,36,36,36,35,36,36,36,35,35,35,35,2,2
Christine Donohue,,,1,1,0,0,0,40,39,37,38,37,38,38,37,37,37,37,37,2,2
Mike George,,,,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,2,2
Anne Covey,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Judy Olson,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mia Roberts Perez,,,,,,,,1,46,45,47,47,47,47,46,46,46,46,45,2,2
Tracy B Roman,,,,,,,,,1,46,46,46,46,46,45,46,45,45,46,2,2
Ken Powell,,,,,,,,,,0,45,46,45,45,44,45,44,44,45,2,2
Daine Grey Jr,,,,,,,,,,,0,46,48,48,47,46,47,47,45,2,2
Lyris Younge,,,,,,,,,,,,0,46,46,45,46,45,45,45,2,2
Michael Fanning,,,,,,,,,,,,,0,48,47,46,47,47,45,2,2
Rainy Papademetriou,,,,,,,,,,,,,,0,47,46,47,47,45,2,2
Stephanie M Sawyer,,,,,,,,,,,,,,,0,45,46,46,44,2,2
Abbe Fletman,,,,,,,,,,,,,,,,0,46,45,46,1,2
Chris Mallios,,,,,,,,,,,,,,,,,0,46,45,1,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,44,1,2
Kai Scott,,,,,,,,,,,,,,,,,,,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,2
Total,68,45,44,2,0,0,0,61,50,49,48,48,48,48,48,47,47,47,46,3,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Ken Powell,Lyris Younge,Kai Scott,Chris Mallios,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Stephanie M Sawyer,Vincent Furlong,3
Kevin M Dougherty,2,13,13,0,0,0,0,23,22,22,22,22,22,20,20,20,20,20,20,0,3
Christine Donohue,,0,15,0,0,0,0,13,12,11,12,11,10,10,10,10,10,10,10,0,3
David Wecht,,,1,0,0,0,0,11,11,11,12,10,10,10,10,10,10,10,10,0,3
Anne Covey,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Judy Olson,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mike George,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mia Roberts Perez,,,,,,,,0,23,22,22,22,21,20,20,20,20,20,20,0,3
Tracy B Roman,,,,,,,,,0,23,22,23,22,21,21,21,21,21,21,0,3
Abbe Fletman,,,,,,,,,,0,22,22,22,21,21,21,21,21,21,0,3
Ken Powell,,,,,,,,,,,0,21,21,20,20,20,20,20,20,0,3
Lyris Younge,,,,,,,,,,,,0,22,20,20,20,20,20,20,0,3
Kai Scott,,,,,,,,,,,,,0,20,20,20,20,20,20,0,3
Chris Mallios,,,,,,,,,,,,,,0,21,21,21,21,21,0,3
Daine Grey Jr,,,,,,,,,,,,,,,0,21,21,21,21,0,3
Michael Fanning,,,,,,,,,,,,,,,,0,21,21,21,0,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,0,21,21,0,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,21,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,0,3
