col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor,,,,,Justice Of The Supreme Court,,,,,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,All
Jim Kenney,135,0,0,0,0,"4,528","4,464","4,389",463,113,104,166,All
Melissa Murray Bailey,,35,0,0,0,456,415,287,642,492,475,82,All
James Foster,,,3,0,0,49,43,32,25,14,16,29,All
Osborne Hart,,,,2,0,40,36,32,3,2,1,7,All
Boris Kindij,,,,,1,9,9,5,1,2,2,6,All
Christine Donohue,,,,,,13,"4,753","4,174",534,86,69,164,All
David Wecht,,,,,,,12,"4,139",495,56,61,156,All
Kevin M Dougherty,,,,,,,,46,113,54,40,92,All
Judy Olson,,,,,,,,,5,536,511,47,All
Anne Covey,,,,,,,,,,0,451,29,All
Mike George,,,,,,,,,,,3,33,All
Paul P Panepinto,,,,,,,,,,,,2,All
Total,"5,439","1,086",84,46,13,"5,210","5,090","4,884","1,178",639,617,301,All
,Mayor,,,,,Justice Of The Supreme Court,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,1
Jim Kenney,7,0,0,0,0,252,245,247,23,6,3,7,1
Melissa Murray Bailey,,3,0,0,0,28,34,25,40,26,28,2,1
James Foster,,,1,0,0,1,1,0,1,0,0,0,1
Boris Kindij,,,,0,0,1,1,0,0,1,0,0,1
Osborne Hart,,,,,0,1,1,1,0,0,0,0,1
David Wecht,,,,,,2,267,231,28,9,3,7,1
Christine Donohue,,,,,,,0,231,33,8,5,5,1
Kevin M Dougherty,,,,,,,,2,11,2,5,4,1
Judy Olson,,,,,,,,,1,23,27,0,1
Mike George,,,,,,,,,,0,18,0,1
Anne Covey,,,,,,,,,,,0,0,1
Paul P Panepinto,,,,,,,,,,,,0,1
Total,305,72,2,1,1,291,289,282,67,33,32,10,1
,Justice Of The Supreme Court,,,,,,,Mayor,,,,,2
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,2
David Wecht,1,152,124,34,4,3,8,142,27,2,0,0,2
Christine Donohue,,0,121,27,3,1,7,138,23,2,0,0,2
Kevin M Dougherty,,,1,6,2,0,3,124,13,1,0,0,2
Judy Olson,,,,0,28,25,3,26,32,3,0,0,2
Mike George,,,,,0,24,1,3,26,3,0,0,2
Anne Covey,,,,,,0,1,2,23,1,0,0,2
Paul P Panepinto,,,,,,,0,6,5,1,0,0,2
Jim Kenney,,,,,,,,3,0,0,0,0,2
Melissa Murray Bailey,,,,,,,,,3,0,0,0,2
James Foster,,,,,,,,,,0,0,0,2
Boris Kindij,,,,,,,,,,,0,0,2
Osborne Hart,,,,,,,,,,,,0,2
Total,176,167,142,65,35,28,12,164,60,5,0,0,2
,Justice Of The Supreme Court,,,,,,,Mayor,,,,,3
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,3
David Wecht,0,217,172,29,4,12,2,196,24,1,1,0,3
Christine Donohue,,0,174,31,4,10,3,193,24,1,1,0,3
Kevin M Dougherty,,,3,3,1,6,0,172,16,1,0,0,3
Judy Olson,,,,1,23,4,21,21,33,0,1,0,3
Mike George,,,,,1,7,21,5,23,1,0,0,3
Paul P Panepinto,,,,,,0,1,14,9,1,0,0,3
Anne Covey,,,,,,,0,1,20,1,0,0,3
Jim Kenney,,,,,,,,8,0,0,0,0,3
Melissa Murray Bailey,,,,,,,,,1,0,0,0,3
Boris Kindij,,,,,,,,,,0,0,0,3
James Foster,,,,,,,,,,,0,0,3
Osborne Hart,,,,,,,,,,,,0,3
Total,231,229,197,59,32,25,24,228,57,2,1,0,3
,Justice Of The Supreme Court,,,,,,,Mayor,,,,,4
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,4
Christine Donohue,0,215,183,23,4,0,12,200,26,1,0,0,4
David Wecht,,0,184,25,2,1,9,198,26,0,0,0,4
Kevin M Dougherty,,,1,2,0,2,7,192,12,0,0,0,4
Judy Olson,,,,0,30,27,0,17,36,0,0,0,4
Anne Covey,,,,,0,28,1,3,30,0,0,0,4
Mike George,,,,,,0,0,4,27,0,0,0,4
Paul P Panepinto,,,,,,,0,11,5,1,0,0,4
Jim Kenney,,,,,,,,2,0,0,0,0,4
Melissa Murray Bailey,,,,,,,,,2,0,0,0,4
James Foster,,,,,,,,,,0,0,0,4
Boris Kindij,,,,,,,,,,,0,0,4
Osborne Hart,,,,,,,,,,,,0,4
Total,231,228,207,56,35,33,18,230,61,2,0,0,4
,Mayor,,,,,Justice Of The Supreme Court,,,,,,,5
