col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Mayor,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Ken Powell,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Jim Kenney,"31,008",0,0,0,0,"139,144","134,504","132,827","130,115","129,709","124,550","114,853","111,076","111,051","110,689","109,688","104,846","13,622",All
Melissa Murray Bailey,,"4,568",0,0,0,"6,990","6,913","6,456","7,019","6,717","5,632","7,196","6,549","6,360","6,056","5,683","5,903","20,816",All
James Foster,,,316,0,0,762,845,804,770,745,707,821,668,700,714,668,594,544,All
Osborne Hart,,,,209,0,717,848,805,690,797,678,726,630,715,664,709,556,144,All
Boris Kindij,,,,,58,152,171,164,149,137,150,156,136,133,138,147,118,85,All
Ken Powell,,,,,,"1,125","132,532","132,905","129,959","131,448","127,090","115,556","114,150","113,677","113,455","111,561","107,983","12,782",All
Mia Roberts Perez,,,,,,,683,"133,677","130,128","131,733","127,381","116,853","112,467","113,539","114,190","112,589","107,246","12,086",All
Kai Scott,,,,,,,,520,"128,531","133,004","127,583","115,786","112,688","114,267","113,764","112,616","106,755","11,701",All
Tracy B Roman,,,,,,,,,828,"127,436","127,374","113,377","110,027","109,246","110,324","107,807","108,048","12,838",All
Abbe Fletman,,,,,,,,,,263,"126,068","114,539","112,234","114,187","112,598","112,353","106,637","11,568",All
Lyris Younge,,,,,,,,,,,265,"110,673","108,611","108,256","109,535","107,070","106,397","10,995",All
Stephanie M Sawyer,,,,,,,,,,,,134,"114,219","113,898","115,494","112,577","108,388","12,989",All
Michael Fanning,,,,,,,,,,,,,100,"112,888","112,843","110,716","108,201","12,773",All
Chris Mallios,,,,,,,,,,,,,,46,"112,317","112,205","107,923","12,002",All
Daine Grey Jr,,,,,,,,,,,,,,,82,"111,052","107,023","11,660",All
Rainy Papademetriou,,,,,,,,,,,,,,,,80,"105,548","10,059",All
Scott Diclaudio,,,,,,,,,,,,,,,,,74,"11,456",All
Vincent Furlong,,,,,,,,,,,,,,,,,,747,All
Total,"201,248","31,133","1,678","1,213",320,"152,041","146,975","144,696","142,533","141,199","134,584","125,951","120,884","120,789","120,181","118,709","113,585","36,377",All
