col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,David Oh,Kristin Combs,Andrew C Stober,Terry Tracy,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,Al Taubenberger,John Staggs,All
Alice Beck Dubow,62,0,"2,453","2,415","2,379","2,308","2,314",100,123,100,31,35,22,60,23,33,All
Emil Giordano,,1,13,14,9,9,9,39,0,1,38,34,35,1,35,0,All
Blondell Reynolds Brown,,,85,"2,301","2,290","2,257","2,294",82,60,40,28,31,14,27,20,11,All
Derek S Green,,,,52,"2,282","2,262","2,259",50,59,50,21,27,12,26,11,10,All
Helen Gym,,,,,15,"2,237","2,245",66,102,90,25,25,8,39,11,25,All
Allan Domb,,,,,,30,"2,218",58,24,26,19,15,18,17,18,4,All
William K Greenlee,,,,,,,17,53,43,29,14,22,6,18,13,11,All
David Oh,,,,,,,,4,11,10,45,48,41,6,45,2,All
Kristin Combs,,,,,,,,,2,71,3,5,4,31,2,27,All
Andrew C Stober,,,,,,,,,,0,8,6,2,24,3,27,All
Terry Tracy,,,,,,,,,,,6,33,36,3,34,1,All
Dennis M O Brien,,,,,,,,,,,,1,38,6,33,0,All
Daniel Tinney,,,,,,,,,,,,,9,2,35,2,All
Sheila E Armstrong,,,,,,,,,,,,,,3,2,18,All
Al Taubenberger,,,,,,,,,,,,,,,3,1,All
John Staggs,,,,,,,,,,,,,,,,0,All
Total,"2,885",58,"2,664","2,574","2,479","2,445","2,425",160,131,112,82,77,70,70,65,39,All
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Kristin Combs,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Sheila E Armstrong,1
Alice Beck Dubow,2,0,95,85,81,82,80,3,4,2,2,1,2,1,0,0,1
Emil Giordano,,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
Blondell Reynolds Brown,,,2,80,79,79,81,3,1,2,2,0,0,1,0,0,1
Derek S Green,,,,2,77,79,77,3,3,2,1,0,1,0,0,0,1
Allan Domb,,,,,1,75,75,2,1,0,0,1,1,0,0,0,1
Helen Gym,,,,,,0,78,1,3,1,1,0,1,0,0,0,1
William K Greenlee,,,,,,,0,2,1,2,1,0,0,1,0,0,1
David Oh,,,,,,,,0,1,2,2,2,1,1,0,0,1
Kristin Combs,,,,,,,,,0,0,0,1,2,0,0,0,1
Dennis M O Brien,,,,,,,,,,0,1,1,0,1,0,0,1
Terry Tracy,,,,,,,,,,,0,1,0,2,0,0,1
Al Taubenberger,,,,,,,,,,,,0,1,1,0,0,1
Andrew C Stober,,,,,,,,,,,,,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,0,0,0,1
John Staggs,,,,,,,,,,,,,,,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,0,1
Total,106,1,99,89,85,82,81,5,4,3,3,2,2,2,0,0,1
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,2
,Alice Beck Dubow,Emil Giordano,Helen Gym,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Kristin Combs,Terry Tracy,Andrew C Stober,John Staggs,Sheila E Armstrong,2
Alice Beck Dubow,2,0,70,71,69,67,60,5,2,2,1,5,2,4,0,0,2
Emil Giordano,,0,0,0,0,2,1,3,3,4,4,0,3,0,0,0,2
Helen Gym,,,2,66,65,63,59,6,1,2,0,4,2,4,0,0,2
Derek S Green,,,,2,65,63,62,1,0,0,0,2,2,2,0,0,2
Blondell Reynolds Brown,,,,,3,62,59,3,0,1,0,1,2,2,0,0,2
Allan Domb,,,,,,0,60,5,3,4,2,1,2,1,0,0,2
William K Greenlee,,,,,,,0,2,0,1,1,1,0,0,0,0,2
David Oh,,,,,,,,0,3,5,3,1,2,2,0,0,2
Daniel Tinney,,,,,,,,,1,4,3,0,3,0,0,0,2
Dennis M O Brien,,,,,,,,,,0,4,0,3,0,0,0,2
Al Taubenberger,,,,,,,,,,,0,0,3,0,0,0,2
Kristin Combs,,,,,,,,,,,,0,0,2,0,0,2
Terry Tracy,,,,,,,,,,,,,0,1,0,0,2
Andrew C Stober,,,,,,,,,,,,,,0,0,0,2
John Staggs,,,,,,,,,,,,,,,0,0,2
