col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Council At Large,,,,,,,,,,,,,,1
,Allan Domb,Blondell Reynolds Brown,Helen Gym,William K Greenlee,Derek S Green,Al Taubenberger,Daniel Tinney,Dennis M O Brien,David Oh,Terry Tracy,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,1
Allan Domb,5,23,27,26,22,7,5,3,5,3,1,0,0,0,1
Blondell Reynolds Brown,,5,25,26,23,0,0,2,0,0,0,0,0,0,1
Helen Gym,,,0,26,24,1,1,3,0,0,0,0,0,0,1
William K Greenlee,,,,0,25,3,1,5,3,0,1,0,0,0,1
Derek S Green,,,,,1,1,1,4,0,0,0,0,0,0,1
Al Taubenberger,,,,,,6,14,13,12,12,0,0,0,0,1
Daniel Tinney,,,,,,,7,12,10,12,0,0,0,0,1
Dennis M O Brien,,,,,,,,0,8,10,0,0,0,0,1
David Oh,,,,,,,,,0,9,1,0,0,0,1
Terry Tracy,,,,,,,,,,0,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,0,0,0,0,1
John Staggs,,,,,,,,,,,,0,0,0,1
Kristin Combs,,,,,,,,,,,,,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,1
Total,41,31,31,31,28,26,25,18,13,12,1,0,0,0,1
,Council At Large,,,,,,,,,,,,,,2
,Allan Domb,Derek S Green,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Al Taubenberger,Daniel Tinney,David Oh,Dennis M O Brien,Terry Tracy,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,2
Allan Domb,2,19,18,16,17,4,4,1,1,1,1,0,0,0,2
Derek S Green,,2,16,17,19,1,3,0,0,0,0,1,1,1,2
Helen Gym,,,2,14,16,3,0,1,1,2,1,0,0,0,2
Blondell Reynolds Brown,,,,0,18,1,3,0,1,0,0,1,1,1,2
William K Greenlee,,,,,0,2,3,1,1,0,0,1,1,1,2
Al Taubenberger,,,,,,7,8,8,8,6,1,0,0,0,2
Daniel Tinney,,,,,,,1,6,6,4,0,1,0,0,2
David Oh,,,,,,,,1,8,5,0,0,0,0,2
Dennis M O Brien,,,,,,,,,0,5,0,0,0,0,2
Terry Tracy,,,,,,,,,,2,1,0,0,0,2
Andrew C Stober,,,,,,,,,,,0,0,0,0,2
John Staggs,,,,,,,,,,,,0,0,0,2
Kristin Combs,,,,,,,,,,,,,0,1,2
Sheila E Armstrong,,,,,,,,,,,,,,0,2
Total,26,23,22,21,21,20,14,9,9,8,1,1,1,1,2
,Council At Large,,,,,,,,,,,,,,3
,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Allan Domb,Helen Gym,William K Greenlee,Derek S Green,David Oh,Blondell Reynolds Brown,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,3
Daniel Tinney,10,49,47,19,12,11,9,40,6,36,0,1,0,0,3
Dennis M O Brien,,5,52,13,10,14,8,44,4,35,4,5,1,0,3
Al Taubenberger,,,5,14,11,12,5,38,6,37,7,5,1,1,3
Allan Domb,,,,4,49,47,46,9,43,4,1,0,0,0,3
Helen Gym,,,,,4,46,45,9,43,6,5,4,1,0,3
William K Greenlee,,,,,,2,45,5,40,2,4,1,0,0,3
Derek S Green,,,,,,,7,6,43,2,3,2,0,0,3
