col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 7th District,Council At Large,,,,,,,,,,,,,,All
,Maria Quinones Sanchez,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,Helen Gym,Al Taubenberger,David Oh,Dennis M O Brien,Daniel Tinney,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Maria Quinones Sanchez,629,"7,375","7,181","7,058","7,068","7,111",595,649,432,357,346,163,175,107,62,All
Derek S Green,,104,"7,000","6,882","7,030","6,940",330,265,161,110,138,84,72,39,21,All
Blondell Reynolds Brown,,,92,"6,759","7,036","6,866",318,239,109,68,81,68,73,41,23,All
Allan Domb,,,,131,"6,851","6,817",331,337,213,174,136,87,61,28,16,All
William K Greenlee,,,,,72,"6,907",390,290,176,96,94,56,77,34,15,All
Helen Gym,,,,,,56,308,308,170,111,152,116,128,60,32,All
Al Taubenberger,,,,,,,48,772,767,787,700,41,22,18,8,All
David Oh,,,,,,,,44,775,695,672,25,34,35,16,All
Dennis M O Brien,,,,,,,,,23,722,685,20,24,18,5,All
Daniel Tinney,,,,,,,,,,38,693,21,19,14,4,All
Terry Tracy,,,,,,,,,,,12,60,29,28,7,All
Andrew C Stober,,,,,,,,,,,,10,88,61,41,All
Kristin Combs,,,,,,,,,,,,,4,79,44,All
Sheila E Armstrong,,,,,,,,,,,,,,7,41,All
John Staggs,,,,,,,,,,,,,,,1,All
Total,"9,669","8,000","7,763","7,734","7,693","7,682","1,401","1,316","1,095","1,033",941,228,220,143,77,All
