col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kai Scott,Ken Powell,Mia Roberts Perez,Abbe Fletman,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,1
Kai Scott,1,33,34,33,31,30,31,28,29,29,27,25,4,1
Ken Powell,,3,32,32,31,27,30,26,28,27,27,25,3,1
Mia Roberts Perez,,,3,32,31,28,30,27,27,28,27,25,3,1
Abbe Fletman,,,,1,29,28,30,27,28,28,27,24,3,1
Tracy B Roman,,,,,2,26,28,25,26,26,26,26,3,1
Stephanie M Sawyer,,,,,,0,25,29,29,28,26,24,6,1
Lyris Younge,,,,,,,0,25,26,26,26,23,2,1
Chris Mallios,,,,,,,,0,28,28,26,23,5,1
Daine Grey Jr,,,,,,,,,0,28,27,24,5,1
Michael Fanning,,,,,,,,,,0,27,24,4,1
Rainy Papademetriou,,,,,,,,,,,1,24,3,1
Scott Diclaudio,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,11,1
Total,38,37,37,34,34,32,31,30,30,29,28,26,17,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Tracy B Roman,Kai Scott,Ken Powell,Abbe Fletman,Mia Roberts Perez,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,2
Tracy B Roman,3,25,23,24,23,24,21,20,20,20,19,17,7,2
Kai Scott,,1,24,24,24,24,20,19,20,20,19,18,6,2
Ken Powell,,,1,23,23,22,20,20,20,20,19,17,5,2
Abbe Fletman,,,,1,22,23,20,19,20,20,19,17,6,2
Mia Roberts Perez,,,,,1,23,19,19,19,19,18,18,5,2
Lyris Younge,,,,,,0,21,20,20,20,19,18,6,2
Stephanie M Sawyer,,,,,,,1,21,22,22,21,18,6,2
Daine Grey Jr,,,,,,,,0,20,20,19,17,5,2
Michael Fanning,,,,,,,,,0,22,21,18,6,2
Scott Diclaudio,,,,,,,,,,0,21,18,6,2
Chris Mallios,,,,,,,,,,,0,17,5,2
Rainy Papademetriou,,,,,,,,,,,,0,4,2
Vincent Furlong,,,,,,,,,,,,,4,2
Total,30,28,28,26,26,25,24,22,22,22,21,18,11,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Ken Powell,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Vincent Furlong,Chris Mallios,Scott Diclaudio,Kai Scott,Michael Fanning,Lyris Younge,Daine Grey Jr,Rainy Papademetriou,3
Ken Powell,12,72,63,65,58,22,60,57,58,57,59,55,52,3
Tracy B Roman,,3,58,62,55,19,58,55,57,52,59,55,48,3
Abbe Fletman,,,2,58,51,14,51,49,54,49,52,48,45,3
Mia Roberts Perez,,,,2,52,16,53,52,58,49,57,49,48,3
Stephanie M Sawyer,,,,,1,19,54,52,45,53,49,54,44,3
Vincent Furlong,,,,,,40,21,20,11,19,12,15,11,3
Chris Mallios,,,,,,,0,56,48,53,49,54,51,3
Scott Diclaudio,,,,,,,,2,46,53,47,50,48,3
Kai Scott,,,,,,,,,1,44,54,45,44,3
Michael Fanning,,,,,,,,,,0,47,52,47,3
Lyris Younge,,,,,,,,,,,0,49,44,3
Daine Grey Jr,,,,,,,,,,,,0,46,3
Rainy Papademetriou,,,,,,,,,,,,,0,3
Total,96,79,72,72,66,66,65,64,61,61,60,59,54,3
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Vincent Furlong,Michael Fanning,Ken Powell,Chris Mallios,Scott Diclaudio,Stephanie M Sawyer,Mia Roberts Perez,Kai Scott,Tracy B Roman,Daine Grey Jr,Rainy Papademetriou,Abbe Fletman,Lyris Younge,4
Vincent Furlong,126,49,35,33,31,28,29,25,27,25,22,21,21,4
Michael Fanning,,1,59,55,52,54,49,51,51,51,44,45,46,4
Ken Powell,,,3,58,50,54,55,55,52,54,45,49,49,4
Chris Mallios,,,,0,50,53,52,53,49,52,47,48,47,4
Scott Diclaudio,,,,,2,47,46,45,46,44,41,41,43,4
Stephanie M Sawyer,,,,,,1,48,51,50,49,43,45,44,4
Mia Roberts Perez,,,,,,,0,53,51,48,45,49,48,4
Kai Scott,,,,,,,,0,52,50,44,50,49,4
Tracy B Roman,,,,,,,,,0,47,41,47,47,4
Daine Grey Jr,,,,,,,,,,1,43,46,44,4
