col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Sheriff,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Jewell Williams,Christopher Sawyer,All
Jim Kenney,"38,540",0,0,0,0,"145,900","16,808",All
Melissa Murray Bailey,,"5,236",0,0,0,"3,838","22,059",All
James Foster,,,317,0,0,664,697,All
Osborne Hart,,,,280,0,621,312,All
Boris Kindij,,,,,58,138,124,All
Jewell Williams,,,,,,"4,857",0,All
Christopher Sawyer,,,,,,,"1,070",All
Total,"201,248","31,133","1,678","1,213",320,"156,018","41,070",All
