col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Mayor,,,,,District Council 2nd District,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Kenyatta Johnson,All
Jim Kenney,607,0,0,0,0,"2,407",All
Melissa Murray Bailey,,238,0,0,0,152,All
James Foster,,,11,0,0,19,All
Osborne Hart,,,,6,0,13,All
Boris Kindij,,,,,1,2,All
Kenyatta Johnson,,,,,,81,All
Total,"3,014",390,30,19,3,"2,674",All
,Mayor,,,,,District Council 2nd District,1
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,1
Jim Kenney,41,0,0,0,0,224,1
Melissa Murray Bailey,,24,0,0,0,16,1
James Foster,,,1,0,0,0,1
Boris Kindij,,,,0,0,0,1
Osborne Hart,,,,,0,0,1
Kenyatta Johnson,,,,,,12,1
Total,265,40,1,0,0,252,1
,District Council 2nd District,Mayor,,,,,2
,Kenyatta Johnson,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,2
Kenyatta Johnson,11,130,9,2,0,0,2
Jim Kenney,,21,0,0,0,0,2
Melissa Murray Bailey,,,13,0,0,0,2
James Foster,,,,0,0,0,2
Boris Kindij,,,,,0,0,2
Osborne Hart,,,,,,0,2
Total,152,151,22,2,0,0,2
,Mayor,,,,,District Council 2nd District,3
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,3
Jim Kenney,16,0,0,0,0,82,3
Melissa Murray Bailey,,3,0,0,0,5,3
James Foster,,,1,0,0,1,3
Boris Kindij,,,,0,0,0,3
Osborne Hart,,,,,0,0,3
Kenyatta Johnson,,,,,,1,3
Total,98,8,2,0,0,89,3
,Mayor,,,,,District Council 2nd District,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,4
Jim Kenney,13,0,0,0,0,54,4
Melissa Murray Bailey,,3,0,0,0,4,4
James Foster,,,1,0,0,2,4
Boris Kindij,,,,0,0,0,4
Osborne Hart,,,,,0,0,4
Kenyatta Johnson,,,,,,4,4
Total,67,7,3,0,0,64,4
,Mayor,,,,,District Council 2nd District,5
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Kenyatta Johnson,5
Jim Kenney,20,0,0,0,0,114,5
Melissa Murray Bailey,,4,0,0,0,5,5
Boris Kindij,,,0,0,0,1,5
James Foster,,,,1,0,0,5
Osborne Hart,,,,,0,1,5
Kenyatta Johnson,,,,,,6,5
Total,134,9,1,1,1,127,5
,Mayor,,,,,District Council 2nd District,6
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Kenyatta Johnson,6
Jim Kenney,48,0,0,0,0,176,6
Melissa Murray Bailey,,9,0,0,0,10,6
Osborne Hart,,,1,0,0,3,6
James Foster,,,,3,0,0,6
Boris Kindij,,,,,0,1,6
Kenyatta Johnson,,,,,,8,6
Total,224,19,4,3,1,198,6
,Mayor,,,,,District Council 2nd District,7
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Kenyatta Johnson,7
Jim Kenney,70,0,0,0,0,209,7
Melissa Murray Bailey,,27,0,0,0,17,7
Osborne Hart,,,0,0,0,1,7
Boris Kindij,,,,0,0,0,7
James Foster,,,,,0,0,7
Kenyatta Johnson,,,,,,2,7
Total,279,44,1,0,0,229,7
,Mayor,,,,,District Council 2nd District,8
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Kenyatta Johnson,8
Jim Kenney,51,0,0,0,0,180,8
Melissa Murray Bailey,,17,0,0,0,9,8
James Foster,,,0,0,0,1,8
Osborne Hart,,,,0,0,1,8
Boris Kindij,,,,,0,0,8
Kenyatta Johnson,,,,,,1,8
Total,231,26,1,1,0,192,8
,Mayor,,,,,District Council 2nd District,9
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Kenyatta Johnson,9
Jim Kenney,47,0,0,0,0,159,9
Melissa Murray Bailey,,14,0,0,0,8,9
James Foster,,,0,0,0,3,9
Osborne Hart,,,,1,0,1,9
Boris Kindij,,,,,0,0,9
Kenyatta Johnson,,,,,,4,9
Total,206,22,3,2,0,175,9
,Mayor,,,,,District Council 2nd District,10
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Kenyatta Johnson,10
Jim Kenney,24,0,0,0,0,85,10
Melissa Murray Bailey,,11,0,0,0,8,10
Osborne Hart,,,0,0,0,2,10
James Foster,,,,0,0,1,10
Boris Kindij,,,,,0,0,10
Kenyatta Johnson,,,,,,2,10
Total,109,19,2,1,0,98,10
,Mayor,,,,,District Council 2nd District,11
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Kenyatta Johnson,11
Jim Kenney,25,0,0,0,0,103,11
Melissa Murray Bailey,,11,0,0,0,7,11
James Foster,,,1,0,0,1,11
Osborne Hart,,,,0,0,2,11
Boris Kindij,,,,,0,0,11
Kenyatta Johnson,,,,,,3,11
Total,128,18,2,2,0,116,11
,Mayor,,,,,District Council 2nd District,12
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Kenyatta Johnson,12
Jim Kenney,25,0,0,0,0,122,12
Melissa Murray Bailey,,7,0,0,0,5,12
Boris Kindij,,,0,0,0,0,12
James Foster,,,,0,0,0,12
Osborne Hart,,,,,0,0,12
Kenyatta Johnson,,,,,,4,12
Total,147,12,0,0,0,131,12
,Mayor,,,,,District Council 2nd District,13
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,13
Jim Kenney,30,0,0,0,0,168,13
Melissa Murray Bailey,,12,0,0,0,7,13
James Foster,,,1,0,0,2,13
Boris Kindij,,,,0,0,0,13
Osborne Hart,,,,,0,0,13
Kenyatta Johnson,,,,,,4,13
Total,198,19,3,0,0,181,13
,Mayor,,,,,District Council 2nd District,14
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Kenyatta Johnson,14
Jim Kenney,42,0,0,0,0,99,14
Melissa Murray Bailey,,12,0,0,0,5,14
Osborne Hart,,,4,0,0,0,14
James Foster,,,,1,0,2,14
Boris Kindij,,,,,0,0,14
Kenyatta Johnson,,,,,,3,14
Total,141,17,4,3,0,109,14
,Mayor,,,,,District Council 2nd District,15
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Kenyatta Johnson,15
Jim Kenney,38,0,0,0,0,142,15
Melissa Murray Bailey,,12,0,0,0,5,15
Osborne Hart,,,0,0,0,2,15
James Foster,,,,0,0,1,15
Boris Kindij,,,,,0,0,15
Kenyatta Johnson,,,,,,7,15
Total,180,17,2,1,0,157,15
,Mayor,,,,,District Council 2nd District,16
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,16
Jim Kenney,46,0,0,0,0,159,16
Melissa Murray Bailey,,28,0,0,0,10,16
James Foster,,,0,0,0,2,16
Boris Kindij,,,,1,0,0,16
Osborne Hart,,,,,0,0,16
Kenyatta Johnson,,,,,,5,16
Total,205,38,2,1,0,176,16
,Mayor,,,,,District Council 2nd District,17
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Kenyatta Johnson,17
Jim Kenney,50,0,0,0,0,201,17
Melissa Murray Bailey,,31,0,0,0,22,17
James Foster,,,1,0,0,1,17
