col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,1
,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Sheila E Armstrong,Terry Tracy,John Staggs,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Joffie C Pittman,Christine Hope,Sharon Williams Losier,1
Helen Gym,3,147,144,127,118,73,71,17,13,11,12,9,7,3,181,148,148,1
Blondell Reynolds Brown,,1,132,113,102,42,33,10,5,1,6,5,3,0,135,116,121,1
William K Greenlee,,,1,112,98,41,33,8,1,2,7,4,2,1,134,113,117,1
Derek S Green,,,,0,96,28,25,7,3,4,5,4,3,1,123,102,107,1
Allan Domb,,,,,1,17,23,9,4,7,4,3,4,2,112,94,92,1
Kristin Combs,,,,,,1,46,4,16,7,16,2,3,1,69,51,53,1
Andrew C Stober,,,,,,,0,3,12,9,10,5,2,1,67,40,41,1
David Oh,,,,,,,,0,1,5,1,5,6,4,14,19,14,1
Sheila E Armstrong,,,,,,,,,0,5,10,0,0,3,15,15,13,1
Terry Tracy,,,,,,,,,,0,1,4,5,8,10,11,7,1
John Staggs,,,,,,,,,,,0,0,0,0,16,16,14,1
Dennis M O Brien,,,,,,,,,,,,0,5,3,9,11,8,1
Al Taubenberger,,,,,,,,,,,,,0,4,6,8,5,1
Daniel Tinney,,,,,,,,,,,,,,0,2,5,3,1
Joffie C Pittman,,,,,,,,,,,,,,,1,151,156,1
Christine Hope,,,,,,,,,,,,,,,,1,149,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,1
Total,224,158,156,140,131,87,85,24,21,20,19,13,11,8,202,169,167,1
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,2
,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,John Staggs,Sheila E Armstrong,Dennis M O Brien,Terry Tracy,Al Taubenberger,Daniel Tinney,Joffie C Pittman,Christine Hope,Sharon Williams Losier,2
Helen Gym,2,133,132,118,107,55,49,11,14,12,3,3,3,0,156,135,136,2
Blondell Reynolds Brown,,1,120,115,101,26,26,11,5,2,4,3,2,0,131,120,120,2
Derek S Green,,,0,111,104,22,26,9,2,2,4,1,4,0,131,120,120,2
William K Greenlee,,,,2,93,20,23,4,4,3,2,1,0,0,121,108,108,2
Allan Domb,,,,,0,6,11,7,2,0,1,1,2,0,106,105,104,2
Kristin Combs,,,,,,1,32,4,13,12,2,1,0,0,46,31,33,2
Andrew C Stober,,,,,,,1,2,10,9,2,4,1,1,46,30,29,2
David Oh,,,,,,,,0,0,1,8,5,8,5,11,14,10,2
John Staggs,,,,,,,,,0,6,1,0,0,0,14,9,9,2
Sheila E Armstrong,,,,,,,,,,0,0,0,0,0,11,7,6,2
Dennis M O Brien,,,,,,,,,,,0,5,5,5,6,8,3,2
Terry Tracy,,,,,,,,,,,,0,5,5,4,9,4,2
Al Taubenberger,,,,,,,,,,,,,0,4,4,9,4,2
Daniel Tinney,,,,,,,,,,,,,,0,2,5,2,2
Joffie C Pittman,,,,,,,,,,,,,,,0,139,141,2
Christine Hope,,,,,,,,,,,,,,,,2,137,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,2
Total,181,148,139,128,113,60,57,20,16,14,12,10,9,5,170,156,148,2
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,3
,Blondell Reynolds Brown,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,John Staggs,David Oh,Sheila E Armstrong,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Joffie C Pittman,Sharon Williams Losier,Christine Hope,3
Blondell Reynolds Brown,7,126,113,109,103,20,16,9,7,3,4,2,0,0,125,123,120,3
Helen Gym,,1,116,109,98,34,24,14,8,10,3,5,1,0,140,128,124,3
Derek S Green,,,2,99,94,17,8,8,3,4,3,3,1,0,115,117,112,3
William K Greenlee,,,,1,96,11,13,5,2,4,3,0,1,0,109,103,103,3
Allan Domb,,,,,1,12,3,4,4,1,3,1,1,0,100,106,103,3
Kristin Combs,,,,,,0,14,15,4,11,0,0,1,0,30,27,24,3
Andrew C Stober,,,,,,,0,7,0,4,0,3,0,0,22,11,9,3
John Staggs,,,,,,,,0,1,5,0,2,0,0,15,13,11,3
David Oh,,,,,,,,,0,4,4,2,2,1,10,10,11,3
Sheila E Armstrong,,,,,,,,,,0,0,0,1,0,10,9,9,3
Dennis M O Brien,,,,,,,,,,,0,1,2,1,3,3,5,3
Terry Tracy,,,,,,,,,,,,0,1,1,5,4,4,3
Daniel Tinney,,,,,,,,,,,,,2,1,1,1,3,3
Al Taubenberger,,,,,,,,,,,,,,0,0,0,1,3
Joffie C Pittman,,,,,,,,,,,,,,,1,135,131,3
Sharon Williams Losier,,,,,,,,,,,,,,,,1,131,3
Christine Hope,,,,,,,,,,,,,,,,,0,3
Total,155,154,132,124,112,38,26,18,13,13,6,6,5,1,153,147,146,3
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,4
,Derek S Green,Blondell Reynolds Brown,Helen Gym,William K Greenlee,Allan Domb,David Oh,Andrew C Stober,Kristin Combs,Daniel Tinney,Dennis M O Brien,John Staggs,Terry Tracy,Al Taubenberger,Sheila E Armstrong,Sharon Williams Losier,Joffie C Pittman,Christine Hope,4
Derek S Green,3,86,85,85,85,5,1,2,2,2,0,2,1,0,86,82,83,4
Blondell Reynolds Brown,,0,87,84,82,6,3,3,2,1,1,0,0,1,85,87,83,4
Helen Gym,,,1,86,82,5,5,6,1,1,1,1,0,1,81,86,82,4
William K Greenlee,,,,0,80,3,2,2,1,1,0,0,0,1,80,81,78,4
Allan Domb,,,,,1,5,0,1,3,0,0,0,0,0,80,82,78,4
David Oh,,,,,,0,0,0,1,0,0,0,0,0,4,4,4,4
Andrew C Stober,,,,,,,0,4,0,0,2,1,0,0,3,5,4,4
Kristin Combs,,,,,,,,0,0,0,1,1,0,0,3,4,4,4
Daniel Tinney,,,,,,,,,0,1,0,1,1,0,2,3,2,4
Dennis M O Brien,,,,,,,,,,0,0,1,1,0,1,1,2,4
John Staggs,,,,,,,,,,,0,0,0,0,1,2,1,4
Terry Tracy,,,,,,,,,,,,0,1,0,0,0,2,4
Al Taubenberger,,,,,,,,,,,,,0,0,0,0,1,4
Sheila E Armstrong,,,,,,,,,,,,,,0,0,1,0,4
Sharon Williams Losier,,,,,,,,,,,,,,,1,85,86,4
Joffie C Pittman,,,,,,,,,,,,,,,,0,83,4
Christine Hope,,,,,,,,,,,,,,,,,0,4
Total,100,98,96,92,89,8,6,6,4,2,2,2,1,1,96,95,93,4
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,5
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Andrew C Stober,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,Christine Hope,Sharon Williams Losier,Joffie C Pittman,5
Blondell Reynolds Brown,5,116,115,110,112,5,2,1,0,1,1,1,0,0,112,115,111,5
Derek S Green,,1,113,110,113,3,2,1,0,0,0,0,0,0,112,111,110,5
William K Greenlee,,,1,112,112,5,3,3,1,1,1,2,1,0,114,111,109,5
Allan Domb,,,,0,109,2,2,1,1,0,0,1,1,0,105,106,107,5
Helen Gym,,,,,0,2,1,0,0,1,0,0,0,0,107,108,106,5
David Oh,,,,,,0,2,3,1,1,2,1,0,0,7,6,5,5
Terry Tracy,,,,,,,0,2,2,1,1,1,1,0,5,4,4,5
Al Taubenberger,,,,,,,,0,2,1,1,1,0,0,4,3,3,5
Dennis M O Brien,,,,,,,,,0,1,1,0,0,0,2,1,2,5
Andrew C Stober,,,,,,,,,,0,0,0,0,0,2,2,2,5
Daniel Tinney,,,,,,,,,,,0,0,0,0,2,1,0,5
Kristin Combs,,,,,,,,,,,,0,1,0,2,2,2,5
Sheila E Armstrong,,,,,,,,,,,,,0,0,1,1,1,5
