col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Council At Large,,,,,,,,,,,,,,District Council 9th District,,,1
,Derek S Green,Al Taubenberger,Allan Domb,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Daniel Tinney,Dennis M O Brien,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Cherelle Parker,Kevin Strickland,Bobbie T Curry,1
Derek S Green,0,13,54,49,50,48,10,5,5,3,3,2,1,0,54,13,0,1
Al Taubenberger,,6,14,8,6,6,40,30,22,24,3,1,1,0,7,48,0,1
Allan Domb,,,0,44,47,48,10,6,3,3,1,1,1,0,50,13,0,1
Helen Gym,,,,0,49,42,7,4,4,5,5,4,1,1,48,9,0,1
William K Greenlee,,,,,0,44,5,5,4,2,3,2,2,2,49,7,0,1
Blondell Reynolds Brown,,,,,,0,6,0,2,0,0,0,0,0,50,3,0,1
Daniel Tinney,,,,,,,0,23,23,24,2,2,1,0,7,37,0,1
Dennis M O Brien,,,,,,,,1,20,19,2,0,1,1,2,29,0,1
David Oh,,,,,,,,,1,18,0,0,1,1,4,23,0,1
Terry Tracy,,,,,,,,,,0,2,0,0,0,1,24,0,1
Andrew C Stober,,,,,,,,,,,0,3,3,1,2,6,0,1
Kristin Combs,,,,,,,,,,,,0,1,1,2,3,0,1
Sheila E Armstrong,,,,,,,,,,,,,0,1,1,3,0,1
John Staggs,,,,,,,,,,,,,,0,2,0,0,1
Cherelle Parker,,,,,,,,,,,,,,,2,0,0,1
Kevin Strickland,,,,,,,,,,,,,,,,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,,0,1
Total,68,66,64,59,57,53,47,34,31,27,8,5,4,3,67,57,0,1
,District Council 9th District,,,Council At Large,,,,,,,,,,,,,,2
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Allan Domb,William K Greenlee,Al Taubenberger,Helen Gym,Blondell Reynolds Brown,Derek S Green,Daniel Tinney,Dennis M O Brien,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,2
Cherelle Parker,0,0,0,50,51,1,49,54,52,4,3,6,2,2,1,1,2,2
Kevin Strickland,,0,0,10,15,61,12,6,6,39,35,32,30,3,4,2,0,2
Bobbie T Curry,,,0,1,0,0,1,0,0,0,0,0,0,2,2,2,2,2
Allan Domb,,,,5,49,8,47,44,45,11,3,7,3,2,1,1,2,2
William K Greenlee,,,,,0,10,50,49,48,8,4,9,4,1,1,1,1,2
Al Taubenberger,,,,,,0,9,4,6,37,35,29,28,3,3,1,0,2
Helen Gym,,,,,,,0,43,45,6,2,5,4,5,4,2,3,2
Blondell Reynolds Brown,,,,,,,,1,46,5,1,8,2,0,0,0,0,2
Derek S Green,,,,,,,,,0,4,1,3,4,2,2,0,0,2
Daniel Tinney,,,,,,,,,,0,29,28,27,1,1,1,0,2
Dennis M O Brien,,,,,,,,,,,0,28,27,0,1,1,0,2
David Oh,,,,,,,,,,,,0,25,0,0,0,0,2
Terry Tracy,,,,,,,,,,,,,1,0,1,1,0,2
Andrew C Stober,,,,,,,,,,,,,,0,6,4,4,2
Kristin Combs,,,,,,,,,,,,,,,0,5,3,2
Sheila E Armstrong,,,,,,,,,,,,,,,,0,3,2
John Staggs,,,,,,,,,,,,,,,,,0,2
Total,76,70,2,67,67,66,62,61,59,45,42,39,34,7,7,5,4,2
,District Council 9th District,,,Council At Large,,,,,,,,,,,,,,3
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Al Taubenberger,Dennis M O Brien,Daniel Tinney,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,3
Cherelle Parker,2,0,0,38,37,38,36,32,11,3,2,6,1,0,0,0,0,3
Kevin Strickland,,0,0,8,6,3,7,7,21,17,17,15,12,1,1,1,0,3
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Allan Domb,,,,4,38,34,38,34,9,4,5,3,2,2,1,0,0,3
Derek S Green,,,,,2,33,35,33,7,4,3,5,2,1,0,0,0,3
Blondell Reynolds Brown,,,,,,3,33,31,3,2,1,4,0,0,0,0,0,3
William K Greenlee,,,,,,,0,34,11,6,4,6,1,1,1,0,0,3
Helen Gym,,,,,,,,0,5,3,2,2,6,2,1,0,0,3
Al Taubenberger,,,,,,,,,1,13,15,16,9,1,1,0,0,3
Dennis M O Brien,,,,,,,,,,1,14,13,12,0,1,0,0,3
Daniel Tinney,,,,,,,,,,,0,11,11,0,2,0,0,3
David Oh,,,,,,,,,,,,0,10,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,,0,1,1,0,0,3
Andrew C Stober,,,,,,,,,,,,,,0,0,0,0,3
Kristin Combs,,,,,,,,,,,,,,,0,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,0,0,3
John Staggs,,,,,,,,,,,,,,,,,0,3
Total,56,37,0,53,50,47,45,42,36,24,23,22,15,2,2,1,0,3
,District Council 9th District,,,Council At Large,,,,,,,,,,,,,,4
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Derek S Green,Blondell Reynolds Brown,Allan Domb,Helen Gym,William K Greenlee,Al Taubenberger,Terry Tracy,Daniel Tinney,Dennis M O Brien,David Oh,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,4
Cherelle Parker,3,0,0,39,40,33,36,34,5,5,2,1,4,2,2,1,0,4
Kevin Strickland,,1,0,0,1,4,1,1,28,26,27,27,22,1,0,1,0,4
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Derek S Green,,,,1,35,31,33,33,5,6,1,0,2,1,1,0,0,4
Blondell Reynolds Brown,,,,,0,30,31,32,6,4,0,1,4,2,2,1,0,4
Allan Domb,,,,,,2,31,29,3,3,5,3,4,0,0,0,0,4
Helen Gym,,,,,,,0,30,3,4,2,1,1,0,0,0,0,4
William K Greenlee,,,,,,,,0,5,4,3,2,2,0,0,0,0,4
Al Taubenberger,,,,,,,,,0,30,27,24,22,2,1,2,0,4
Terry Tracy,,,,,,,,,,0,28,24,23,1,0,1,0,4
Daniel Tinney,,,,,,,,,,,0,25,22,1,0,1,0,4
Dennis M O Brien,,,,,,,,,,,,0,22,0,0,0,0,4
David Oh,,,,,,,,,,,,,1,0,0,0,0,4
Andrew C Stober,,,,,,,,,,,,,,0,2,2,0,4
Kristin Combs,,,,,,,,,,,,,,,0,1,0,4
Sheila E Armstrong,,,,,,,,,,,,,,,,0,0,4
John Staggs,,,,,,,,,,,,,,,,,1,4
Total,57,32,0,44,43,41,40,38,36,34,32,28,27,3,2,2,1,4
,Council At Large,,,,,,,,,,,,,,District Council 9th District,,,5
,Allan Domb,Helen Gym,Al Taubenberger,Derek S Green,William K Greenlee,Blondell Reynolds Brown,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,Cherelle Parker,Kevin Strickland,Bobbie T Curry,5
Allan Domb,3,93,24,88,84,80,16,13,12,9,5,1,1,0,92,19,3,5
Helen Gym,,3,15,81,77,73,9,9,12,9,5,2,2,2,78,15,1,5
Al Taubenberger,,,8,5,11,4,63,65,66,68,4,1,0,0,10,70,2,5
Derek S Green,,,,1,77,77,7,4,4,0,2,0,0,0,87,6,1,5
William K Greenlee,,,,,0,77,6,9,3,2,1,0,0,0,81,5,3,5
Blondell Reynolds Brown,,,,,,1,5,2,2,3,0,0,0,0,80,2,1,5
David Oh,,,,,,,1,66,56,59,2,1,1,0,6,62,1,5
Dennis M O Brien,,,,,,,,0,58,62,1,0,0,0,7,63,1,5
Terry Tracy,,,,,,,,,0,64,5,1,0,0,3,62,1,5
Daniel Tinney,,,,,,,,,,0,2,1,0,0,4,61,0,5
Andrew C Stober,,,,,,,,,,,0,4,3,2,0,4,1,5
Sheila E Armstrong,,,,,,,,,,,,0,3,2,0,3,0,5
Kristin Combs,,,,,,,,,,,,,0,2,0,2,0,5
John Staggs,,,,,,,,,,,,,,0,0,2,0,5
Cherelle Parker,,,,,,,,,,,,,,,1,0,0,5
Kevin Strickland,,,,,,,,,,,,,,,,0,0,5
Bobbie T Curry,,,,,,,,,,,,,,,,,0,5
Total,128,106,103,101,93,88,81,79,75,74,9,4,3,2,110,85,3,5
,District Council 9th District,,,Council At Large,,,,,,,,,,,,,,6
