col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 8th District,,Judge Of The Municipal Court,,,All
,Cindy Bass,Michael Galganski,Sharon Williams Losier,Christine Hope,Joffie C Pittman,All
Cindy Bass,11,0,446,431,419,All
Michael Galganski,,0,2,2,2,All
Sharon Williams Losier,,,8,418,424,All
Christine Hope,,,,15,411,All
Joffie C Pittman,,,,,2,All
Total,486,3,469,459,435,All
,District Council 8th District,,Judge Of The Municipal Court,,,13
,Cindy Bass,Michael Galganski,Sharon Williams Losier,Christine Hope,Joffie C Pittman,13
Cindy Bass,5,0,173,172,167,13
Michael Galganski,,0,1,0,1,13
Sharon Williams Losier,,,3,166,168,13
Christine Hope,,,,5,165,13
Joffie C Pittman,,,,,0,13
Total,186,1,181,179,171,13
,District Council 8th District,,Judge Of The Municipal Court,,,17
,Cindy Bass,Michael Galganski,Sharon Williams Losier,Joffie C Pittman,Christine Hope,17
Cindy Bass,3,0,105,96,94,17
Michael Galganski,,0,1,1,1,17
Sharon Williams Losier,,,2,97,94,17
Joffie C Pittman,,,,1,93,17
Christine Hope,,,,,2,17
Total,111,1,109,100,99,17
,District Council 8th District,,Judge Of The Municipal Court,,,20
,Cindy Bass,Michael Galganski,Christine Hope,Sharon Williams Losier,Joffie C Pittman,20
Cindy Bass,2,0,106,106,97,20
Michael Galganski,,0,0,0,0,20
Christine Hope,,,5,98,94,20
Sharon Williams Losier,,,,0,96,20
Joffie C Pittman,,,,,0,20
Total,122,0,114,109,99,20
,Judge Of The Municipal Court,,,District Council 8th District,,21
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Cindy Bass,Michael Galganski,21
Sharon Williams Losier,3,60,63,62,0,21
Christine Hope,,3,59,59,1,21
Joffie C Pittman,,,1,59,0,21
Cindy Bass,,,,1,0,21
Michael Galganski,,,,,0,21
Total,70,67,65,67,1,21
