col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ken Powell,Tracy B Roman,Mia Roberts Perez,Abbe Fletman,Kai Scott,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,All
Lisa M Deeley,132,"1,774",357,"1,947","1,980","1,923","1,923","1,884","1,814","1,720","1,675","1,631","1,602","1,578","1,539",407,All
Anthony Clark,,100,161,"1,892","1,852","1,807","1,780","1,779","1,715","1,565","1,546","1,486","1,499","1,490","1,438",262,All
Al Schmidt,,,102,397,379,350,379,341,315,413,422,386,331,360,317,"1,238",All
Ken Powell,,,,33,"2,011","1,974","1,976","1,978","1,897","1,754","1,772","1,699","1,680","1,672","1,593",392,All
Tracy B Roman,,,,,20,"2,019","2,000","1,978","1,937","1,792","1,732","1,689","1,685","1,685","1,597",405,All
Mia Roberts Perez,,,,,,38,"1,976","1,981","1,923","1,753","1,705","1,677","1,680","1,623","1,595",354,All
Abbe Fletman,,,,,,,23,"1,994","1,926","1,762","1,729","1,692","1,683","1,632","1,607",383,All
Kai Scott,,,,,,,,12,"1,920","1,731","1,713","1,678","1,677","1,622","1,590",348,All
Lyris Younge,,,,,,,,,11,"1,675","1,659","1,634","1,632","1,600","1,558",339,All
Stephanie M Sawyer,,,,,,,,,,13,"1,785","1,733","1,746","1,691","1,634",419,All
Michael Fanning,,,,,,,,,,,11,"1,730","1,727","1,709","1,619",427,All
Chris Mallios,,,,,,,,,,,,5,"1,682","1,673","1,612",378,All
Daine Grey Jr,,,,,,,,,,,,,3,"1,632","1,590",349,All
Scott Diclaudio,,,,,,,,,,,,,,5,"1,545",382,All
Rainy Papademetriou,,,,,,,,,,,,,,,2,290,All
Vincent Furlong,,,,,,,,,,,,,,,,67,All
Total,"2,639","2,428","1,588","2,402","2,359","2,273","2,253","2,192","2,076","2,032","1,988","1,876","1,843","1,838","1,749","1,515",All
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Lyris Younge,Daine Grey Jr,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,1
Lisa M Deeley,16,65,12,71,70,69,70,66,68,61,62,59,59,57,51,12,1
Anthony Clark,,2,1,70,64,62,61,62,58,54,55,52,49,49,50,4,1
Al Schmidt,,,1,8,6,8,9,8,7,7,8,7,8,7,1,22,1
Ken Powell,,,,2,70,70,70,70,68,62,64,60,59,59,52,12,1
Mia Roberts Perez,,,,,2,70,68,68,67,59,60,58,56,57,50,10,1
Tracy B Roman,,,,,,1,68,68,68,59,61,58,59,58,51,11,1
Abbe Fletman,,,,,,,0,69,68,57,60,59,57,57,50,10,1
Kai Scott,,,,,,,,0,68,60,60,59,57,57,50,12,1
Lyris Younge,,,,,,,,,0,59,60,60,57,58,51,12,1
Daine Grey Jr,,,,,,,,,,0,65,62,61,60,53,12,1
Stephanie M Sawyer,,,,,,,,,,,0,62,61,61,54,12,1
