col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,District Council 8th District,,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Cindy Bass,Michael Galganski,All
Kevin M Dougherty,100,"1,011","1,022",9,8,4,4,"1,161",11,All
David Wecht,,18,"1,004",6,8,3,2,"1,017",10,All
Christine Donohue,,,10,11,3,2,5,"1,018",6,All
Judy Olson,,,,4,22,22,3,12,5,All
Mike George,,,,,3,20,2,7,7,All
Anne Covey,,,,,,4,2,8,2,All
Paul P Panepinto,,,,,,,0,7,2,All
Cindy Bass,,,,,,,,12,0,All
Michael Galganski,,,,,,,,,0,All
Total,"1,333","1,093","1,090",43,37,32,10,"1,267",16,All
,Justice Of The Supreme Court,,,,,,,District Council 8th District,,4
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Cindy Bass,Michael Galganski,4
Kevin M Dougherty,10,99,99,1,1,0,0,117,1,4
David Wecht,,0,99,0,1,1,0,101,1,4
Christine Donohue,,,1,2,0,0,1,98,1,4
Judy Olson,,,,1,3,3,1,1,0,4
Mike George,,,,,0,4,0,2,0,4
Anne Covey,,,,,,0,0,1,0,4
Paul P Panepinto,,,,,,,0,0,0,4
Cindy Bass,,,,,,,,1,0,4
Michael Galganski,,,,,,,,,0,4
Total,131,105,104,6,5,4,1,126,1,4
,Justice Of The Supreme Court,,,,,,,District Council 8th District,,5
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Cindy Bass,Michael Galganski,5
Kevin M Dougherty,12,136,139,0,0,0,0,149,0,5
David Wecht,,2,138,0,1,0,0,142,0,5
Christine Donohue,,,1,0,1,0,0,141,0,5
Anne Covey,,,,1,1,1,0,0,0,5
Judy Olson,,,,,0,1,0,1,0,5
Mike George,,,,,,0,0,0,0,5
Paul P Panepinto,,,,,,,0,0,0,5
Cindy Bass,,,,,,,,3,0,5
Michael Galganski,,,,,,,,,0,5
Total,167,149,148,2,2,1,0,166,0,5
,Justice Of The Supreme Court,,,,,,,District Council 8th District,,9
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Judy Olson,Anne Covey,Paul P Panepinto,Cindy Bass,Michael Galganski,9
Kevin M Dougherty,9,158,160,3,1,0,0,176,2,9
David Wecht,,3,159,3,2,1,1,162,3,9
Christine Donohue,,,2,1,1,0,0,162,1,9
Mike George,,,,2,4,3,0,1,2,9
Judy Olson,,,,,2,3,0,0,1,9
Anne Covey,,,,,,2,1,1,0,9
