col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Judge Of The Superior Court,,1
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Alice Beck Dubow,Emil Giordano,1
Jim Kenney,26,0,0,0,0,219,1,1
Melissa Murray Bailey,,2,0,0,0,8,7,1
Osborne Hart,,,0,0,0,5,0,1
James Foster,,,,0,0,1,1,1
Boris Kindij,,,,,0,0,0,1
Alice Beck Dubow,,,,,,3,0,1
Emil Giordano,,,,,,,0,1
Total,246,17,5,2,0,236,9,1
,Mayor,,,,,Judge Of The Superior Court,,2
,Jim Kenney,Osborne Hart,Melissa Murray Bailey,Boris Kindij,James Foster,Alice Beck Dubow,Emil Giordano,2
Jim Kenney,22,0,0,0,0,167,0,2
Osborne Hart,,0,0,0,0,12,0,2
Melissa Murray Bailey,,,1,0,0,2,5,2
Boris Kindij,,,,0,0,2,0,2
James Foster,,,,,0,1,0,2
Alice Beck Dubow,,,,,,3,0,2
Emil Giordano,,,,,,,1,2
Total,189,12,8,2,1,187,6,2
,Mayor,,,,,Judge Of The Superior Court,,3
,Jim Kenney,Osborne Hart,Melissa Murray Bailey,Boris Kindij,James Foster,Alice Beck Dubow,Emil Giordano,3
Jim Kenney,20,0,0,0,0,166,0,3
Osborne Hart,,1,0,0,0,10,0,3
Melissa Murray Bailey,,,2,0,0,2,1,3
Boris Kindij,,,,1,0,0,0,3
James Foster,,,,,0,1,0,3
Alice Beck Dubow,,,,,,5,0,3
Emil Giordano,,,,,,,0,3
Total,186,11,5,1,1,184,1,3
,Mayor,,,,,Judge Of The Superior Court,,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Alice Beck Dubow,Emil Giordano,4
Jim Kenney,16,0,0,0,0,107,0,4
Melissa Murray Bailey,,1,0,0,0,0,2,4
James Foster,,,0,0,0,1,0,4
Osborne Hart,,,,0,0,1,0,4
Boris Kindij,,,,,0,0,0,4
Alice Beck Dubow,,,,,,5,0,4
Emil Giordano,,,,,,,0,4
Total,123,3,1,1,0,114,2,4
,Mayor,,,,,Judge Of The Superior Court,,5
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Alice Beck Dubow,Emil Giordano,5
Jim Kenney,19,0,0,0,0,122,1,5
Melissa Murray Bailey,,1,0,0,0,4,1,5
Osborne Hart,,,0,0,0,1,0,5
Boris Kindij,,,,0,0,0,0,5
James Foster,,,,,0,0,0,5
Alice Beck Dubow,,,,,,9,0,5
Emil Giordano,,,,,,,0,5
Total,142,6,1,0,0,136,2,5
,Mayor,,,,,Judge Of The Superior Court,,6
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Alice Beck Dubow,Emil Giordano,6
Jim Kenney,18,0,0,0,0,133,0,6
Melissa Murray Bailey,,0,0,0,0,3,0,6
Boris Kindij,,,0,0,0,0,0,6
James Foster,,,,0,0,0,0,6
Osborne Hart,,,,,0,0,0,6
Alice Beck Dubow,,,,,,3,0,6
Emil Giordano,,,,,,,0,6
Total,151,3,0,0,0,139,0,6
,Mayor,,,,,Judge Of The Superior Court,,7
,Jim Kenney,Osborne Hart,Melissa Murray Bailey,James Foster,Boris Kindij,Alice Beck Dubow,Emil Giordano,7
Jim Kenney,17,0,0,0,0,153,2,7
Osborne Hart,,1,0,0,0,5,0,7
Melissa Murray Bailey,,,0,0,0,1,4,7
James Foster,,,,0,0,2,0,7
Boris Kindij,,,,,0,0,0,7
Alice Beck Dubow,,,,,,6,0,7
Emil Giordano,,,,,,,1,7
Total,172,6,5,2,0,167,7,7
,Mayor,,,,,Judge Of The Superior Court,,8
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Alice Beck Dubow,Emil Giordano,8
Jim Kenney,26,0,0,0,0,151,2,8
Melissa Murray Bailey,,3,0,0,0,4,5,8
Osborne Hart,,,0,0,0,5,0,8
James Foster,,,,0,0,2,1,8
Boris Kindij,,,,,0,0,0,8
Alice Beck Dubow,,,,,,1,0,8
Emil Giordano,,,,,,,0,8
Total,179,12,5,3,0,163,8,8
,Mayor,,,,,Judge Of The Superior Court,,9
,Jim Kenney,Osborne Hart,Melissa Murray Bailey,Boris Kindij,James Foster,Alice Beck Dubow,Emil Giordano,9
Jim Kenney,16,0,0,0,0,158,0,9
Osborne Hart,,4,0,0,0,8,0,9
Melissa Murray Bailey,,,0,0,0,3,0,9
Boris Kindij,,,,0,0,0,0,9
James Foster,,,,,0,0,0,9
Alice Beck Dubow,,,,,,4,0,9
