col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,All
Kevin M Dougherty,267,"2,726","2,704",24,21,13,16,"2,900",30,All
David Wecht,,49,"2,741",69,23,12,31,"2,661",29,All
Christine Donohue,,,37,65,16,13,27,"2,641",24,All
Judy Olson,,,,4,59,55,6,73,63,All
Anne Covey,,,,,2,56,9,32,57,All
Mike George,,,,,,1,9,17,61,All
Paul P Panepinto,,,,,,,5,36,9,All
Alice Beck Dubow,,,,,,,,15,0,All
Emil Giordano,,,,,,,,,3,All
Total,"3,468","3,005","2,964",154,97,88,60,"3,202",107,All
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,1
Kevin M Dougherty,13,70,68,2,1,1,0,80,1,1
David Wecht,,2,64,0,0,1,0,67,0,1
Christine Donohue,,,1,1,0,0,0,65,1,1
Mike George,,,,1,2,0,1,2,1,1
Anne Covey,,,,,0,0,1,1,0,1
Judy Olson,,,,,,0,0,1,0,1
Paul P Panepinto,,,,,,,0,1,0,1
Alice Beck Dubow,,,,,,,,0,0,1
Emil Giordano,,,,,,,,,0,1
Total,103,75,74,5,2,1,1,88,3,1
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,2
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,2
Kevin M Dougherty,25,153,145,2,2,1,0,146,3,2
David Wecht,,3,145,3,1,1,1,134,2,2
Christine Donohue,,,2,3,1,1,1,120,1,2
Judy Olson,,,,0,3,3,1,5,1,2
Anne Covey,,,,,0,3,0,1,2,2
Mike George,,,,,,0,1,0,2,2
Paul P Panepinto,,,,,,,0,1,0,2
Alice Beck Dubow,,,,,,,,1,0,2
Emil Giordano,,,,,,,,,0,2
Total,204,168,155,8,5,5,2,158,4,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Paul P Panepinto,Judy Olson,Anne Covey,Alice Beck Dubow,Emil Giordano,3
Kevin M Dougherty,5,78,77,0,0,0,0,85,0,3
David Wecht,,3,77,2,1,0,0,77,0,3
Christine Donohue,,,1,1,1,0,0,79,0,3
Mike George,,,,0,1,1,0,1,1,3
Paul P Panepinto,,,,,0,1,0,1,1,3
Judy Olson,,,,,,0,0,0,1,3
Anne Covey,,,,,,,0,0,0,3
Alice Beck Dubow,,,,,,,,0,0,3
Emil Giordano,,,,,,,,,0,3
Total,96,86,84,3,2,1,0,93,1,3
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,4
Kevin M Dougherty,14,134,133,2,1,0,0,156,0,4
Christine Donohue,,4,133,6,0,1,0,135,2,4
David Wecht,,,4,7,0,1,0,134,2,4
Judy Olson,,,,0,3,3,0,7,4,4
Anne Covey,,,,,0,3,0,2,3,4
Mike George,,,,,,0,0,1,4,4
Paul P Panepinto,,,,,,,0,0,0,4
Alice Beck Dubow,,,,,,,,0,0,4
Emil Giordano,,,,,,,,,0,4
Total,178,149,147,11,5,5,0,171,5,4
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,5
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,5
Kevin M Dougherty,17,133,127,0,1,0,1,144,0,5
David Wecht,,0,127,1,1,0,2,132,0,5
Christine Donohue,,,3,1,0,0,0,128,0,5
Anne Covey,,,,0,3,3,0,3,1,5
Judy Olson,,,,,0,3,0,3,1,5
Mike George,,,,,,0,0,2,1,5
Paul P Panepinto,,,,,,,0,1,0,5
Alice Beck Dubow,,,,,,,,2,0,5
Emil Giordano,,,,,,,,,0,5
Total,170,142,137,4,4,3,2,160,1,5
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,6
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Mike George,Judy Olson,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,6
Kevin M Dougherty,12,64,62,2,1,0,0,64,2,6
David Wecht,,0,63,1,0,0,0,58,1,6
Christine Donohue,,,1,0,0,0,0,58,0,6
Anne Covey,,,,0,1,0,0,0,2,6
Mike George,,,,,0,0,0,0,1,6
Judy Olson,,,,,,0,0,0,0,6
Paul P Panepinto,,,,,,,0,0,0,6
Alice Beck Dubow,,,,,,,,1,0,6
Emil Giordano,,,,,,,,,0,6
Total,85,67,65,2,1,0,0,67,2,6
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,7
Kevin M Dougherty,8,79,76,0,0,0,0,85,1,7
Christine Donohue,,1,77,1,1,1,0,75,1,7
David Wecht,,,0,0,0,1,0,74,1,7
Judy Olson,,,,0,2,1,0,2,1,7
Anne Covey,,,,,0,1,0,1,1,7
Mike George,,,,,,0,0,1,1,7
Paul P Panepinto,,,,,,,1,0,0,7
Alice Beck Dubow,,,,,,,,1,0,7
Emil Giordano,,,,,,,,,0,7
Total,102,85,81,3,2,2,1,94,2,7
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,8
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Mike George,Judy Olson,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,8
Kevin M Dougherty,10,105,106,1,0,0,0,113,1,8
David Wecht,,1,106,1,1,0,0,103,1,8
Christine Donohue,,,1,0,1,0,0,101,0,8
Anne Covey,,,,0,0,0,0,0,1,8
Mike George,,,,,0,0,0,1,0,8
Judy Olson,,,,,,0,0,0,0,8
Paul P Panepinto,,,,,,,0,0,0,8
Alice Beck Dubow,,,,,,,,1,0,8
Emil Giordano,,,,,,,,,0,8
Total,135,115,112,1,1,0,0,123,1,8
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,9
Kevin M Dougherty,15,77,74,1,2,0,0,87,1,9
Christine Donohue,,2,72,1,1,1,0,66,1,9
David Wecht,,,2,0,1,0,0,64,0,9
Anne Covey,,,,1,1,1,0,1,1,9
Judy Olson,,,,,0,1,0,0,2,9
Mike George,,,,,,0,0,0,1,9
Paul P Panepinto,,,,,,,0,0,0,9
Alice Beck Dubow,,,,,,,,0,0,9
Emil Giordano,,,,,,,,,0,9
Total,114,80,76,3,3,2,0,87,2,9
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,10
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Paul P Panepinto,Mike George,Anne Covey,Alice Beck Dubow,Emil Giordano,10
Kevin M Dougherty,15,172,168,0,0,1,0,179,2,10
David Wecht,,10,161,2,0,0,0,158,3,10
Christine Donohue,,,2,1,0,1,0,153,2,10
Judy Olson,,,,0,0,0,0,0,2,10
Paul P Panepinto,,,,,1,0,0,0,1,10
Mike George,,,,,,0,0,1,0,10
