col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Ken Powell,Mia Roberts Perez,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Alice Beck Dubow,21,0,614,600,592,575,570,567,505,495,487,481,478,463,22,All
Emil Giordano,,1,10,10,14,11,12,12,12,12,13,13,10,11,23,All
Ken Powell,,,17,578,577,568,565,573,494,488,492,486,476,468,25,All
Mia Roberts Perez,,,,9,582,580,572,579,506,502,492,490,485,470,29,All
Tracy B Roman,,,,,4,571,565,576,494,490,494,487,473,472,29,All
Kai Scott,,,,,,9,562,574,499,494,488,487,484,467,27,All
Lyris Younge,,,,,,,4,567,498,491,492,484,479,471,26,All
Abbe Fletman,,,,,,,,2,493,489,492,490,479,472,25,All
Stephanie M Sawyer,,,,,,,,,2,508,502,495,490,476,29,All
Daine Grey Jr,,,,,,,,,,1,496,491,486,473,28,All
Michael Fanning,,,,,,,,,,,0,495,481,476,29,All
Chris Mallios,,,,,,,,,,,,1,483,475,28,All
Rainy Papademetriou,,,,,,,,,,,,,1,465,24,All
Scott Diclaudio,,,,,,,,,,,,,,0,22,All
Vincent Furlong,,,,,,,,,,,,,,,1,All
Total,742,29,665,644,631,618,603,598,535,523,512,507,501,483,47,All
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Mia Roberts Perez,Abbe Fletman,Kai Scott,Tracy B Roman,Ken Powell,Lyris Younge,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,1
Alice Beck Dubow,4,0,39,39,38,39,40,38,31,32,31,30,28,28,4,1
Emil Giordano,,0,1,3,2,3,2,3,3,2,3,3,3,3,5,1
Mia Roberts Perez,,,2,45,46,44,42,42,37,37,36,35,34,32,5,1
Abbe Fletman,,,,0,46,45,44,44,38,37,38,37,35,33,6,1
Kai Scott,,,,,1,45,43,43,38,38,37,36,35,33,6,1
Tracy B Roman,,,,,,0,43,44,37,36,37,36,35,34,7,1
Ken Powell,,,,,,,0,43,35,34,36,35,33,32,5,1
Lyris Younge,,,,,,,,0,35,34,36,35,33,33,6,1
Chris Mallios,,,,,,,,,0,37,37,37,35,34,7,1
Rainy Papademetriou,,,,,,,,,,0,36,35,35,33,6,1
Stephanie M Sawyer,,,,,,,,,,,0,37,35,33,6,1
Michael Fanning,,,,,,,,,,,,0,34,33,6,1
Daine Grey Jr,,,,,,,,,,,,,0,32,5,1
Scott Diclaudio,,,,,,,,,,,,,,0,6,1
Vincent Furlong,,,,,,,,,,,,,,,0,1
Total,52,5,49,48,48,48,47,45,39,39,38,37,36,34,10,1
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
