col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Paul P Panepinto,Anne Covey,Mike George,Helen Gym,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Sheila E Armstrong,Terry Tracy,John Staggs,Dennis M O Brien,Al Taubenberger,Daniel Tinney,1
Christine Donohue,1,233,209,13,11,3,1,208,153,148,132,121,83,77,17,19,15,18,10,9,5,1
David Wecht,,0,210,13,10,1,3,208,153,149,135,125,80,77,18,16,12,15,9,9,5,1
Kevin M Dougherty,,,1,2,4,1,0,197,149,146,127,115,73,68,20,13,7,14,8,5,2,1
Judy Olson,,,,0,1,5,4,13,4,2,6,10,5,10,5,5,10,2,4,4,5,1
Paul P Panepinto,,,,,0,0,0,10,3,6,5,4,10,7,1,6,3,5,1,1,1,1
Anne Covey,,,,,,0,2,3,1,0,2,2,1,0,3,2,5,1,3,3,4,1
Mike George,,,,,,,0,3,1,1,1,3,0,2,2,0,4,0,2,2,2,1
Helen Gym,,,,,,,,0,147,144,127,118,73,71,17,13,11,12,9,7,3,1
Blondell Reynolds Brown,,,,,,,,,0,132,113,102,42,33,10,5,1,6,5,3,0,1
William K Greenlee,,,,,,,,,,1,112,98,41,33,8,1,2,7,4,2,1,1
Derek S Green,,,,,,,,,,,0,96,28,25,7,3,4,5,4,3,1,1
Allan Domb,,,,,,,,,,,,0,17,23,9,4,7,4,3,4,2,1
Kristin Combs,,,,,,,,,,,,,0,46,4,16,7,16,2,3,1,1
Andrew C Stober,,,,,,,,,,,,,,0,3,12,9,10,5,2,1,1
David Oh,,,,,,,,,,,,,,,0,1,5,1,5,6,4,1
Sheila E Armstrong,,,,,,,,,,,,,,,,0,5,10,0,0,3,1
Terry Tracy,,,,,,,,,,,,,,,,,0,1,4,5,8,1
John Staggs,,,,,,,,,,,,,,,,,,0,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,,,,,,0,5,3,1
Al Taubenberger,,,,,,,,,,,,,,,,,,,,0,4,1
