col_1,col_2,col_3,col_4,division
,District Council 1st District,Register Of Wills,,All
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,All
Mark F Squilla,90,509,87,All
Ronald R Donatucci,,58,0,All
Ross Feinberg,,,145,All
Total,686,567,232,All
,District Council 1st District,Register Of Wills,,7
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,7
Mark F Squilla,7,49,14,7
Ronald R Donatucci,,3,0,7
Ross Feinberg,,,26,7
Total,70,52,40,7
,District Council 1st District,Register Of Wills,,8
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,8
Mark F Squilla,4,34,6,8
Ronald R Donatucci,,4,0,8
Ross Feinberg,,,3,8
Total,44,38,9,8
,District Council 1st District,Register Of Wills,,9
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,9
Mark F Squilla,2,20,5,9
Ronald R Donatucci,,3,0,9
Ross Feinberg,,,3,9
Total,27,23,8,9
,Register Of Wills,,District Council 1st District,10
,Ronald R Donatucci,Ross Feinberg,Mark F Squilla,10
Ronald R Donatucci,5,0,18,10
Ross Feinberg,,6,0,10
Mark F Squilla,,,0,10
Total,23,6,18,10
,District Council 1st District,Register Of Wills,,11
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,11
Mark F Squilla,4,34,3,11
Ronald R Donatucci,,2,0,11
Ross Feinberg,,,2,11
Total,41,36,5,11
,District Council 1st District,Register Of Wills,,13
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,13
Mark F Squilla,8,30,4,13
Ronald R Donatucci,,4,0,13
Ross Feinberg,,,8,13
Total,42,34,12,13
,District Council 1st District,Register Of Wills,,14
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,14
Mark F Squilla,3,7,2,14
Ronald R Donatucci,,4,0,14
Ross Feinberg,,,3,14
Total,12,11,5,14
,District Council 1st District,Register Of Wills,,16
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,16
Mark F Squilla,5,29,3,16
Ronald R Donatucci,,2,0,16
Ross Feinberg,,,6,16
Total,37,31,9,16
,District Council 1st District,Register Of Wills,,17
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,17
Mark F Squilla,4,53,10,17
Ronald R Donatucci,,5,0,17
Ross Feinberg,,,7,17
Total,67,58,17,17
,District Council 1st District,Register Of Wills,,18
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,18
Mark F Squilla,5,32,3,18
Ronald R Donatucci,,3,0,18
Ross Feinberg,,,3,18
Total,40,35,6,18
,District Council 1st District,Register Of Wills,,19
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,19
Mark F Squilla,3,22,6,19
Ronald R Donatucci,,2,0,19
Ross Feinberg,,,8,19
Total,31,24,14,19
,District Council 1st District,Register Of Wills,,21
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,21
Mark F Squilla,4,20,4,21
Ronald R Donatucci,,1,0,21
Ross Feinberg,,,3,21
Total,28,21,7,21
,District Council 1st District,Register Of Wills,,22
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,22
Mark F Squilla,23,66,14,22
Ronald R Donatucci,,12,0,22
Ross Feinberg,,,22,22
Total,103,78,36,22
,District Council 1st District,Register Of Wills,,24
,Mark F Squilla,Ronald R Donatucci,Ross Feinberg,24
Mark F Squilla,18,95,13,24
Ronald R Donatucci,,8,0,24
Ross Feinberg,,,45,24
Total,126,103,58,24
