col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Superior Court,,1
,Dennis M O Brien,Al Taubenberger,Daniel Tinney,David Oh,Allan Domb,Terry Tracy,Helen Gym,William K Greenlee,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,Alice Beck Dubow,Emil Giordano,1
Dennis M O Brien,10,98,77,82,31,60,20,30,16,8,3,1,1,0,46,78,1
Al Taubenberger,,2,86,69,34,62,22,20,9,5,10,4,2,1,38,72,1
Daniel Tinney,,,6,67,21,61,14,14,11,6,5,4,2,1,27,67,1
David Oh,,,,2,12,53,9,9,6,5,2,0,0,0,26,58,1
Allan Domb,,,,,4,10,52,48,40,32,5,1,1,0,57,12,1
Terry Tracy,,,,,,0,11,5,6,3,3,1,0,0,19,55,1
Helen Gym,,,,,,,2,38,40,31,7,4,2,0,58,9,1
William K Greenlee,,,,,,,,0,42,35,2,1,0,0,53,7,1
Derek S Green,,,,,,,,,0,32,3,1,1,0,48,6,1
Blondell Reynolds Brown,,,,,,,,,,2,0,0,0,0,38,2,1
Andrew C Stober,,,,,,,,,,,0,6,5,2,8,4,1
Sheila E Armstrong,,,,,,,,,,,,0,6,2,6,3,1
Kristin Combs,,,,,,,,,,,,,0,2,5,1,1
John Staggs,,,,,,,,,,,,,,0,1,1,1
Alice Beck Dubow,,,,,,,,,,,,,,,6,0,1
Emil Giordano,,,,,,,,,,,,,,,,0,1
Total,153,135,112,96,87,75,72,69,57,43,15,9,6,2,115,93,1
,Council At Large,,,,,,,,,,,,,,Judge Of The Superior Court,,2
,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Allan Domb,David Oh,William K Greenlee,Terry Tracy,Helen Gym,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Alice Beck Dubow,Emil Giordano,2
Daniel Tinney,6,65,73,29,55,15,48,10,8,8,4,0,1,1,28,49,2
Dennis M O Brien,,7,67,28,60,14,47,12,7,5,2,1,2,0,28,50,2
Al Taubenberger,,,4,27,51,11,51,10,5,5,1,1,1,0,22,55,2
Allan Domb,,,,7,14,42,10,49,39,36,4,0,0,0,50,12,2
David Oh,,,,,1,6,44,2,2,7,1,0,1,1,18,43,2
William K Greenlee,,,,,,2,0,40,33,40,2,2,0,0,51,3,2
Terry Tracy,,,,,,,0,9,5,1,4,0,2,1,13,43,2
Helen Gym,,,,,,,,1,39,35,4,2,1,1,48,4,2
Derek S Green,,,,,,,,,3,30,3,2,0,0,41,4,2
Blondell Reynolds Brown,,,,,,,,,,0,0,1,0,0,43,0,2
Andrew C Stober,,,,,,,,,,,1,1,2,2,4,1,2
Kristin Combs,,,,,,,,,,,,0,1,1,3,0,2
Sheila E Armstrong,,,,,,,,,,,,,0,1,1,2,2
John Staggs,,,,,,,,,,,,,,0,1,0,2
Alice Beck Dubow,,,,,,,,,,,,,,,5,0,2
Emil Giordano,,,,,,,,,,,,,,,,2,2
Total,104,104,99,84,77,63,62,61,50,48,9,3,3,2,94,70,2
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,3
,Alice Beck Dubow,Emil Giordano,Allan Domb,William K Greenlee,Derek S Green,Helen Gym,Blondell Reynolds Brown,Daniel Tinney,Al Taubenberger,Dennis M O Brien,David Oh,Terry Tracy,Kristin Combs,Andrew C Stober,John Staggs,Sheila E Armstrong,3
Alice Beck Dubow,2,0,44,41,42,42,37,9,8,6,8,3,2,1,1,1,3
Emil Giordano,,0,3,3,1,1,1,15,16,16,15,11,1,0,0,0,3
Allan Domb,,,1,39,34,38,34,9,8,4,4,2,2,2,0,1,3
William K Greenlee,,,,0,41,38,37,5,7,4,4,1,2,0,0,1,3
Derek S Green,,,,,0,35,35,2,4,3,4,2,0,1,0,0,3
Helen Gym,,,,,,0,33,8,4,6,3,3,2,2,1,1,3
Blondell Reynolds Brown,,,,,,,0,2,1,3,4,0,1,0,0,1,3
Daniel Tinney,,,,,,,,1,19,18,19,13,0,1,0,0,3
Al Taubenberger,,,,,,,,,0,16,16,11,1,0,0,0,3
Dennis M O Brien,,,,,,,,,,0,17,13,1,0,0,0,3
David Oh,,,,,,,,,,,0,12,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,0,0,2,0,0,3
Kristin Combs,,,,,,,,,,,,,0,0,1,0,3
Andrew C Stober,,,,,,,,,,,,,,0,0,0,3
John Staggs,,,,,,,,,,,,,,,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,0,3
Total,62,19,50,47,46,46,41,27,24,24,23,15,3,2,1,1,3
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,4
,Alice Beck Dubow,Emil Giordano,Allan Domb,Helen Gym,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Al Taubenberger,Dennis M O Brien,Daniel Tinney,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,4
Alice Beck Dubow,11,0,148,127,121,120,98,36,22,14,19,19,11,4,1,2,4
Emil Giordano,,2,14,6,8,6,1,47,49,44,40,41,3,0,2,0,4
Allan Domb,,,7,128,121,116,95,32,20,17,18,18,12,3,0,1,4
Helen Gym,,,,1,118,115,97,20,9,11,3,20,10,3,1,1,4
Derek S Green,,,,,1,111,94,14,8,10,5,12,7,0,0,0,4
William K Greenlee,,,,,,1,99,19,14,12,9,10,3,1,1,1,4
Blondell Reynolds Brown,,,,,,,0,6,3,6,2,1,1,0,0,0,4
Al Taubenberger,,,,,,,,5,52,48,49,50,6,2,1,1,4
Dennis M O Brien,,,,,,,,,4,45,58,45,2,1,2,0,4
Daniel Tinney,,,,,,,,,,5,41,43,3,0,2,0,4
David Oh,,,,,,,,,,,0,42,0,0,0,0,4
Terry Tracy,,,,,,,,,,,,0,9,1,2,0,4
Andrew C Stober,,,,,,,,,,,,,0,2,1,1,4
Kristin Combs,,,,,,,,,,,,,,0,1,2,4
Sheila E Armstrong,,,,,,,,,,,,,,,0,1,4
John Staggs,,,,,,,,,,,,,,,,0,4
Total,197,68,191,153,145,139,105,102,85,75,69,69,16,4,3,2,4
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,5
,Alice Beck Dubow,Emil Giordano,Daniel Tinney,Allan Domb,Derek S Green,Al Taubenberger,Dennis M O Brien,William K Greenlee,David Oh,Helen Gym,Blondell Reynolds Brown,Terry Tracy,John Staggs,Andrew C Stober,Sheila E Armstrong,Kristin Combs,5
Alice Beck Dubow,2,0,7,28,27,7,3,27,5,24,23,2,2,1,1,0,5
Emil Giordano,,0,23,1,0,19,20,1,19,1,0,17,0,0,0,0,5
Daniel Tinney,,,3,4,5,23,22,3,23,6,2,19,1,1,0,0,5
Allan Domb,,,,1,20,5,1,23,2,20,19,2,1,0,0,0,5
Derek S Green,,,,,1,2,2,22,2,21,21,1,0,0,0,0,5
Al Taubenberger,,,,,,0,20,4,21,3,1,17,0,0,0,0,5
Dennis M O Brien,,,,,,,0,2,24,2,2,18,1,1,1,0,5
William K Greenlee,,,,,,,,0,3,21,20,1,1,0,1,0,5
David Oh,,,,,,,,,0,2,2,18,1,1,1,0,5
Helen Gym,,,,,,,,,,0,18,1,1,0,1,0,5
Blondell Reynolds Brown,,,,,,,,,,,0,1,1,0,0,0,5
Terry Tracy,,,,,,,,,,,,0,0,0,0,0,5
John Staggs,,,,,,,,,,,,,1,1,0,0,5
Andrew C Stober,,,,,,,,,,,,,,0,0,0,5
Sheila E Armstrong,,,,,,,,,,,,,,,0,0,5
Kristin Combs,,,,,,,,,,,,,,,,0,5
