col_1,col_2,division
,District Council 6th District,1
,Bobby Henon,1
Bobby Henon,82,1
Total,82,1
,District Council 6th District,2
,Bobby Henon,2
Bobby Henon,106,2
Total,106,2
,District Council 6th District,3
,Bobby Henon,3
Bobby Henon,75,3
Total,75,3
,District Council 6th District,4
,Bobby Henon,4
Bobby Henon,101,4
Total,101,4
,District Council 6th District,5
,Bobby Henon,5
Bobby Henon,84,5
Total,84,5
,District Council 6th District,6
,Bobby Henon,6
Bobby Henon,78,6
Total,78,6
,District Council 6th District,7
,Bobby Henon,7
Bobby Henon,120,7
Total,120,7
,District Council 6th District,8
,Bobby Henon,8
Bobby Henon,103,8
Total,103,8
,District Council 6th District,9
,Bobby Henon,9
Bobby Henon,58,9
Total,58,9
,District Council 6th District,10
,Bobby Henon,10
Bobby Henon,56,10
Total,56,10
,District Council 6th District,11
,Bobby Henon,11
Bobby Henon,132,11
Total,132,11
,District Council 6th District,12
,Bobby Henon,12
Bobby Henon,101,12
Total,101,12
,District Council 6th District,13
,Bobby Henon,13
Bobby Henon,76,13
Total,76,13
,District Council 6th District,14
,Bobby Henon,14
Bobby Henon,98,14
Total,98,14
,District Council 6th District,15
,Bobby Henon,15
Bobby Henon,79,15
Total,79,15
,District Council 6th District,16
,Bobby Henon,16
Bobby Henon,103,16
Total,103,16
,District Council 6th District,17
,Bobby Henon,17
Bobby Henon,83,17
Total,83,17
,District Council 6th District,18
,Bobby Henon,18
Bobby Henon,102,18
Total,102,18
,District Council 6th District,19
,Bobby Henon,19
Bobby Henon,94,19
Total,94,19
,District Council 6th District,20
,Bobby Henon,20
Bobby Henon,102,20
Total,102,20
,District Council 6th District,21
,Bobby Henon,21
Bobby Henon,106,21
Total,106,21
,District Council 6th District,22
,Bobby Henon,22
Bobby Henon,77,22
Total,77,22
,District Council 6th District,23
,Bobby Henon,23
Bobby Henon,66,23
Total,66,23
,District Council 6th District,24
,Bobby Henon,24
Bobby Henon,121,24
Total,121,24
,District Council 6th District,25
,Bobby Henon,25
Bobby Henon,94,25
Total,94,25
,District Council 6th District,26
,Bobby Henon,26
Bobby Henon,102,26
Total,102,26
,District Council 6th District,27
,Bobby Henon,27
Bobby Henon,81,27
Total,81,27
,District Council 6th District,28
,Bobby Henon,28
Bobby Henon,83,28
Total,83,28
,District Council 6th District,29
,Bobby Henon,29
Bobby Henon,93,29
Total,93,29
,District Council 6th District,All
,Bobby Henon,All
Bobby Henon,"2,656",All
Total,"2,656",All
