col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Al Schmidt,Lisa M Deeley,Anthony Clark,Vincent Furlong,Ken Powell,Michael Fanning,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Tracy B Roman,Lyris Younge,Mia Roberts Perez,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,1
Al Schmidt,5,16,1,82,16,19,18,19,18,12,16,16,16,14,16,15,1
Lisa M Deeley,,5,48,20,52,49,53,50,47,48,47,47,43,43,43,40,1
Anthony Clark,,,4,9,44,37,40,38,34,43,38,41,33,33,31,33,1
Vincent Furlong,,,,2,16,25,17,17,22,19,18,17,19,20,16,21,1
Ken Powell,,,,,2,52,54,53,47,52,53,48,45,45,42,44,1
Michael Fanning,,,,,,0,50,48,52,50,49,47,47,51,44,47,1
Abbe Fletman,,,,,,,0,56,48,53,54,51,45,47,44,44,1
Kai Scott,,,,,,,,0,46,50,51,49,44,45,42,42,1
Stephanie M Sawyer,,,,,,,,,1,47,46,47,47,48,43,43,1
Tracy B Roman,,,,,,,,,,0,52,50,43,45,42,46,1
Lyris Younge,,,,,,,,,,,0,49,45,47,45,46,1
Mia Roberts Perez,,,,,,,,,,,,0,41,45,43,41,1
Chris Mallios,,,,,,,,,,,,,0,44,41,43,1
Daine Grey Jr,,,,,,,,,,,,,,0,44,43,1
Rainy Papademetriou,,,,,,,,,,,,,,,1,40,1
Scott Diclaudio,,,,,,,,,,,,,,,,0,1
Total,102,77,62,98,69,64,62,61,59,59,58,58,55,52,52,52,1
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
